ip_address,hostname,mac_address,device_type,manufacturer,model,is_managed,has_security_patches,encryption_enabled,authentication_required,firewall_protected,access_control,vulnerabilities,cve_count,last_seen,confidence_level,firmware_version,protocol
192.168.160.220,Swit-2129,F:61:30:B:49:23,Switch,Yokogawa,Switch-477,false,false,false,true,false,None,5,0,2025-11-05,62,R511.5,Unknown
192.168.206.83,Swit-2802,E:59:30:50:15:10,Switch,Schneider,Switch-524,true,true,true,false,true,Basic,3,0,2025-11-05,98,v5.0,Unknown
192.168.144.249,Swit-2746,19:27:1F:3C:22:37,Switch,ABB,Switch-133,true,true,false,true,true,Basic,2,1,2025-11-09,63,v1.2.3,Modbus TCP
192.168.160.129,,3E:3B:4E:3B:4A:2E,Analyzer,Rosemount,Analyzer-269,false,false,false,false,false,None,7,2,2025-11-09,98,v3.1.0,HART-IP
192.168.220.182,Gate-1035,20:2B:29:2B:22:1A,Gateway,ABB,Gateway-783,true,true,false,false,true,Role-Based,2,0,2025-11-10,79,v2.8.3,HART-IP
192.168.44.60,Safe-2136,5A:13:4A:3A:10:E,Safety_Controller,Endress+Hauser,Safety_Controller-108,true,true,false,false,false,Role-Based,0,0,2025-11-04,72,v2.8.1,BACnet
192.168.204.17,DEVICE-192-168-204-17,19:38:37:4A:4B:4A,Switch,Rosemount,Switch-118,true,true,false,true,false,Role-Based,0,0,2025-11-03,76,Unknown,BACnet
192.168.22.177,DEVICE-192-168-22-177,5C:31:14:11:1D:31,Analyzer,Rosemount,Analyzer-516,false,false,true,false,true,None,5,0,2025-11-07,69,v20.19,Unknown
192.168.24.207,DEVICE-192-168-24-207,4D:D:49:3E:46:2B,VFD,Siemens,VFD-838,true,true,false,true,false,Role-Based,3,1,2025-11-05,97,v20.19,Unknown
192.168.171.31,IP_C-3347,D:57:11:10:3E:19,IP_Camera,Generic,Unknown,true,true,true,true,true,Basic,0,0,2025-11-09,80,v21.11,HART-IP
192.168.149.130,,44:3B:4A:32:37:1C,VFD,Generic,Unknown,false,false,false,true,false,None,7,3,2025-11-08,100,v1.2.3,Modbus TCP
192.168.87.237,Smar-2774,D:54:36:60:54:1F,Smart_Transmitter,Endress+Hauser,Smart_Transmitter-734,true,true,false,false,false,Role-Based,3,1,2025-11-03,66,v1.2.3,Unknown
192.168.130.101,,21:50:35:57:2A:43,Smart_Transmitter,Rosemount,Smart_Transmitter-400,true,true,false,false,true,Role-Based,2,0,2025-11-03,100,v2.8.3,Modbus TCP
192.168.21.179,DEVICE-192-168-21-179,5E:2D:20:15:13:A,Smart_Transmitter,ABB,Smart_Transmitter-683,true,true,false,false,true,Role-Based,2,0,2025-11-08,84,R4.03,Modbus TCP
192.168.200.112,,55:57:18:22:3B:13,Safety_Controller,Unknown,Unknown,true,true,false,false,false,Basic,3,1,2025-11-07,78,v1.2.3,BACnet
192.168.18.90,DEVICE-192-168-18-90,3D:15:D:51:28:47,Smart_Transmitter,Emerson,Smart_Transmitter-254,true,true,false,false,true,Role-Based,3,0,2025-11-04,92,v4.5.2,Modbus TCP
192.168.21.139,,1D:3D:5E:3A:B:2D,Engineering_Workstation,Schneider,Model-7221,true,false,true,true,true,Role-Based,0,0,2025-11-09,67,v3.1.0,Modbus TCP
192.168.220.233,PLC-308,28:3B:10:4B:1C:40,PLC,Generic,Unknown,true,true,false,true,true,Role-Based,0,0,2025-11-09,61,v4.5.2,Modbus TCP
192.168.205.195,,49:19:51:2D:F:22,Switch,Unknown,Unknown,true,true,false,false,true,Basic,1,0,2025-11-04,95,v20.19,BACnet
192.168.132.191,VFD-0797,4A:3E:54:5E:2E:43,VFD,Emerson,VFD-164,true,true,false,false,false,Basic,1,0,2025-11-10,74,v1.2.3,BACnet
192.168.179.119,,35:2C:3B:20:32:2C,Protocol_Converter,Siemens,Protocol_Converter-812,true,true,false,false,true,Role-Based,3,0,2025-11-05,74,v2.8.3,Modbus TCP
192.168.243.248,,3A:31:16:21:58:60,DCS,Yokogawa,Model-7499,true,true,false,true,true,Basic,0,0,2025-11-04,66,v3.1.0,Modbus TCP
192.168.111.215,RTU-519,34:53:15:34:59:58,RTU,Honeywell,Model-4764,true,true,true,false,false,Basic,3,1,2025-11-05,91,v5.0,EtherNet/IP
192.168.52.10,DEVICE-192-168-52-10,45:30:2F:19:D:51,Switch,Siemens,Switch-712,true,true,false,false,false,Basic,0,0,2025-11-04,72,R511.5,Modbus TCP
192.168.34.34,DEVICE-192-168-34-34,2F:44:37:5C:57:41,VFD,Yokogawa,VFD-588,true,true,false,false,true,Basic,3,1,2025-11-08,75,v16.0,HART-IP
192.168.90.12,,63:38:22:2A:5E:2A,Gateway,Emerson,Gateway-893,true,true,false,true,true,Role-Based,2,1,2025-11-10,78,v3.1.0,Modbus TCP
192.168.133.23,,62:35:25:3F:4B:32,IP_Camera,Generic,Unknown,false,false,false,true,true,None,2,1,2025-11-03,68,v21.11,HART-IP
192.168.30.227,Swit-3405,29:21:C:1F:30:1B,Switch,Generic,Unknown,true,true,false,true,true,Basic,3,1,2025-11-05,70,v21.11,Unknown
192.168.83.205,DEVICE-192-168-83-205,13:46:1A:21:21:20,Analyzer,Endress+Hauser,Analyzer-270,false,false,false,false,true,None,8,1,2025-11-03,83,v16.0,Unknown
192.168.16.235,Swit-2523,30:11:45:43:4A:24,Switch,Yokogawa,Switch-443,true,false,false,true,false,Basic,0,0,2025-11-06,84,v5.0,Unknown
192.168.162.99,Prot-3723,61:35:22:30:3C:21,Protocol_Converter,Yokogawa,Protocol_Converter-811,true,true,false,false,false,Basic,3,0,2025-11-10,96,R4.03,HART-IP
192.168.119.37,DEVICE-192-168-119-37,62:5E:5D:5C:62:3F,Analyzer,Yokogawa,Analyzer-361,true,true,false,false,true,Basic,2,1,2025-11-09,84,R4.03,HART-IP
192.168.35.218,Swit-2073,25:36:5E:2F:1F:20,Switch,Generic,Unknown,true,true,false,false,true,Basic,3,1,2025-11-07,80,v2.8.3,HART-IP
192.168.216.156,DEVICE-192-168-216-156,4E:4C:2C:33:53:3B,SCADA,Emerson,Model-2754,true,false,true,true,false,Role-Based,0,0,2025-11-06,83,v4.5.2,EtherNet/IP
192.168.46.209,DEVICE-192-168-46-209,2B:15:A:35:54:36,Server,ABB,Model-5895,true,true,true,true,true,Role-Based,0,0,2025-11-08,65,v2.8.3,Modbus TCP
192.168.145.167,Prot-3720,11:32:54:E:54:2E,Protocol_Converter,Schneider,Protocol_Converter-704,true,true,false,false,true,Basic,2,1,2025-11-09,97,v21.11,Unknown
192.168.77.227,Prot-1864,3D:25:52:3B:10:29,Protocol_Converter,Schneider,Protocol_Converter-171,true,true,false,true,true,Basic,0,0,2025-11-08,87,v16.0,BACnet
192.168.199.82,Smar-2384,4E:49:2A:26:46:50,Smart_Transmitter,Endress+Hauser,Smart_Transmitter-381,true,true,false,false,true,Basic,2,0,2025-11-06,67,v2.8.1,HART-IP
192.168.215.33,Swit-3663,53:16:54:32:20:1B,Switch,Emerson,Switch-447,true,true,true,false,true,Role-Based,3,1,2025-11-07,84,v3.1.0,HART-IP
192.168.70.77,DEV-169,52:44:5F:37:22:2B,SCADA,Allen-Bradley,Model-6078,true,true,true,true,true,Role-Based,1,0,2025-11-06,78,v5.0,Profinet
192.168.210.21,,D:3A:5F:16:47:2B,Gateway,ABB,Gateway-293,true,true,false,false,false,Role-Based,0,0,2025-11-03,78,Unknown,HART-IP
192.168.21.159,DEVICE-192-168-21-159,24:D:63:32:48:16,Gateway,Schneider,Gateway-270,true,true,false,false,true,Basic,3,0,2025-11-05,99,v2.8.1,HART-IP
192.168.123.39,Prot-3436,60:20:2B:18:4A:53,Protocol_Converter,Generic,Unknown,true,true,false,false,true,Basic,1,0,2025-11-08,79,v4.5.2,BACnet
192.168.106.184,,31:32:3F:4A:52:D,Protocol_Converter,Siemens,Protocol_Converter-184,true,true,false,false,false,Role-Based,0,0,2025-11-10,68,v2.8.3,Unknown
192.168.18.69,DEVICE-192-168-18-69,24:2B:3B:4C:5A:60,VFD,Siemens,VFD-555,true,true,false,true,true,Role-Based,3,1,2025-11-04,78,v14.3,Unknown
192.168.212.158,Gate-1397,16:2D:28:25:1B:5B,Gateway,Endress+Hauser,Gateway-830,true,true,false,true,true,Role-Based,1,0,2025-11-08,63,v21.11,BACnet
192.168.233.24,DCS-252,14:37:38:2F:44:2C,DCS,GE,Model-8685,true,true,false,true,true,Role-Based,1,0,2025-11-03,85,v1.2.3,Modbus TCP
192.168.128.213,DEVICE-192-168-128-213,10:10:57:4B:B:4D,RTU,Honeywell,Model-6988,true,true,true,false,true,Role-Based,0,0,2025-11-06,73,Unknown,EtherNet/IP
192.168.20.100,VFD-0985,18:61:32:46:42:39,VFD,Schneider,VFD-279,true,true,false,false,false,Basic,0,0,2025-11-05,95,v1.2.3,Modbus TCP
192.168.209.71,Smar-3310,1F:19:32:2B:11:43,Smart_Transmitter,ABB,Smart_Transmitter-859,true,true,true,false,false,Role-Based,3,0,2025-11-03,70,R4.03,HART-IP
192.168.44.87,Swit-3130,32:37:23:24:21:18,Switch,Generic,Unknown,true,true,false,true,true,Basic,2,0,2025-11-08,72,v14.3,Unknown
192.168.79.77,IP_C-3013,2F:30:16:17:13:58,IP_Camera,ABB,IP_Camera-627,true,true,false,true,false,Basic,2,0,2025-11-05,82,v14.3,Modbus TCP
192.168.180.152,DEVICE-192-168-180-152,1A:1D:3F:24:57:3B,VFD,ABB,VFD-558,false,false,false,false,true,None,2,1,2025-11-04,83,v16.0,BACnet
192.168.88.92,,25:19:4A:59:36:11,VFD,Yokogawa,VFD-129,true,true,false,false,false,Basic,3,1,2025-11-09,63,v20.19,HART-IP
192.168.227.81,Smar-1011,5F:55:26:2A:5D:62,Smart_Transmitter,Generic,Unknown,true,true,false,false,true,Basic,1,0,2025-11-06,80,v4.5.2,BACnet
192.168.146.21,DEVICE-192-168-146-21,1F:5D:54:41:39:5B,IP_Camera,Yokogawa,IP_Camera-786,false,false,false,false,true,None,8,4,2025-11-04,90,v2.8.3,BACnet
192.168.100.166,,28:10:3D:1A:48:2A,VFD,Endress+Hauser,VFD-944,true,true,true,true,true,Role-Based,0,0,2025-11-03,92,v4.5.2,HART-IP
192.168.134.43,,28:5D:40:37:2C:30,Historian,Yokogawa,Model-4230,true,true,true,false,false,Role-Based,2,1,2025-11-09,70,v2.8.3,Proprietary
192.168.185.164,Swit-3683,17:23:43:13:19:37,Switch,Endress+Hauser,Switch-162,true,true,false,true,true,Role-Based,2,0,2025-11-09,89,v20.19,BACnet
192.168.180.239,DEVICE-192-168-180-239,61:C:2E:57:49:3F,Switch,Siemens,Switch-584,true,true,false,false,true,Basic,0,0,2025-11-10,64,v20.19,HART-IP
192.168.38.164,Anal-2653,41:11:1D:35:3C:4E,Analyzer,Endress+Hauser,Analyzer-911,true,true,true,false,false,Basic,3,0,2025-11-04,63,v4.5.2,BACnet
192.168.22.54,,25:11:59:43:2A:3F,Analyzer,Schneider,Analyzer-963,true,true,false,true,true,Role-Based,3,1,2025-11-03,77,v16.0,Modbus TCP
192.168.90.42,DEVICE-192-168-90-42,E:34:3C:49:59:4E,Protocol_Converter,Generic,Unknown,true,true,false,true,true,Basic,1,0,2025-11-06,70,v3.1.0,Unknown
192.168.25.113,DEVICE-192-168-25-113,5B:39:2F:2E:3F:2B,Controller,Emerson,Model-8078,true,true,true,true,false,Role-Based,3,0,2025-11-08,75,Unknown,EtherNet/IP
192.168.48.95,Anal-0998,26:3B:2D:61:3F:14,Analyzer,Endress+Hauser,Analyzer-490,false,false,false,false,false,None,6,1,2025-11-04,94,v2.8.1,BACnet
192.168.85.177,,56:43:5D:21:17:36,Switch,ABB,Switch-404,true,true,false,false,true,Basic,1,0,2025-11-03,74,v20.19,BACnet
192.168.227.144,DEV-338,43:42:D:60:42:44,Controller,ABB,Model-5067,true,true,false,false,true,Role-Based,3,0,2025-11-07,100,v2.8.3,EtherNet/IP
192.168.72.114,Anal-1413,1E:2F:10:D:31:24,Analyzer,Yokogawa,Analyzer-175,true,true,false,false,true,Role-Based,2,1,2025-11-10,87,R4.03,Unknown
192.168.120.241,DEVICE-192-168-120-241,43:2F:16:3B:48:13,Gateway,ABB,Gateway-387,true,true,false,false,true,Basic,0,0,2025-11-05,77,v2.8.1,Modbus TCP
192.168.111.114,IP_C-3026,4B:57:59:23:15:4B,IP_Camera,Emerson,IP_Camera-230,true,false,false,false,true,Role-Based,1,0,2025-11-05,70,v20.19,Unknown
192.168.17.100,,14:55:2E:A:33:19,Controller,ABB,Model-8461,true,true,true,true,false,Basic,2,1,2025-11-09,96,v2.8.3,Modbus TCP
192.168.138.188,Swit-3925,53:33:2E:4F:19:15,Switch,Emerson,Switch-520,true,true,true,true,false,Basic,0,0,2025-11-09,74,Unknown,BACnet
192.168.96.212,DEVICE-192-168-96-212,2F:41:61:20:2B:43,Smart_Transmitter,ABB,Smart_Transmitter-759,true,true,false,false,true,Basic,1,0,2025-11-10,74,v5.0,HART-IP
192.168.56.162,,C:A:2C:E:2A:25,Safety_Controller,Emerson,Safety_Controller-688,false,false,false,false,true,None,6,3,2025-11-07,100,v16.0,HART-IP
192.168.37.113,Gate-3258,2F:E:10:10:53:1E,Gateway,ABB,Gateway-136,true,true,false,false,true,Basic,1,0,2025-11-03,63,v4.5.2,HART-IP
192.168.240.109,,45:A:2A:5F:62:18,Switch,Unknown,Unknown,true,true,false,false,true,Role-Based,2,0,2025-11-04,79,Unknown,HART-IP
192.168.104.101,DEVICE-192-168-104-101,16:49:34:42:1B:2E,Safety_Controller,Unknown,Unknown,true,true,false,false,true,Role-Based,0,0,2025-11-06,71,v21.11,HART-IP
192.168.71.242,RTU-372,4C:55:16:A:1E:61,RTU,Schneider,Model-2701,true,true,false,true,false,Basic,1,0,2025-11-03,83,v2.8.3,Proprietary
192.168.31.113,Gate-3465,2F:B:21:37:50:C,Gateway,Schneider,Gateway-328,true,false,false,false,true,Basic,3,1,2025-11-07,76,R4.03,HART-IP
192.168.73.86,DEVICE-192-168-73-86,16:1F:44:63:1D:48,Protocol_Converter,Emerson,Protocol_Converter-705,false,false,true,false,false,None,4,0,2025-11-04,98,Unknown,Unknown
192.168.180.66,DEVICE-192-168-180-66,42:53:22:22:53:B,Protocol_Converter,Unknown,Unknown,true,true,false,false,true,Basic,1,0,2025-11-09,74,v3.1.0,HART-IP
192.168.246.211,Prot-1557,53:63:5B:1D:31:56,Protocol_Converter,Emerson,Protocol_Converter-809,false,false,false,false,true,None,2,0,2025-11-07,63,v5.0,HART-IP
192.168.209.22,DEVICE-192-168-209-22,27:24:4A:3E:17:31,Analyzer,Generic,Unknown,true,true,false,false,true,Role-Based,2,0,2025-11-07,73,R511.5,HART-IP
192.168.247.43,DEVICE-192-168-247-43,60:1B:49:33:60:21,Analyzer,Rosemount,Analyzer-664,true,true,false,false,true,Role-Based,0,0,2025-11-10,76,v2.8.1,BACnet
192.168.114.229,,2C:1E:3D:47:1D:1A,Switch,Emerson,Switch-602,true,true,true,false,true,Role-Based,1,0,2025-11-09,79,v4.5.2,Unknown
192.168.68.36,DEVICE-192-168-68-36,2E:58:13:57:B:F,Smart_Transmitter,Siemens,Smart_Transmitter-600,true,true,false,true,false,Basic,3,1,2025-11-04,96,v21.11,BACnet
192.168.62.176,DEV-552,F:33:3F:E:4E:26,Controller,Generic,Unknown,false,false,false,true,true,None,2,0,2025-11-08,99,v5.0,Modbus TCP
192.168.138.64,Swit-3930,58:42:1C:5A:45:3A,Switch,Rosemount,Switch-270,true,true,false,false,true,Role-Based,1,0,2025-11-06,95,v14.3,HART-IP
192.168.96.50,DEVICE-192-168-96-50,33:54:59:A:1F:19,VFD,Unknown,Unknown,true,true,false,false,false,Role-Based,3,1,2025-11-04,69,v3.1.0,BACnet
192.168.49.205,IP_C-1103,58:11:26:B:2E:30,IP_Camera,Rosemount,IP_Camera-190,false,false,false,false,true,None,11,3,2025-11-04,98,v1.2.3,HART-IP
192.168.70.181,Swit-1487,57:12:5F:E:1D:41,Switch,Siemens,Switch-271,true,true,false,false,true,Role-Based,3,0,2025-11-06,77,v2.8.3,BACnet
192.168.51.168,DEVICE-192-168-51-168,46:1B:21:55:51:16,Protocol_Converter,Rosemount,Protocol_Converter-772,false,false,false,true,true,None,12,1,2025-11-05,68,v21.11,HART-IP
192.168.199.154,,C:1E:4B:10:40:33,VFD,Emerson,VFD-743,false,false,true,false,true,None,2,0,2025-11-05,63,R4.03,BACnet
192.168.250.99,,1E:28:3A:35:B:51,IP_Camera,Rosemount,IP_Camera-611,true,true,false,false,false,Role-Based,1,0,2025-11-07,86,v5.0,HART-IP
192.168.134.31,IP_C-2001,46:2D:23:1C:51:58,IP_Camera,Schneider,IP_Camera-425,true,true,true,false,false,Role-Based,1,0,2025-11-10,62,v4.5.2,Modbus TCP
192.168.20.37,,1A:60:1C:12:21:5B,RTU,Generic,Unknown,true,true,false,false,true,Role-Based,3,0,2025-11-05,60,R4.03,Profinet
192.168.232.219,Smar-2314,2C:25:2C:5A:57:A,Smart_Transmitter,Yokogawa,Smart_Transmitter-414,true,true,false,false,false,Basic,1,0,2025-11-10,80,R4.03,HART-IP
192.168.86.72,Smar-3908,F:48:1F:36:37:53,Smart_Transmitter,Endress+Hauser,Smart_Transmitter-452,true,true,false,false,true,Role-Based,2,0,2025-11-10,93,R511.5,Unknown
192.168.105.221,Swit-2390,1B:4D:1E:35:37:3A,Switch,ABB,Switch-391,true,true,false,false,true,Basic,1,0,2025-11-07,96,v16.0,Modbus TCP
192.168.174.194,DEVICE-192-168-174-194,42:52:5B:5F:4A:62,Smart_Transmitter,Schneider,Smart_Transmitter-426,true,true,false,false,false,Role-Based,2,0,2025-11-06,71,v21.11,Unknown
192.168.158.140,Gate-1242,2F:59:3B:5B:19:22,Gateway,Schneider,Gateway-793,true,true,false,false,false,Basic,0,0,2025-11-07,84,R4.03,Unknown
192.168.155.223,DEVICE-192-168-155-223,19:12:1B:44:51:58,DCS,Honeywell,Model-8779,true,true,false,true,true,Basic,2,1,2025-11-06,60,v3.1.0,Profinet
192.168.129.247,,18:21:2F:B:1C:3B,Switch,Endress+Hauser,Switch-445,true,true,false,true,true,Basic,0,0,2025-11-08,88,v4.5.2,BACnet
192.168.245.174,DEV-301,30:19:1D:30:5D:26,Server,Siemens,Model-3135,true,true,true,true,true,Basic,1,0,2025-11-07,82,v16.0,Modbus TCP
192.168.232.85,DEV-318,10:30:3F:E:47:59,Historian,Siemens,Model-6282,true,true,true,true,false,Role-Based,1,0,2025-11-10,98,v2.8.1,Proprietary
192.168.25.132,DEV-514,59:57:5C:39:4C:20,Server,Emerson,Model-2489,true,true,false,true,false,Basic,0,0,2025-11-04,60,v14.3,Proprietary
192.168.49.104,DEVICE-192-168-49-104,48:5C:42:3A:2F:4E,Analyzer,Rosemount,Analyzer-354,true,true,false,false,true,Basic,3,0,2025-11-07,98,R4.03,Unknown
192.168.18.113,VFD-3682,15:D:1A:4D:2E:3C,VFD,Schneider,VFD-456,true,false,false,false,true,Role-Based,1,0,2025-11-05,73,v14.3,HART-IP
192.168.36.55,DEVICE-192-168-36-55,1D:35:E:29:2E:1D,Smart_Transmitter,Generic,Unknown,true,false,false,false,true,Basic,2,0,2025-11-10,62,R511.5,BACnet
192.168.46.247,DEVICE-192-168-46-247,22:5F:32:40:26:30,Analyzer,Rosemount,Analyzer-792,false,false,false,true,true,None,10,5,2025-11-04,84,v16.0,BACnet
192.168.81.223,DEVICE-192-168-81-223,12:44:12:2C:39:4A,Smart_Transmitter,Siemens,Smart_Transmitter-943,false,false,false,true,false,None,8,4,2025-11-04,74,v14.3,HART-IP
192.168.212.168,DEVICE-192-168-212-168,44:5A:20:3D:17:C,Smart_Transmitter,Rosemount,Smart_Transmitter-844,true,true,false,false,false,Basic,1,0,2025-11-08,96,R511.5,Unknown
192.168.215.222,Safe-1576,4B:56:2E:63:2D:3E,Safety_Controller,Generic,Unknown,true,true,false,false,true,Role-Based,1,0,2025-11-03,88,v5.0,HART-IP
192.168.241.131,Gate-1346,17:16:41:38:4B:1A,Gateway,ABB,Gateway-999,true,true,false,false,false,Basic,1,0,2025-11-10,91,v16.0,Unknown
192.168.96.173,,3B:53:10:49:56:32,IP_Camera,Rosemount,IP_Camera-283,true,true,true,true,false,Basic,3,0,2025-11-09,76,v20.19,Modbus TCP
192.168.138.31,Smar-1340,33:4A:3B:30:1B:A,Smart_Transmitter,Siemens,Smart_Transmitter-974,true,true,false,true,false,Role-Based,3,0,2025-11-08,62,v5.0,HART-IP
192.168.206.104,,5B:1C:1C:23:5F:4E,Gateway,Schneider,Gateway-263,true,false,false,false,true,Role-Based,0,0,2025-11-10,71,v5.0,Unknown
192.168.119.60,Swit-1347,15:1A:2C:D:18:60,Switch,Generic,Unknown,true,true,true,false,true,Basic,3,0,2025-11-09,86,v21.11,BACnet
192.168.74.58,DEVICE-192-168-74-58,1C:44:4B:D:1C:63,SCADA,Honeywell,Model-6063,true,true,false,false,true,Role-Based,0,0,2025-11-04,63,v16.0,Modbus TCP
192.168.210.33,,27:55:60:24:48:58,Analyzer,Endress+Hauser,Analyzer-963,true,true,false,false,false,Basic,2,0,2025-11-09,70,v4.5.2,HART-IP
192.168.18.160,Swit-2315,34:17:51:56:29:5C,Switch,Rosemount,Switch-929,false,false,false,true,false,None,12,5,2025-11-03,100,v20.19,BACnet
192.168.235.124,Smar-3796,13:C:2E:13:31:5B,Smart_Transmitter,Emerson,Smart_Transmitter-908,true,true,false,true,true,Role-Based,3,0,2025-11-04,72,v4.5.2,BACnet
192.168.178.54,VFD-3579,32:1A:1A:28:25:43,VFD,Emerson,VFD-967,false,false,false,false,true,None,6,2,2025-11-07,85,R511.5,BACnet
192.168.145.93,DEVICE-192-168-145-93,4C:2E:4E:48:19:2E,VFD,Generic,Unknown,true,true,false,false,false,Role-Based,0,0,2025-11-04,73,Unknown,Unknown
192.168.137.142,PLC-109,D:33:3D:57:60:C,PLC,Generic,Unknown,true,true,true,false,true,Role-Based,3,0,2025-11-03,89,v5.0,Profinet
192.168.223.107,DEVICE-192-168-223-107,49:4A:61:52:11:2C,Gateway,Yokogawa,Gateway-514,false,false,false,false,false,None,12,5,2025-11-05,61,v14.3,HART-IP
192.168.138.147,IP_C-3342,11:52:34:59:34:23,IP_Camera,Emerson,IP_Camera-523,true,true,true,false,true,Basic,2,0,2025-11-07,64,v1.2.3,BACnet
192.168.249.164,Safe-0651,1B:22:44:59:22:1A,Safety_Controller,Rosemount,Safety_Controller-633,true,true,false,true,true,Basic,3,0,2025-11-10,68,v16.0,HART-IP
192.168.20.74,VFD-1308,62:1C:51:3A:3A:1B,VFD,Unknown,Unknown,true,true,false,false,true,Role-Based,1,0,2025-11-08,81,v1.2.3,BACnet
192.168.73.167,DEVICE-192-168-73-167,20:18:2C:F:15:4F,RTU,Schneider,Model-9511,true,true,false,true,false,Role-Based,1,0,2025-11-08,83,v4.5.2,Modbus TCP
192.168.213.24,DEVICE-192-168-213-24,51:33:37:42:23:2B,Switch,Emerson,Switch-183,true,true,false,false,true,Role-Based,2,0,2025-11-08,73,v5.0,HART-IP
192.168.166.21,,24:C:2C:4D:21:60,Gateway,Emerson,Gateway-880,false,false,false,false,true,None,7,4,2025-11-04,82,v2.8.3,HART-IP
192.168.12.152,Gate-3601,10:5B:58:E:3B:57,Gateway,Schneider,Gateway-989,true,true,false,true,true,Role-Based,2,1,2025-11-07,97,v4.5.2,Modbus TCP
192.168.81.57,,1F:5A:5C:C:54:1C,Analyzer,Emerson,Analyzer-944,false,false,false,false,true,None,7,1,2025-11-05,83,v2.8.3,Modbus TCP
192.168.101.112,,1B:27:23:27:30:32,Switch,ABB,Switch-565,true,true,true,false,false,Basic,0,0,2025-11-03,91,R4.03,BACnet
192.168.217.240,DEVICE-192-168-217-240,62:41:5C:22:48:38,Protocol_Converter,Endress+Hauser,Protocol_Converter-693,true,true,false,false,false,Role-Based,0,0,2025-11-03,64,Unknown,BACnet
192.168.86.45,DEVICE-192-168-86-45,60:54:49:34:1D:50,Safety_Controller,Endress+Hauser,Safety_Controller-556,true,true,false,true,true,Role-Based,0,0,2025-11-03,83,v14.3,Unknown
192.168.118.20,DEV-241,2B:22:3A:3D:23:2A,Controller,Generic,Unknown,true,true,false,true,false,Basic,3,0,2025-11-09,61,R511.5,Proprietary
192.168.61.212,Safe-3931,15:38:13:21:25:22,Safety_Controller,Emerson,Safety_Controller-211,true,false,false,false,true,Basic,0,0,2025-11-06,83,v16.0,Unknown
192.168.95.15,IP_C-3988,4A:3C:12:43:42:46,IP_Camera,Siemens,IP_Camera-260,true,false,false,false,true,Role-Based,1,0,2025-11-05,60,v2.8.1,Unknown
192.168.24.240,VFD-2546,25:D:32:22:51:62,VFD,ABB,VFD-457,true,true,false,false,true,Role-Based,3,0,2025-11-04,61,v1.2.3,BACnet
192.168.121.167,IP_C-3127,1D:2E:58:46:61:37,IP_Camera,Rosemount,IP_Camera-560,false,false,false,false,true,None,10,4,2025-11-06,90,R511.5,Unknown
192.168.122.103,IP_C-3159,25:60:4F:5B:16:27,IP_Camera,Endress+Hauser,IP_Camera-768,false,false,false,true,true,None,7,3,2025-11-04,87,v20.19,HART-IP
192.168.91.21,DEVICE-192-168-91-21,3C:4B:34:2B:1E:25,VFD,Yokogawa,VFD-727,true,true,false,false,true,Basic,2,1,2025-11-03,65,v4.5.2,HART-IP
192.168.125.189,HMI-472,19:23:3F:5E:62:15,HMI,GE,Model-9357,true,true,false,false,false,Role-Based,1,0,2025-11-09,81,Unknown,EtherNet/IP
192.168.131.142,DEVICE-192-168-131-142,54:16:4F:4B:19:5C,Analyzer,Schneider,Analyzer-303,true,true,false,false,true,Role-Based,1,0,2025-11-03,71,v5.0,BACnet
192.168.10.71,Prot-3387,44:58:19:49:37:36,Protocol_Converter,Siemens,Protocol_Converter-467,true,true,false,true,false,Role-Based,2,0,2025-11-06,82,v14.3,Modbus TCP
192.168.63.175,DEVICE-192-168-63-175,50:25:20:24:4D:56,Protocol_Converter,Emerson,Protocol_Converter-315,true,true,false,true,true,Basic,3,0,2025-11-06,93,v4.5.2,HART-IP
192.168.200.187,DEVICE-192-168-200-187,46:41:4C:53:44:45,Analyzer,Emerson,Analyzer-212,true,true,false,true,true,Basic,1,0,2025-11-08,72,v14.3,BACnet
192.168.16.101,,4D:53:E:62:37:48,Protocol_Converter,ABB,Protocol_Converter-367,true,true,false,false,true,Basic,3,1,2025-11-04,61,v4.5.2,Modbus TCP
192.168.50.56,Swit-3430,39:14:32:61:22:44,Switch,Endress+Hauser,Switch-377,true,true,false,true,true,Role-Based,3,0,2025-11-04,100,v2.8.1,Modbus TCP
192.168.69.33,,E:3C:5E:39:1D:55,IP_Camera,ABB,IP_Camera-150,true,true,false,false,true,Role-Based,2,0,2025-11-10,82,v4.5.2,BACnet
192.168.189.150,,60:60:3D:27:61:58,Switch,Generic,Unknown,true,true,false,false,true,Basic,3,0,2025-11-05,76,v1.2.3,Unknown
192.168.103.11,DEVICE-192-168-103-11,2C:4F:23:3D:1D:45,IP_Camera,Yokogawa,IP_Camera-923,true,true,false,false,false,Role-Based,3,1,2025-11-06,73,v3.1.0,Unknown
192.168.88.146,Prot-1533,10:20:32:E:63:50,Protocol_Converter,Rosemount,Protocol_Converter-125,true,true,false,false,false,Role-Based,3,1,2025-11-06,61,v2.8.3,HART-IP
192.168.217.22,,12:60:24:61:38:27,Gateway,Rosemount,Gateway-849,true,true,false,false,false,Role-Based,1,0,2025-11-09,80,v1.2.3,HART-IP
192.168.44.128,Gate-2781,5D:1A:5A:E:32:5E,Gateway,ABB,Gateway-246,true,true,false,false,true,Role-Based,3,1,2025-11-06,89,v16.0,BACnet
