tag_id,plant,unit,instrument_type,criticality,description,manufacturer,model,location,installation_date,expected_ip,expected_protocol
"POW-020","Honda Marysville","Powertrain","Conveyor Controller","Medium","Conveyor Controller for Powertrain operations","Siemens","ConveyorController-6414","Powertrain - Station 20","2025-02-08","192.168.28.55","Ethernet/IP"
"POW-021","Honda Marysville","Powertrain","Vision System","Medium","Vision System for Powertrain operations","Rockwell","VisionSystem-6259","Powertrain - Station 21","2025-06-29","192.168.96.8","Ethernet/IP"
"POW-022","Honda Marysville","Powertrain","Safety PLC","Medium","Safety PLC for Powertrain operations","ABB","SafetyPLC-2312","Powertrain - Station 22","2025-05-21","192.168.29.219","Profinet"
"POW-023","Honda Marysville","Powertrain","Conveyor Controller","Medium","Conveyor Controller for Powertrain operations","ABB","ConveyorController-1846","Powertrain - Station 23","2025-05-16","192.168.30.232","Ethernet/IP"
"POW-024","Honda Marysville","Powertrain","Safety PLC","Medium","Safety PLC for Powertrain operations","Fanuc","SafetyPLC-5712","Powertrain - Station 24","2025-07-07","192.168.100.245","OPC UA"
"POW-025","Honda Marysville","Powertrain","Welding Controller","Medium","Welding Controller for Powertrain operations","KUKA","WeldingController-8713","Powertrain - Station 25","2025-01-26","192.168.89.200","OPC UA"
"POW-026","Honda Marysville","Powertrain","Conveyor Controller","Medium","Conveyor Controller for Powertrain operations","Rockwell","ConveyorController-7329","Powertrain - Station 26","2025-05-09","192.168.29.21","Profinet"
"POW-027","Honda Marysville","Powertrain","Vision System","Medium","Vision System for Powertrain operations","Rockwell","VisionSystem-1035","Powertrain - Station 27","2024-12-05","192.168.171.32","Ethernet/IP"
"QUA-001","Honda Marysville","Quality Control","Conveyor Controller","High","Conveyor Controller for Quality Control operations","Rockwell","ConveyorController-4514","Quality Control - Station 1","2024-12-07","192.168.231.246","OPC UA"
"QUA-002","Honda Marysville","Quality Control","SCADA System","High","SCADA System for Quality Control operations","Fanuc","SCADASystem-8374","Quality Control - Station 2","2025-02-16","192.168.27.8","OPC UA"
"QUA-003","Honda Marysville","Quality Control","Vision System","High","Vision System for Quality Control operations","ABB","VisionSystem-1369","Quality Control - Station 3","2024-10-30","192.168.188.191","OPC UA"
"QUA-004","Honda Marysville","Quality Control","Conveyor Controller","High","Conveyor Controller for Quality Control operations","Rockwell","ConveyorController-1525","Quality Control - Station 4","2025-03-31","192.168.36.221","OPC UA"
"QUA-005","Honda Marysville","Quality Control","Conveyor Controller","High","Conveyor Controller for Quality Control operations","Siemens","ConveyorController-1745","Quality Control - Station 5","2025-08-29","192.168.149.20","Ethernet/IP"
"QUA-006","Honda Marysville","Quality Control","HMI Station","High","HMI Station for Quality Control operations","ABB","HMIStation-3276","Quality Control - Station 6","2025-01-03","192.168.218.191","Profinet"
"QUA-007","Honda Marysville","Quality Control","HMI Station","High","HMI Station for Quality Control operations","Fanuc","HMIStation-8537","Quality Control - Station 7","2025-05-12","192.168.120.15","Profinet"
"QUA-008","Honda Marysville","Quality Control","SCADA System","High","SCADA System for Quality Control operations","Rockwell","SCADASystem-3399","Quality Control - Station 8","2024-12-07","192.168.122.25","OPC UA"
"QUA-009","Honda Marysville","Quality Control","SCADA System","High","SCADA System for Quality Control operations","ABB","SCADASystem-1053","Quality Control - Station 9","2025-07-09","192.168.247.180","OPC UA"
"QUA-010","Honda Marysville","Quality Control","Assembly Robot","High","Assembly Robot for Quality Control operations","Fanuc","AssemblyRobot-1037","Quality Control - Station 10","2025-05-21","192.168.173.173","OPC UA"
"QUA-011","Honda Marysville","Quality Control","Vision System","High","Vision System for Quality Control operations","Fanuc","VisionSystem-3716","Quality Control - Station 11","2025-01-25","192.168.243.146","Ethernet/IP"
"QUA-012","Honda Marysville","Quality Control","Conveyor Controller","High","Conveyor Controller for Quality Control operations","ABB","ConveyorController-9772","Quality Control - Station 12","2025-02-25","192.168.123.42","Profinet"
"QUA-013","Honda Marysville","Quality Control","Conveyor Controller","High","Conveyor Controller for Quality Control operations","Fanuc","ConveyorController-3756","Quality Control - Station 13","2025-04-01","192.168.20.205","Ethernet/IP"
"QUA-014","Honda Marysville","Quality Control","SCADA System","High","SCADA System for Quality Control operations","Siemens","SCADASystem-1564","Quality Control - Station 14","2025-10-16","192.168.18.215","OPC UA"
"QUA-015","Honda Marysville","Quality Control","HMI Station","High","HMI Station for Quality Control operations","KUKA","HMIStation-1970","Quality Control - Station 15","2025-07-30","192.168.165.191","Profinet"
"QUA-016","Honda Marysville","Quality Control","HMI Station","High","HMI Station for Quality Control operations","Fanuc","HMIStation-7379","Quality Control - Station 16","2025-08-17","192.168.243.110","Ethernet/IP"
"QUA-017","Honda Marysville","Quality Control","Conveyor Controller","High","Conveyor Controller for Quality Control operations","Fanuc","ConveyorController-4597","Quality Control - Station 17","2025-06-17","192.168.180.140","Modbus TCP"
"QUA-018","Honda Marysville","Quality Control","HMI Station","High","HMI Station for Quality Control operations","Siemens","HMIStation-8309","Quality Control - Station 18","2024-11-04","192.168.229.159","Profinet"
"QUA-019","Honda Marysville","Quality Control","Assembly Robot","High","Assembly Robot for Quality Control operations","KUKA","AssemblyRobot-5056","Quality Control - Station 19","2025-02-15","192.168.120.225","OPC UA"
"QUA-020","Honda Marysville","Quality Control","Assembly Robot","High","Assembly Robot for Quality Control operations","KUKA","AssemblyRobot-2321","Quality Control - Station 20","2025-05-06","192.168.228.5","Modbus TCP"
"QUA-021","Honda Marysville","Quality Control","HMI Station","High","HMI Station for Quality Control operations","KUKA","HMIStation-9818","Quality Control - Station 21","2025-07-08","192.168.149.198","Modbus TCP"
"QUA-022","Honda Marysville","Quality Control","Welding Controller","High","Welding Controller for Quality Control operations","ABB","WeldingController-2765","Quality Control - Station 22","2024-11-24","192.168.246.148","Modbus TCP"
"QUA-023","Honda Marysville","Quality Control","Safety PLC","High","Safety PLC for Quality Control operations","KUKA","SafetyPLC-5048","Quality Control - Station 23","2024-12-09","192.168.160.168","Ethernet/IP"
"QUA-024","Honda Marysville","Quality Control","Welding Controller","High","Welding Controller for Quality Control operations","ABB","WeldingController-9615","Quality Control - Station 24","2025-02-28","192.168.205.141","Modbus TCP"
"QUA-025","Honda Marysville","Quality Control","Paint Controller","High","Paint Controller for Quality Control operations","ABB","PaintController-6619","Quality Control - Station 25","2025-03-25","192.168.109.103","Modbus TCP"
"QUA-026","Honda Marysville","Quality Control","Welding Controller","High","Welding Controller for Quality Control operations","ABB","WeldingController-5827","Quality Control - Station 26","2024-10-30","192.168.78.31","Profinet"
"QUA-027","Honda Marysville","Quality Control","SCADA System","High","SCADA System for Quality Control operations","KUKA","SCADASystem-8635","Quality Control - Station 27","2025-03-16","192.168.186.191","Modbus TCP"
"QUA-028","Honda Marysville","Quality Control","SCADA System","High","SCADA System for Quality Control operations","KUKA","SCADASystem-6765","Quality Control - Station 28","2025-02-10","192.168.154.103","Modbus TCP"
"QUA-029","Honda Marysville","Quality Control","Conveyor Controller","High","Conveyor Controller for Quality Control operations","KUKA","ConveyorController-5901","Quality Control - Station 29","2025-04-08","192.168.11.208","Profinet"
"QUA-030","Honda Marysville","Quality Control","Conveyor Controller","High","Conveyor Controller for Quality Control operations","Rockwell","ConveyorController-3330","Quality Control - Station 30","2025-10-17","192.168.175.223","OPC UA"
"QUA-031","Honda Marysville","Quality Control","Vision System","High","Vision System for Quality Control operations","ABB","VisionSystem-6763","Quality Control - Station 31","2025-09-22","192.168.189.158","OPC UA"
"QUA-032","Honda Marysville","Quality Control","Vision System","High","Vision System for Quality Control operations","Fanuc","VisionSystem-2655","Quality Control - Station 32","2024-12-07","192.168.136.122","Modbus TCP"
"QUA-033","Honda Marysville","Quality Control","Safety PLC","High","Safety PLC for Quality Control operations","Siemens","SafetyPLC-5505","Quality Control - Station 33","2025-03-26","192.168.107.191","Ethernet/IP"
"STA-001","Honda Marysville","Stamping","Welding Controller","Medium","Welding Controller for Stamping operations","Rockwell","WeldingController-1497","Stamping - Station 1","2025-07-28","192.168.192.152","OPC UA"
"STA-002","Honda Marysville","Stamping","Conveyor Controller","Medium","Conveyor Controller for Stamping operations","Fanuc","ConveyorController-6676","Stamping - Station 2","2025-04-18","192.168.110.213","Ethernet/IP"
"STA-003","Honda Marysville","Stamping","Vision System","Medium","Vision System for Stamping operations","Siemens","VisionSystem-1600","Stamping - Station 3","2025-08-12","192.168.241.50","Modbus TCP"
"STA-004","Honda Marysville","Stamping","HMI Station","Medium","HMI Station for Stamping operations","Fanuc","HMIStation-5129","Stamping - Station 4","2025-07-05","192.168.8.66","Modbus TCP"
"STA-005","Honda Marysville","Stamping","Assembly Robot","Medium","Assembly Robot for Stamping operations","Fanuc","AssemblyRobot-7662","Stamping - Station 5","2025-02-14","192.168.68.186","Profinet"
"STA-006","Honda Marysville","Stamping","Conveyor Controller","Medium","Conveyor Controller for Stamping operations","Fanuc","ConveyorController-9010","Stamping - Station 6","2024-12-01","192.168.6.28","Ethernet/IP"
"STA-007","Honda Marysville","Stamping","Safety PLC","Medium","Safety PLC for Stamping operations","ABB","SafetyPLC-9866","Stamping - Station 7","2024-11-27","192.168.22.59","Ethernet/IP"
"STA-008","Honda Marysville","Stamping","Welding Controller","Medium","Welding Controller for Stamping operations","Siemens","WeldingController-6147","Stamping - Station 8","2024-12-25","192.168.166.11","Profinet"
"STA-009","Honda Marysville","Stamping","Safety PLC","Medium","Safety PLC for Stamping operations","Fanuc","SafetyPLC-5897","Stamping - Station 9","2025-09-24","192.168.150.193","Modbus TCP"
"STA-010","Honda Marysville","Stamping","Assembly Robot","Medium","Assembly Robot for Stamping operations","ABB","AssemblyRobot-6195","Stamping - Station 10","2025-08-28","192.168.126.193","OPC UA"
"STA-011","Honda Marysville","Stamping","Paint Controller","Medium","Paint Controller for Stamping operations","KUKA","PaintController-5597","Stamping - Station 11","2025-07-25","192.168.150.32","Ethernet/IP"
"STA-012","Honda Marysville","Stamping","Safety PLC","Medium","Safety PLC for Stamping operations","KUKA","SafetyPLC-5872","Stamping - Station 12","2025-04-13","192.168.104.217","Modbus TCP"
"STA-013","Honda Marysville","Stamping","SCADA System","Medium","SCADA System for Stamping operations","ABB","SCADASystem-5435","Stamping - Station 13","2024-11-30","192.168.179.113","OPC UA"
"STA-014","Honda Marysville","Stamping","Vision System","Medium","Vision System for Stamping operations","KUKA","VisionSystem-6700","Stamping - Station 14","2025-04-08","192.168.30.53","Ethernet/IP"
"STA-015","Honda Marysville","Stamping","Paint Controller","Medium","Paint Controller for Stamping operations","Siemens","PaintController-3434","Stamping - Station 15","2025-04-27","192.168.205.58","Modbus TCP"
"STA-016","Honda Marysville","Stamping","Welding Controller","Medium","Welding Controller for Stamping operations","KUKA","WeldingController-2346","Stamping - Station 16","2025-06-08","192.168.139.160","Ethernet/IP"
"STA-017","Honda Marysville","Stamping","Welding Controller","Medium","Welding Controller for Stamping operations","Rockwell","WeldingController-8374","Stamping - Station 17","2025-10-03","192.168.190.143","Modbus TCP"
"STA-018","Honda Marysville","Stamping","Assembly Robot","Medium","Assembly Robot for Stamping operations","Siemens","AssemblyRobot-8889","Stamping - Station 18","2025-01-30","192.168.164.74","OPC UA"
"STA-019","Honda Marysville","Stamping","Welding Controller","Medium","Welding Controller for Stamping operations","ABB","WeldingController-8552","Stamping - Station 19","2024-11-29","192.168.4.158","Profinet"
"STA-020","Honda Marysville","Stamping","HMI Station","Medium","HMI Station for Stamping operations","ABB","HMIStation-8425","Stamping - Station 20","2025-06-08","192.168.15.243","Profinet"
"STA-021","Honda Marysville","Stamping","Conveyor Controller","Medium","Conveyor Controller for Stamping operations","Rockwell","ConveyorController-4238","Stamping - Station 21","2025-08-08","192.168.17.232","Ethernet/IP"
"STA-022","Honda Marysville","Stamping","Vision System","Medium","Vision System for Stamping operations","Siemens","VisionSystem-9507","Stamping - Station 22","2024-11-16","192.168.187.94","Modbus TCP"
"STA-023","Honda Marysville","Stamping","Assembly Robot","Medium","Assembly Robot for Stamping operations","ABB","AssemblyRobot-6037","Stamping - Station 23","2024-12-01","192.168.196.212","Profinet"
"BOD-001","Ford Dearborn","Body Shop","Safety PLC","Critical","Safety PLC for Body Shop operations","Siemens","SafetyPLC-9088","Body Shop - Station 1","2025-10-14","192.168.245.47","Modbus TCP"
"BOD-002","Ford Dearborn","Body Shop","Safety PLC","Critical","Safety PLC for Body Shop operations","Fanuc","SafetyPLC-7681","Body Shop - Station 2","2025-10-18","192.168.205.14","Profinet"
"BOD-003","Ford Dearborn","Body Shop","Safety PLC","Critical","Safety PLC for Body Shop operations","Fanuc","SafetyPLC-4435","Body Shop - Station 3","2025-05-22","192.168.60.192","Profinet"
"BOD-004","Ford Dearborn","Body Shop","HMI Station","Critical","HMI Station for Body Shop operations","Rockwell","HMIStation-1319","Body Shop - Station 4","2025-07-11","192.168.92.174","Profinet"
"BOD-005","Ford Dearborn","Body Shop","HMI Station","Critical","HMI Station for Body Shop operations","Rockwell","HMIStation-3144","Body Shop - Station 5","2024-12-28","192.168.15.181","Ethernet/IP"
"BOD-006","Ford Dearborn","Body Shop","SCADA System","Critical","SCADA System for Body Shop operations","Fanuc","SCADASystem-3247","Body Shop - Station 6","2025-03-20","192.168.88.209","Ethernet/IP"
"BOD-007","Ford Dearborn","Body Shop","Assembly Robot","Critical","Assembly Robot for Body Shop operations","ABB","AssemblyRobot-8531","Body Shop - Station 7","2025-04-13","192.168.146.199","Ethernet/IP"
"BOD-008","Ford Dearborn","Body Shop","Welding Controller","Critical","Welding Controller for Body Shop operations","KUKA","WeldingController-7496","Body Shop - Station 8","2025-09-07","192.168.173.65","Profinet"
"BOD-009","Ford Dearborn","Body Shop","SCADA System","Critical","SCADA System for Body Shop operations","ABB","SCADASystem-5162","Body Shop - Station 9","2025-07-10","192.168.202.246","OPC UA"
"BOD-010","Ford Dearborn","Body Shop","Paint Controller","Critical","Paint Controller for Body Shop operations","KUKA","PaintController-2021","Body Shop - Station 10","2024-12-20","192.168.236.49","Profinet"
"BOD-011","Ford Dearborn","Body Shop","Assembly Robot","Critical","Assembly Robot for Body Shop operations","ABB","AssemblyRobot-5037","Body Shop - Station 11","2025-10-02","192.168.195.92","OPC UA"
"BOD-012","Ford Dearborn","Body Shop","Paint Controller","Critical","Paint Controller for Body Shop operations","Siemens","PaintController-7676","Body Shop - Station 12","2025-05-24","192.168.48.155","Modbus TCP"
"BOD-013","Ford Dearborn","Body Shop","Paint Controller","Critical","Paint Controller for Body Shop operations","ABB","PaintController-5239","Body Shop - Station 13","2025-03-21","192.168.225.4","Modbus TCP"
"BOD-014","Ford Dearborn","Body Shop","Assembly Robot","Critical","Assembly Robot for Body Shop operations","Siemens","AssemblyRobot-9229","Body Shop - Station 14","2025-04-17","192.168.170.69","OPC UA"
"BOD-015","Ford Dearborn","Body Shop","Welding Controller","Critical","Welding Controller for Body Shop operations","KUKA","WeldingController-4866","Body Shop - Station 15","2025-08-21","192.168.51.62","Modbus TCP"
"BOD-016","Ford Dearborn","Body Shop","Assembly Robot","Critical","Assembly Robot for Body Shop operations","Fanuc","AssemblyRobot-4812","Body Shop - Station 16","2025-08-08","192.168.102.135","Modbus TCP"
"BOD-017","Ford Dearborn","Body Shop","Vision System","Critical","Vision System for Body Shop operations","Siemens","VisionSystem-9318","Body Shop - Station 17","2025-05-11","192.168.208.150","Modbus TCP"
"BOD-018","Ford Dearborn","Body Shop","Vision System","Critical","Vision System for Body Shop operations","Siemens","VisionSystem-4845","Body Shop - Station 18","2025-06-25","192.168.180.88","Ethernet/IP"
"BOD-019","Ford Dearborn","Body Shop","Conveyor Controller","Critical","Conveyor Controller for Body Shop operations","ABB","ConveyorController-5277","Body Shop - Station 19","2025-09-23","192.168.203.221","Profinet"
"BOD-020","Ford Dearborn","Body Shop","Conveyor Controller","Critical","Conveyor Controller for Body Shop operations","Fanuc","ConveyorController-9333","Body Shop - Station 20","2025-05-06","192.168.56.212","OPC UA"
"BOD-021","Ford Dearborn","Body Shop","Safety PLC","Critical","Safety PLC for Body Shop operations","KUKA","SafetyPLC-6925","Body Shop - Station 21","2025-08-18","192.168.111.137","Modbus TCP"
"BOD-022","Ford Dearborn","Body Shop","Welding Controller","Critical","Welding Controller for Body Shop operations","Fanuc","WeldingController-6422","Body Shop - Station 22","2025-09-25","192.168.215.100","Profinet"
"BOD-023","Ford Dearborn","Body Shop","HMI Station","Critical","HMI Station for Body Shop operations","ABB","HMIStation-5169","Body Shop - Station 23","2025-05-24","192.168.52.143","Ethernet/IP"
"BOD-024","Ford Dearborn","Body Shop","Vision System","Critical","Vision System for Body Shop operations","Fanuc","VisionSystem-1181","Body Shop - Station 24","2025-08-28","192.168.122.145","Ethernet/IP"
"BOD-025","Ford Dearborn","Body Shop","Assembly Robot","Critical","Assembly Robot for Body Shop operations","Rockwell","AssemblyRobot-3514","Body Shop - Station 25","2024-12-13","192.168.210.207","Ethernet/IP"
"BOD-026","Ford Dearborn","Body Shop","Paint Controller","Critical","Paint Controller for Body Shop operations","Rockwell","PaintController-9380","Body Shop - Station 26","2025-09-12","192.168.80.2","OPC UA"
"BOD-027","Ford Dearborn","Body Shop","Safety PLC","Critical","Safety PLC for Body Shop operations","Fanuc","SafetyPLC-2518","Body Shop - Station 27","2024-11-24","192.168.191.126","OPC UA"
"BOD-028","Ford Dearborn","Body Shop","HMI Station","Critical","HMI Station for Body Shop operations","ABB","HMIStation-1188","Body Shop - Station 28","2025-03-22","192.168.87.59","Profinet"
"BOD-029","Ford Dearborn","Body Shop","SCADA System","Critical","SCADA System for Body Shop operations","Rockwell","SCADASystem-8312","Body Shop - Station 29","2025-02-21","192.168.194.68","Profinet"
"BOD-030","Ford Dearborn","Body Shop","Vision System","Critical","Vision System for Body Shop operations","ABB","VisionSystem-1129","Body Shop - Station 30","2025-02-15","192.168.245.206","Modbus TCP"
"BOD-031","Ford Dearborn","Body Shop","HMI Station","Critical","HMI Station for Body Shop operations","Rockwell","HMIStation-7216","Body Shop - Station 31","2025-08-10","192.168.38.193","Ethernet/IP"
"PAI-001","Ford Dearborn","Paint Shop","Paint Controller","Critical","Paint Controller for Paint Shop operations","ABB","PaintController-8482","Paint Shop - Station 1","2024-10-31","192.168.62.129","Profinet"
"PAI-002","Ford Dearborn","Paint Shop","Vision System","Critical","Vision System for Paint Shop operations","Rockwell","VisionSystem-9964","Paint Shop - Station 2","2025-01-13","192.168.230.54","Modbus TCP"
"PAI-003","Ford Dearborn","Paint Shop","Assembly Robot","Critical","Assembly Robot for Paint Shop operations","Rockwell","AssemblyRobot-2200","Paint Shop - Station 3","2025-09-12","192.168.83.3","Profinet"
"PAI-004","Ford Dearborn","Paint Shop","Safety PLC","Critical","Safety PLC for Paint Shop operations","Fanuc","SafetyPLC-9917","Paint Shop - Station 4","2025-02-09","192.168.170.69","OPC UA"
"PAI-005","Ford Dearborn","Paint Shop","SCADA System","Critical","SCADA System for Paint Shop operations","Rockwell","SCADASystem-3472","Paint Shop - Station 5","2025-05-14","192.168.47.65","Profinet"
"PAI-006","Ford Dearborn","Paint Shop","Vision System","Critical","Vision System for Paint Shop operations","ABB","VisionSystem-3203","Paint Shop - Station 6","2025-05-21","192.168.240.14","Modbus TCP"
"PAI-007","Ford Dearborn","Paint Shop","Assembly Robot","Critical","Assembly Robot for Paint Shop operations","Fanuc","AssemblyRobot-2212","Paint Shop - Station 7","2025-09-15","192.168.197.11","Ethernet/IP"
"PAI-008","Ford Dearborn","Paint Shop","Paint Controller","Critical","Paint Controller for Paint Shop operations","KUKA","PaintController-6065","Paint Shop - Station 8","2025-07-28","192.168.101.22","OPC UA"
"PAI-009","Ford Dearborn","Paint Shop","Paint Controller","Critical","Paint Controller for Paint Shop operations","KUKA","PaintController-7712","Paint Shop - Station 9","2025-07-10","192.168.222.115","Ethernet/IP"
"PAI-010","Ford Dearborn","Paint Shop","Paint Controller","Critical","Paint Controller for Paint Shop operations","Fanuc","PaintController-8201","Paint Shop - Station 10","2025-01-12","192.168.8.227","Modbus TCP"
"PAI-011","Ford Dearborn","Paint Shop","HMI Station","Critical","HMI Station for Paint Shop operations","ABB","HMIStation-4291","Paint Shop - Station 11","2025-05-04","192.168.226.160","Ethernet/IP"
"PAI-012","Ford Dearborn","Paint Shop","Conveyor Controller","Critical","Conveyor Controller for Paint Shop operations","Siemens","ConveyorController-2641","Paint Shop - Station 12","2024-11-28","192.168.20.67","Ethernet/IP"
"PAI-013","Ford Dearborn","Paint Shop","Assembly Robot","Critical","Assembly Robot for Paint Shop operations","Fanuc","AssemblyRobot-4906","Paint Shop - Station 13","2025-09-09","192.168.163.185","OPC UA"
"PAI-014","Ford Dearborn","Paint Shop","Paint Controller","Critical","Paint Controller for Paint Shop operations","Rockwell","PaintController-7953","Paint Shop - Station 14","2025-03-15","192.168.120.96","Ethernet/IP"
"PAI-015","Ford Dearborn","Paint Shop","HMI Station","Critical","HMI Station for Paint Shop operations","ABB","HMIStation-1502","Paint Shop - Station 15","2025-06-19","192.168.196.28","OPC UA"
"PAI-016","Ford Dearborn","Paint Shop","Safety PLC","Critical","Safety PLC for Paint Shop operations","Rockwell","SafetyPLC-2729","Paint Shop - Station 16","2025-07-08","192.168.137.254","Ethernet/IP"
"PAI-017","Ford Dearborn","Paint Shop","Safety PLC","Critical","Safety PLC for Paint Shop operations","ABB","SafetyPLC-7799","Paint Shop - Station 17","2025-08-26","192.168.178.171","OPC UA"
"PAI-018","Ford Dearborn","Paint Shop","Welding Controller","Critical","Welding Controller for Paint Shop operations","KUKA","WeldingController-4993","Paint Shop - Station 18","2025-10-19","192.168.170.141","Ethernet/IP"
"PAI-019","Ford Dearborn","Paint Shop","Safety PLC","Critical","Safety PLC for Paint Shop operations","Siemens","SafetyPLC-7180","Paint Shop - Station 19","2025-04-09","192.168.135.143","Profinet"
"PAI-020","Ford Dearborn","Paint Shop","Vision System","Critical","Vision System for Paint Shop operations","KUKA","VisionSystem-9420","Paint Shop - Station 20","2025-02-19","192.168.64.85","OPC UA"
"PAI-021","Ford Dearborn","Paint Shop","Safety PLC","Critical","Safety PLC for Paint Shop operations","KUKA","SafetyPLC-5852","Paint Shop - Station 21","2025-10-16","192.168.77.27","Modbus TCP"
"PAI-022","Ford Dearborn","Paint Shop","Vision System","Critical","Vision System for Paint Shop operations","ABB","VisionSystem-9907","Paint Shop - Station 22","2025-05-25","192.168.210.14","Ethernet/IP"
"PAI-023","Ford Dearborn","Paint Shop","Safety PLC","Critical","Safety PLC for Paint Shop operations","Siemens","SafetyPLC-4425","Paint Shop - Station 23","2025-07-04","192.168.202.59","OPC UA"
"PAI-024","Ford Dearborn","Paint Shop","Vision System","Critical","Vision System for Paint Shop operations","Fanuc","VisionSystem-4906","Paint Shop - Station 24","2025-05-26","192.168.88.12","Ethernet/IP"
"PAI-025","Ford Dearborn","Paint Shop","Vision System","Critical","Vision System for Paint Shop operations","KUKA","VisionSystem-3885","Paint Shop - Station 25","2025-06-05","192.168.218.17","Ethernet/IP"
"PAI-026","Ford Dearborn","Paint Shop","Safety PLC","Critical","Safety PLC for Paint Shop operations","Siemens","SafetyPLC-7693","Paint Shop - Station 26","2025-02-07","192.168.228.244","Modbus TCP"
"PAI-027","Ford Dearborn","Paint Shop","Paint Controller","Critical","Paint Controller for Paint Shop operations","Siemens","PaintController-6665","Paint Shop - Station 27","2025-09-14","192.168.106.67","OPC UA"
"PAI-028","Ford Dearborn","Paint Shop","SCADA System","Critical","SCADA System for Paint Shop operations","Rockwell","SCADASystem-2840","Paint Shop - Station 28","2025-02-12","192.168.170.6","Ethernet/IP"
"PAI-029","Ford Dearborn","Paint Shop","Vision System","Critical","Vision System for Paint Shop operations","Rockwell","VisionSystem-1156","Paint Shop - Station 29","2025-04-20","192.168.72.192","Modbus TCP"
"PAI-030","Ford Dearborn","Paint Shop","Welding Controller","Critical","Welding Controller for Paint Shop operations","ABB","WeldingController-2035","Paint Shop - Station 30","2025-08-15","192.168.77.201","Ethernet/IP"
"PAI-031","Ford Dearborn","Paint Shop","HMI Station","Critical","HMI Station for Paint Shop operations","Rockwell","HMIStation-2661","Paint Shop - Station 31","2025-05-27","192.168.213.170","Profinet"
"ASS-001","Ford Dearborn","Assembly Line","Assembly Robot","Critical","Assembly Robot for Assembly Line operations","Siemens","AssemblyRobot-7553","Assembly Line - Station 1","2024-12-03","192.168.206.5","Profinet"
"ASS-002","Ford Dearborn","Assembly Line","Paint Controller","Critical","Paint Controller for Assembly Line operations","Fanuc","PaintController-5600","Assembly Line - Station 2","2025-07-08","192.168.73.117","Ethernet/IP"
"ASS-003","Ford Dearborn","Assembly Line","Paint Controller","Critical","Paint Controller for Assembly Line operations","Fanuc","PaintController-7549","Assembly Line - Station 3","2025-06-01","192.168.178.99","Ethernet/IP"
"ASS-004","Ford Dearborn","Assembly Line","Welding Controller","Critical","Welding Controller for Assembly Line operations","KUKA","WeldingController-3724","Assembly Line - Station 4","2024-12-20","192.168.99.77","OPC UA"
"ASS-005","Ford Dearborn","Assembly Line","Conveyor Controller","Critical","Conveyor Controller for Assembly Line operations","Siemens","ConveyorController-1083","Assembly Line - Station 5","2025-01-03","192.168.30.23","Modbus TCP"
"ASS-006","Ford Dearborn","Assembly Line","Vision System","Critical","Vision System for Assembly Line operations","Rockwell","VisionSystem-6212","Assembly Line - Station 6","2025-06-13","192.168.177.207","OPC UA"
"ASS-007","Ford Dearborn","Assembly Line","Welding Controller","Critical","Welding Controller for Assembly Line operations","KUKA","WeldingController-9362","Assembly Line - Station 7","2025-03-22","192.168.168.218","OPC UA"
"ASS-008","Ford Dearborn","Assembly Line","Assembly Robot","Critical","Assembly Robot for Assembly Line operations","Fanuc","AssemblyRobot-7535","Assembly Line - Station 8","2025-04-12","192.168.233.7","Ethernet/IP"
"ASS-009","Ford Dearborn","Assembly Line","Vision System","Critical","Vision System for Assembly Line operations","KUKA","VisionSystem-3289","Assembly Line - Station 9","2025-04-27","192.168.24.214","Profinet"
"ASS-010","Ford Dearborn","Assembly Line","Paint Controller","Critical","Paint Controller for Assembly Line operations","Siemens","PaintController-7001","Assembly Line - Station 10","2025-09-24","192.168.129.161","Ethernet/IP"
"ASS-011","Ford Dearborn","Assembly Line","Paint Controller","Critical","Paint Controller for Assembly Line operations","Siemens","PaintController-4665","Assembly Line - Station 11","2025-07-31","192.168.253.198","Profinet"
"ASS-012","Ford Dearborn","Assembly Line","SCADA System","Critical","SCADA System for Assembly Line operations","KUKA","SCADASystem-2232","Assembly Line - Station 12","2025-01-13","192.168.151.47","Profinet"
"ASS-013","Ford Dearborn","Assembly Line","Vision System","Critical","Vision System for Assembly Line operations","ABB","VisionSystem-6504","Assembly Line - Station 13","2025-04-17","192.168.92.230","Profinet"
"ASS-014","Ford Dearborn","Assembly Line","Paint Controller","Critical","Paint Controller for Assembly Line operations","Siemens","PaintController-4693","Assembly Line - Station 14","2025-03-15","192.168.7.160","Ethernet/IP"
"ASS-015","Ford Dearborn","Assembly Line","Conveyor Controller","Critical","Conveyor Controller for Assembly Line operations","Fanuc","ConveyorController-7670","Assembly Line - Station 15","2025-10-12","192.168.80.31","Modbus TCP"
"ASS-016","Ford Dearborn","Assembly Line","Conveyor Controller","Critical","Conveyor Controller for Assembly Line operations","ABB","ConveyorController-2454","Assembly Line - Station 16","2025-07-11","192.168.123.83","Profinet"
"ASS-017","Ford Dearborn","Assembly Line","Conveyor Controller","Critical","Conveyor Controller for Assembly Line operations","ABB","ConveyorController-7551","Assembly Line - Station 17","2025-09-21","192.168.27.106","OPC UA"
"ASS-018","Ford Dearborn","Assembly Line","Conveyor Controller","Critical","Conveyor Controller for Assembly Line operations","ABB","ConveyorController-9112","Assembly Line - Station 18","2025-01-15","192.168.88.237","OPC UA"
