tag_id,plant,unit,device_type,criticality,manufacturer,model,location,description,installation_date,expected_ip,expected_protocol
"CON-0309","Midwest Electric","Control Center","DMS","High","Schneider","DMS-1469","Control Center - Station 17","DMS for Control Center operations","2022-11-14","192.168.190.240","Ethernet/IP"
"CON-0310","Midwest Electric","Control Center","HMI","Critical","Rockwell","HMI-9079","Control Center - Station 18","HMI for Control Center operations","2023-02-03","192.168.4.215","Profinet"
"CON-0311","Midwest Electric","Control Center","IED","Low","Schneider","IED-3744","Control Center - Station 19","IED for Control Center operations","2023-11-10","192.168.228.138","Modbus TCP"
"CON-0312","Midwest Electric","Control Center","IED","Critical","Rockwell","IED-4912","Control Center - Station 20","IED for Control Center operations","2024-01-04","192.168.105.232","Ethernet/IP"
"CON-0313","Midwest Electric","Control Center","SCADA","High","Schneider","SCADA-4443","Control Center - Station 21","SCADA for Control Center operations","2025-10-24","192.168.217.34","Profinet"
"CON-0314","Midwest Electric","Control Center","RTU","Medium","Emerson","RTU-7221","Control Center - Station 22","RTU for Control Center operations","2020-10-28","192.168.23.13","DNP3"
"CON-0315","Midwest Electric","Control Center","EMS","High","Emerson","EMS-1924","Control Center - Station 23","EMS for Control Center operations","2024-06-16","192.168.7.234","Ethernet/IP"
"CON-0316","Midwest Electric","Control Center","SCADA","High","Honeywell","SCADA-6902","Control Center - Station 24","SCADA for Control Center operations","2023-10-19","192.168.178.204","DNP3"
"CON-0317","Midwest Electric","Control Center","Protection Relay","High","ABB","ProtectionRelay-5637","Control Center - Station 25","Protection Relay for Control Center operations","2021-06-18","192.168.51.206","DNP3"
"CON-0318","Midwest Electric","Control Center","HMI","Critical","Siemens","HMI-1440","Control Center - Station 26","HMI for Control Center operations","2022-05-13","192.168.60.203","Modbus TCP"
"CON-0319","Midwest Electric","Control Center","DMS","Low","Siemens","DMS-3094","Control Center - Station 27","DMS for Control Center operations","2022-07-10","192.168.212.107","Ethernet/IP"
"CON-0320","Midwest Electric","Control Center","IED","Medium","Rockwell","IED-7287","Control Center - Station 28","IED for Control Center operations","2022-01-28","192.168.204.181","DNP3"
"CON-0321","Midwest Electric","Control Center","HMI","Medium","Siemens","HMI-3328","Control Center - Station 29","HMI for Control Center operations","2024-04-07","192.168.25.65","Modbus TCP"
"CON-0322","Midwest Electric","Control Center","EMS","High","Emerson","EMS-5282","Control Center - Station 30","EMS for Control Center operations","2025-02-26","192.168.29.67","DNP3"
"CON-0323","Midwest Electric","Control Center","SCADA","Low","Rockwell","SCADA-1890","Control Center - Station 31","SCADA for Control Center operations","2024-07-07","192.168.3.238","Ethernet/IP"
"CON-0324","Midwest Electric","Control Center","Grid Controller","Critical","Emerson","GridController-3274","Control Center - Station 32","Grid Controller for Control Center operations","2024-07-04","192.168.128.107","DNP3"
"CON-0325","Midwest Electric","Control Center","Arc Flash Monitor","Critical","Emerson","ArcFlashMonitor-4054","Control Center - Station 33","Arc Flash Monitor for Control Center operations","2025-08-12","192.168.230.90","Ethernet/IP"
"SUB-0326","Midwest Electric","Substation","Grid Controller","High","Schneider","GridController-3709","Substation - Station 1","Grid Controller for Substation operations","2021-09-21","192.168.136.170","DNP3"
"SUB-0327","Midwest Electric","Substation","Arc Flash Monitor","High","Schneider","ArcFlashMonitor-3636","Substation - Station 2","Arc Flash Monitor for Substation operations","2022-03-03","192.168.120.19","Profinet"
"SUB-0328","Midwest Electric","Substation","Arc Flash Monitor","High","Schneider","ArcFlashMonitor-7502","Substation - Station 3","Arc Flash Monitor for Substation operations","2024-11-06","192.168.71.59","Ethernet/IP"
"SUB-0329","Midwest Electric","Substation","SCADA","Critical","Siemens","SCADA-1813","Substation - Station 4","SCADA for Substation operations","2023-10-28","192.168.43.230","Ethernet/IP"
"SUB-0330","Midwest Electric","Substation","HMI","High","Schneider","HMI-3678","Substation - Station 5","HMI for Substation operations","2025-09-22","192.168.15.49","OPC UA"
"SUB-0331","Midwest Electric","Substation","EMS","High","Rockwell","EMS-3625","Substation - Station 6","EMS for Substation operations","2021-01-25","192.168.119.168","DNP3"
"SUB-0332","Midwest Electric","Substation","Protection Relay","Critical","Schneider","ProtectionRelay-9907","Substation - Station 7","Protection Relay for Substation operations","2022-08-26","192.168.36.25","DNP3"
"SUB-0333","Midwest Electric","Substation","SCADA","Low","Honeywell","SCADA-8047","Substation - Station 8","SCADA for Substation operations","2020-11-18","192.168.69.47","Profinet"
"SUB-0334","Midwest Electric","Substation","IED","Low","Schneider","IED-3681","Substation - Station 9","IED for Substation operations","2023-01-29","192.168.82.61","Profinet"
"SUB-0335","Midwest Electric","Substation","EMS","Medium","Siemens","EMS-7224","Substation - Station 10","EMS for Substation operations","2022-03-16","192.168.220.212","Profinet"
"SUB-0336","Midwest Electric","Substation","Protection Relay","Medium","Schneider","ProtectionRelay-4065","Substation - Station 11","Protection Relay for Substation operations","2023-08-15","192.168.59.203","DNP3"
"SUB-0337","Midwest Electric","Substation","HMI","Critical","Honeywell","HMI-9913","Substation - Station 12","HMI for Substation operations","2022-06-26","192.168.46.252","DNP3"
"SUB-0338","Midwest Electric","Substation","Protection Relay","High","Schneider","ProtectionRelay-3665","Substation - Station 13","Protection Relay for Substation operations","2025-09-30","192.168.166.131","DNP3"
"SUB-0339","Midwest Electric","Substation","IED","Medium","Emerson","IED-1743","Substation - Station 14","IED for Substation operations","2022-09-20","192.168.105.110","OPC UA"
"SUB-0340","Midwest Electric","Substation","HMI","Critical","ABB","HMI-2466","Substation - Station 15","HMI for Substation operations","2021-03-21","192.168.200.211","OPC UA"
"SUB-0341","Midwest Electric","Substation","Protection Relay","Medium","Rockwell","ProtectionRelay-5998","Substation - Station 16","Protection Relay for Substation operations","2025-06-10","192.168.54.203","Ethernet/IP"
"SUB-0342","Midwest Electric","Substation","Arc Flash Monitor","Medium","Emerson","ArcFlashMonitor-9138","Substation - Station 17","Arc Flash Monitor for Substation operations","2025-06-17","192.168.140.249","Ethernet/IP"
"SUB-0343","Midwest Electric","Substation","DMS","Medium","Rockwell","DMS-3602","Substation - Station 18","DMS for Substation operations","2023-03-09","192.168.63.213","Ethernet/IP"
"SUB-0344","Midwest Electric","Substation","HMI","Low","Emerson","HMI-7763","Substation - Station 19","HMI for Substation operations","2021-09-16","192.168.152.19","OPC UA"
"SUB-0345","Midwest Electric","Substation","Grid Controller","High","Emerson","GridController-1217","Substation - Station 20","Grid Controller for Substation operations","2021-12-04","192.168.122.249","OPC UA"
"SUB-0346","Midwest Electric","Substation","HMI","Low","Rockwell","HMI-4722","Substation - Station 21","HMI for Substation operations","2021-09-26","192.168.147.214","Modbus TCP"
"SUB-0347","Midwest Electric","Substation","SCADA","High","Siemens","SCADA-5164","Substation - Station 22","SCADA for Substation operations","2022-09-05","192.168.226.220","Modbus TCP"
"SUB-0348","Midwest Electric","Substation","DMS","Critical","Emerson","DMS-6598","Substation - Station 23","DMS for Substation operations","2025-08-24","192.168.182.137","Modbus TCP"
"SUB-0349","Midwest Electric","Substation","RTU","Critical","Rockwell","RTU-8193","Substation - Station 24","RTU for Substation operations","2023-01-26","192.168.178.117","Modbus TCP"
"SUB-0350","Midwest Electric","Substation","Arc Flash Monitor","Critical","Schneider","ArcFlashMonitor-3425","Substation - Station 25","Arc Flash Monitor for Substation operations","2021-08-14","192.168.116.143","DNP3"
"SUB-0351","Midwest Electric","Substation","Protection Relay","Critical","Honeywell","ProtectionRelay-7264","Substation - Station 26","Protection Relay for Substation operations","2025-03-14","192.168.101.206","DNP3"
"SUB-0352","Midwest Electric","Substation","Grid Controller","Critical","Siemens","GridController-4584","Substation - Station 27","Grid Controller for Substation operations","2022-06-04","192.168.172.175","DNP3"
"SUB-0353","Midwest Electric","Substation","Environmental Monitor","High","Schneider","EnvironmentalMonitor-8600","Substation - Station 28","Environmental Monitor for Substation operations","2024-01-22","192.168.254.191","Modbus TCP"
"SUB-0354","Midwest Electric","Substation","SCADA","High","ABB","SCADA-6057","Substation - Station 29","SCADA for Substation operations","2023-05-12","192.168.229.166","OPC UA"
"SUB-0355","Midwest Electric","Substation","Grid Controller","High","Schneider","GridController-9808","Substation - Station 30","Grid Controller for Substation operations","2024-03-23","192.168.239.98","OPC UA"
"SUB-0356","Midwest Electric","Substation","EMS","Medium","Schneider","EMS-5342","Substation - Station 31","EMS for Substation operations","2021-02-04","192.168.229.224","Ethernet/IP"
"SUB-0357","Midwest Electric","Substation","Protection Relay","Medium","Emerson","ProtectionRelay-2465","Substation - Station 32","Protection Relay for Substation operations","2023-04-19","192.168.24.144","OPC UA"
"SUB-0358","Midwest Electric","Substation","RTU","High","Rockwell","RTU-4987","Substation - Station 33","RTU for Substation operations","2021-12-24","192.168.89.55","Profinet"
"SUB-0359","Midwest Electric","Substation","Environmental Monitor","Low","Rockwell","EnvironmentalMonitor-1139","Substation - Station 34","Environmental Monitor for Substation operations","2025-10-15","192.168.182.157","DNP3"
"SUB-0360","Midwest Electric","Substation","SCADA","Low","Honeywell","SCADA-1810","Substation - Station 35","SCADA for Substation operations","2024-11-25","192.168.149.203","Profinet"
"SUB-0361","Midwest Electric","Substation","SCADA","Low","Siemens","SCADA-6142","Substation - Station 36","SCADA for Substation operations","2022-12-24","192.168.153.63","Modbus TCP"
"SUB-0362","Midwest Electric","Substation","Arc Flash Monitor","Medium","ABB","ArcFlashMonitor-8443","Substation - Station 37","Arc Flash Monitor for Substation operations","2022-02-03","192.168.150.1","DNP3"
"GEN-0363","Southeast Utilities","Generation Unit","Arc Flash Monitor","Low","Emerson","ArcFlashMonitor-8760","Generation Unit - Station 1","Arc Flash Monitor for Generation Unit operations","2023-09-13","192.168.93.245","Ethernet/IP"
"GEN-0364","Southeast Utilities","Generation Unit","Grid Controller","High","Honeywell","GridController-5354","Generation Unit - Station 2","Grid Controller for Generation Unit operations","2024-07-16","192.168.88.186","Modbus TCP"
"GEN-0365","Southeast Utilities","Generation Unit","Protection Relay","Medium","Siemens","ProtectionRelay-1361","Generation Unit - Station 3","Protection Relay for Generation Unit operations","2022-04-08","192.168.213.248","DNP3"
"GEN-0366","Southeast Utilities","Generation Unit","Protection Relay","Critical","Siemens","ProtectionRelay-7211","Generation Unit - Station 4","Protection Relay for Generation Unit operations","2024-04-19","192.168.164.185","Modbus TCP"
"GEN-0367","Southeast Utilities","Generation Unit","EMS","Low","Schneider","EMS-4640","Generation Unit - Station 5","EMS for Generation Unit operations","2024-11-22","192.168.234.103","Profinet"
"GEN-0368","Southeast Utilities","Generation Unit","IED","Low","Rockwell","IED-3297","Generation Unit - Station 6","IED for Generation Unit operations","2022-01-02","192.168.2.60","Profinet"
"GEN-0369","Southeast Utilities","Generation Unit","EMS","High","Emerson","EMS-4988","Generation Unit - Station 7","EMS for Generation Unit operations","2021-02-10","192.168.25.6","OPC UA"
"GEN-0370","Southeast Utilities","Generation Unit","IED","Critical","Schneider","IED-2733","Generation Unit - Station 8","IED for Generation Unit operations","2024-02-03","192.168.88.107","Modbus TCP"
"GEN-0371","Southeast Utilities","Generation Unit","HMI","Medium","Emerson","HMI-3183","Generation Unit - Station 9","HMI for Generation Unit operations","2024-05-13","192.168.235.17","Ethernet/IP"
"GEN-0372","Southeast Utilities","Generation Unit","Arc Flash Monitor","Critical","Siemens","ArcFlashMonitor-2839","Generation Unit - Station 10","Arc Flash Monitor for Generation Unit operations","2022-09-30","192.168.106.200","Modbus TCP"
"GEN-0373","Southeast Utilities","Generation Unit","Grid Controller","Critical","ABB","GridController-4876","Generation Unit - Station 11","Grid Controller for Generation Unit operations","2025-06-05","192.168.246.192","DNP3"
"GEN-0374","Southeast Utilities","Generation Unit","IED","Critical","Schneider","IED-8508","Generation Unit - Station 12","IED for Generation Unit operations","2024-04-03","192.168.91.252","DNP3"
"GEN-0375","Southeast Utilities","Generation Unit","EMS","High","Rockwell","EMS-6104","Generation Unit - Station 13","EMS for Generation Unit operations","2025-01-10","192.168.213.45","Profinet"
"GEN-0376","Southeast Utilities","Generation Unit","Protection Relay","Medium","Emerson","ProtectionRelay-7032","Generation Unit - Station 14","Protection Relay for Generation Unit operations","2025-06-30","192.168.164.68","Modbus TCP"
"GEN-0377","Southeast Utilities","Generation Unit","Protection Relay","High","Emerson","ProtectionRelay-2361","Generation Unit - Station 15","Protection Relay for Generation Unit operations","2024-08-21","192.168.210.12","Modbus TCP"
"GEN-0378","Southeast Utilities","Generation Unit","EMS","Low","Honeywell","EMS-7543","Generation Unit - Station 16","EMS for Generation Unit operations","2024-02-11","192.168.41.13","DNP3"
"GEN-0379","Southeast Utilities","Generation Unit","RTU","High","Honeywell","RTU-6162","Generation Unit - Station 17","RTU for Generation Unit operations","2025-04-17","192.168.194.42","Profinet"
"GEN-0380","Southeast Utilities","Generation Unit","EMS","High","Schneider","EMS-5659","Generation Unit - Station 18","EMS for Generation Unit operations","2021-04-21","192.168.171.215","OPC UA"
"GEN-0381","Southeast Utilities","Generation Unit","Protection Relay","Medium","ABB","ProtectionRelay-2100","Generation Unit - Station 19","Protection Relay for Generation Unit operations","2023-06-07","192.168.97.76","OPC UA"
"GEN-0382","Southeast Utilities","Generation Unit","Environmental Monitor","Critical","Honeywell","EnvironmentalMonitor-3985","Generation Unit - Station 20","Environmental Monitor for Generation Unit operations","2022-08-05","192.168.245.231","OPC UA"
"GEN-0383","Southeast Utilities","Generation Unit","Grid Controller","Medium","Schneider","GridController-7532","Generation Unit - Station 21","Grid Controller for Generation Unit operations","2022-09-23","192.168.54.194","OPC UA"
"GEN-0384","Southeast Utilities","Generation Unit","DMS","Critical","Emerson","DMS-1334","Generation Unit - Station 22","DMS for Generation Unit operations","2021-03-09","192.168.22.213","Ethernet/IP"
"GEN-0385","Southeast Utilities","Generation Unit","EMS","Medium","Honeywell","EMS-1075","Generation Unit - Station 23","EMS for Generation Unit operations","2023-11-18","192.168.141.69","Modbus TCP"
"GEN-0386","Southeast Utilities","Generation Unit","HMI","Medium","ABB","HMI-1252","Generation Unit - Station 24","HMI for Generation Unit operations","2022-09-29","192.168.201.195","Profinet"
"GEN-0387","Southeast Utilities","Generation Unit","DMS","Medium","Rockwell","DMS-2840","Generation Unit - Station 25","DMS for Generation Unit operations","2024-10-29","192.168.86.152","Profinet"
"GEN-0388","Southeast Utilities","Generation Unit","Environmental Monitor","Critical","ABB","EnvironmentalMonitor-4996","Generation Unit - Station 26","Environmental Monitor for Generation Unit operations","2024-04-16","192.168.199.110","Ethernet/IP"
"TRA-0389","Southeast Utilities","Transmission","Grid Controller","Medium","Siemens","GridController-1887","Transmission - Station 1","Grid Controller for Transmission operations","2023-03-17","192.168.23.132","Profinet"
"TRA-0390","Southeast Utilities","Transmission","EMS","Low","Honeywell","EMS-9901","Transmission - Station 2","EMS for Transmission operations","2022-10-09","192.168.250.22","OPC UA"
"TRA-0391","Southeast Utilities","Transmission","RTU","Low","Schneider","RTU-9826","Transmission - Station 3","RTU for Transmission operations","2024-08-20","192.168.170.227","Ethernet/IP"
"TRA-0392","Southeast Utilities","Transmission","DMS","Low","Siemens","DMS-5133","Transmission - Station 4","DMS for Transmission operations","2023-03-26","192.168.25.239","Modbus TCP"
"TRA-0393","Southeast Utilities","Transmission","Arc Flash Monitor","Critical","ABB","ArcFlashMonitor-3788","Transmission - Station 5","Arc Flash Monitor for Transmission operations","2022-04-03","192.168.225.52","Profinet"
"TRA-0394","Southeast Utilities","Transmission","Environmental Monitor","High","Emerson","EnvironmentalMonitor-2752","Transmission - Station 6","Environmental Monitor for Transmission operations","2023-05-18","192.168.128.217","Profinet"
"TRA-0395","Southeast Utilities","Transmission","Environmental Monitor","Critical","Schneider","EnvironmentalMonitor-8396","Transmission - Station 7","Environmental Monitor for Transmission operations","2024-07-21","192.168.211.50","Modbus TCP"
"TRA-0396","Southeast Utilities","Transmission","SCADA","High","Schneider","SCADA-8642","Transmission - Station 8","SCADA for Transmission operations","2024-06-24","192.168.64.134","DNP3"
"TRA-0397","Southeast Utilities","Transmission","RTU","Critical","Rockwell","RTU-8577","Transmission - Station 9","RTU for Transmission operations","2024-01-22","192.168.240.96","Profinet"
"TRA-0398","Southeast Utilities","Transmission","Protection Relay","Low","Rockwell","ProtectionRelay-1428","Transmission - Station 10","Protection Relay for Transmission operations","2022-09-14","192.168.66.160","Profinet"
"TRA-0399","Southeast Utilities","Transmission","EMS","High","Schneider","EMS-5821","Transmission - Station 11","EMS for Transmission operations","2021-11-12","192.168.142.30","DNP3"
"TRA-0400","Southeast Utilities","Transmission","SCADA","Medium","Rockwell","SCADA-1550","Transmission - Station 12","SCADA for Transmission operations","2022-08-14","192.168.223.114","DNP3"
"TRA-0401","Southeast Utilities","Transmission","HMI","High","Honeywell","HMI-7316","Transmission - Station 13","HMI for Transmission operations","2022-06-26","192.168.111.121","OPC UA"
"TRA-0402","Southeast Utilities","Transmission","RTU","Low","Schneider","RTU-4914","Transmission - Station 14","RTU for Transmission operations","2023-06-29","192.168.11.138","OPC UA"
"TRA-0403","Southeast Utilities","Transmission","RTU","Critical","Honeywell","RTU-6158","Transmission - Station 15","RTU for Transmission operations","2024-09-27","192.168.40.8","Modbus TCP"
"TRA-0404","Southeast Utilities","Transmission","Protection Relay","Low","Schneider","ProtectionRelay-7134","Transmission - Station 16","Protection Relay for Transmission operations","2021-08-12","192.168.147.149","DNP3"
"TRA-0405","Southeast Utilities","Transmission","Grid Controller","High","Siemens","GridController-7966","Transmission - Station 17","Grid Controller for Transmission operations","2021-09-28","192.168.27.229","OPC UA"
"TRA-0406","Southeast Utilities","Transmission","DMS","Critical","Siemens","DMS-3023","Transmission - Station 18","DMS for Transmission operations","2024-05-05","192.168.144.48","Profinet"
"TRA-0407","Southeast Utilities","Transmission","HMI","High","Rockwell","HMI-1622","Transmission - Station 19","HMI for Transmission operations","2024-11-03","192.168.254.27","DNP3"
"TRA-0408","Southeast Utilities","Transmission","HMI","Critical","Honeywell","HMI-3195","Transmission - Station 20","HMI for Transmission operations","2023-11-29","192.168.59.70","Profinet"
"TRA-0409","Southeast Utilities","Transmission","RTU","Low","Schneider","RTU-2346","Transmission - Station 21","RTU for Transmission operations","2025-03-09","192.168.182.136","Modbus TCP"
"TRA-0410","Southeast Utilities","Transmission","Grid Controller","Critical","Schneider","GridController-7648","Transmission - Station 22","Grid Controller for Transmission operations","2021-01-13","192.168.14.82","Modbus TCP"
"TRA-0411","Southeast Utilities","Transmission","EMS","Medium","Rockwell","EMS-3084","Transmission - Station 23","EMS for Transmission operations","2023-01-30","192.168.207.188","DNP3"
"TRA-0412","Southeast Utilities","Transmission","RTU","Critical","Schneider","RTU-6275","Transmission - Station 24","RTU for Transmission operations","2021-11-20","192.168.112.4","Profinet"
"TRA-0413","Southeast Utilities","Transmission","Grid Controller","High","Siemens","GridController-7255","Transmission - Station 25","Grid Controller for Transmission operations","2022-01-29","192.168.218.123","Modbus TCP"
"TRA-0414","Southeast Utilities","Transmission","Arc Flash Monitor","High","Schneider","ArcFlashMonitor-7056","Transmission - Station 26","Arc Flash Monitor for Transmission operations","2022-09-26","192.168.95.217","Ethernet/IP"
"TRA-0415","Southeast Utilities","Transmission","Protection Relay","Medium","Honeywell","ProtectionRelay-6258","Transmission - Station 27","Protection Relay for Transmission operations","2025-06-15","192.168.196.101","Modbus TCP"
"TRA-0416","Southeast Utilities","Transmission","IED","Critical","Rockwell","IED-2222","Transmission - Station 28","IED for Transmission operations","2022-07-27","192.168.154.248","Ethernet/IP"
"TRA-0417","Southeast Utilities","Transmission","DMS","High","Schneider","DMS-5925","Transmission - Station 29","DMS for Transmission operations","2021-09-04","192.168.133.26","Modbus TCP"
"TRA-0418","Southeast Utilities","Transmission","Environmental Monitor","Medium","ABB","EnvironmentalMonitor-2485","Transmission - Station 30","Environmental Monitor for Transmission operations","2024-08-23","192.168.115.149","Profinet"
"TRA-0419","Southeast Utilities","Transmission","Arc Flash Monitor","Low","Emerson","ArcFlashMonitor-6324","Transmission - Station 31","Arc Flash Monitor for Transmission operations","2021-11-25","192.168.25.87","DNP3"
"TRA-0420","Southeast Utilities","Transmission","SCADA","High","Rockwell","SCADA-5189","Transmission - Station 32","SCADA for Transmission operations","2020-11-05","192.168.182.192","Ethernet/IP"
"TRA-0421","Southeast Utilities","Transmission","EMS","Medium","Emerson","EMS-9652","Transmission - Station 33","EMS for Transmission operations","2023-05-16","192.168.211.190","Modbus TCP"
"TRA-0422","Southeast Utilities","Transmission","RTU","Critical","Schneider","RTU-8774","Transmission - Station 34","RTU for Transmission operations","2023-05-18","192.168.142.168","Ethernet/IP"
"TRA-0423","Southeast Utilities","Transmission","EMS","Medium","ABB","EMS-8643","Transmission - Station 35","EMS for Transmission operations","2025-03-23","192.168.64.251","DNP3"
"TRA-0424","Southeast Utilities","Transmission","Grid Controller","Low","Emerson","GridController-5663","Transmission - Station 36","Grid Controller for Transmission operations","2021-05-25","192.168.200.119","DNP3"
"TRA-0425","Southeast Utilities","Transmission","Environmental Monitor","High","Rockwell","EnvironmentalMonitor-9468","Transmission - Station 37","Environmental Monitor for Transmission operations","2021-11-20","192.168.244.20","Modbus TCP"
"TRA-0426","Southeast Utilities","Transmission","RTU","Critical","Honeywell","RTU-1565","Transmission - Station 38","RTU for Transmission operations","2021-02-03","192.168.193.185","Profinet"
"TRA-0427","Southeast Utilities","Transmission","SCADA","High","Honeywell","SCADA-6384","Transmission - Station 39","SCADA for Transmission operations","2021-06-08","192.168.32.112","Profinet"
"TRA-0428","Southeast Utilities","Transmission","Grid Controller","Medium","Rockwell","GridController-7041","Transmission - Station 40","Grid Controller for Transmission operations","2024-05-30","192.168.1.196","Ethernet/IP"
"TRA-0429","Southeast Utilities","Transmission","DMS","High","Siemens","DMS-9762","Transmission - Station 41","DMS for Transmission operations","2025-09-08","192.168.99.24","Modbus TCP"
"DIS-0430","Southeast Utilities","Distribution","RTU","Medium","Rockwell","RTU-3205","Distribution - Station 1","RTU for Distribution operations","2021-06-14","192.168.168.135","DNP3"
"DIS-0431","Southeast Utilities","Distribution","RTU","Critical","Siemens","RTU-3062","Distribution - Station 2","RTU for Distribution operations","2021-09-26","192.168.119.136","DNP3"
"DIS-0432","Southeast Utilities","Distribution","Protection Relay","High","Honeywell","ProtectionRelay-8072","Distribution - Station 3","Protection Relay for Distribution operations","2024-09-06","192.168.89.145","Profinet"
"DIS-0433","Southeast Utilities","Distribution","RTU","Medium","Emerson","RTU-1295","Distribution - Station 4","RTU for Distribution operations","2024-05-04","192.168.155.32","Ethernet/IP"
"DIS-0434","Southeast Utilities","Distribution","RTU","High","Honeywell","RTU-7545","Distribution - Station 5","RTU for Distribution operations","2024-03-16","192.168.206.133","Profinet"
"DIS-0435","Southeast Utilities","Distribution","SCADA","Medium","Rockwell","SCADA-3884","Distribution - Station 6","SCADA for Distribution operations","2024-08-31","192.168.225.241","DNP3"
"DIS-0436","Southeast Utilities","Distribution","HMI","Critical","Honeywell","HMI-8075","Distribution - Station 7","HMI for Distribution operations","2021-07-12","192.168.239.137","Ethernet/IP"
"DIS-0437","Southeast Utilities","Distribution","Grid Controller","High","Honeywell","GridController-7033","Distribution - Station 8","Grid Controller for Distribution operations","2024-02-05","192.168.188.116","Modbus TCP"
"DIS-0438","Southeast Utilities","Distribution","Protection Relay","Medium","Emerson","ProtectionRelay-6636","Distribution - Station 9","Protection Relay for Distribution operations","2025-08-13","192.168.69.181","DNP3"
"DIS-0439","Southeast Utilities","Distribution","Environmental Monitor","Medium","Schneider","EnvironmentalMonitor-9947","Distribution - Station 10","Environmental Monitor for Distribution operations","2022-08-28","192.168.9.220","Modbus TCP"
"DIS-0440","Southeast Utilities","Distribution","IED","High","Honeywell","IED-8720","Distribution - Station 11","IED for Distribution operations","2024-07-04","192.168.158.25","OPC UA"
"DIS-0441","Southeast Utilities","Distribution","Arc Flash Monitor","Medium","Rockwell","ArcFlashMonitor-9003","Distribution - Station 12","Arc Flash Monitor for Distribution operations","2023-11-04","192.168.140.178","OPC UA"
"DIS-0442","Southeast Utilities","Distribution","Protection Relay","Medium","Siemens","ProtectionRelay-4002","Distribution - Station 13","Protection Relay for Distribution operations","2025-01-18","192.168.144.32","Profinet"
"DIS-0443","Southeast Utilities","Distribution","IED","Low","ABB","IED-9457","Distribution - Station 14","IED for Distribution operations","2024-01-12","192.168.59.238","Ethernet/IP"
"DIS-0444","Southeast Utilities","Distribution","IED","High","Honeywell","IED-3443","Distribution - Station 15","IED for Distribution operations","2025-04-18","192.168.17.13","Profinet"
"DIS-0445","Southeast Utilities","Distribution","EMS","High","ABB","EMS-7919","Distribution - Station 16","EMS for Distribution operations","2024-02-22","192.168.116.108","DNP3"
"DIS-0446","Southeast Utilities","Distribution","SCADA","Medium","ABB","SCADA-4371","Distribution - Station 17","SCADA for Distribution operations","2021-09-12","192.168.116.138","Profinet"
"DIS-0447","Southeast Utilities","Distribution","IED","Medium","Emerson","IED-6716","Distribution - Station 18","IED for Distribution operations","2025-08-08","192.168.129.235","DNP3"
"DIS-0448","Southeast Utilities","Distribution","Grid Controller","Low","Emerson","GridController-1244","Distribution - Station 19","Grid Controller for Distribution operations","2021-03-28","192.168.250.197","DNP3"
"DIS-0449","Southeast Utilities","Distribution","IED","Medium","Siemens","IED-7669","Distribution - Station 20","IED for Distribution operations","2023-03-18","192.168.80.173","Modbus TCP"
"DIS-0450","Southeast Utilities","Distribution","Arc Flash Monitor","High","Honeywell","ArcFlashMonitor-2701","Distribution - Station 21","Arc Flash Monitor for Distribution operations","2023-04-13","192.168.133.123","OPC UA"
"DIS-0451","Southeast Utilities","Distribution","EMS","High","Schneider","EMS-9746","Distribution - Station 22","EMS for Distribution operations","2025-08-04","192.168.220.128","OPC UA"
"DIS-0452","Southeast Utilities","Distribution","HMI","Low","Honeywell","HMI-1329","Distribution - Station 23","HMI for Distribution operations","2023-05-25","192.168.121.2","DNP3"
"DIS-0453","Southeast Utilities","Distribution","DMS","High","Schneider","DMS-3741","Distribution - Station 24","DMS for Distribution operations","2024-09-19","192.168.196.94","Profinet"
"DIS-0454","Southeast Utilities","Distribution","DMS","Medium","Schneider","DMS-8050","Distribution - Station 25","DMS for Distribution operations","2024-04-23","192.168.121.21","OPC UA"
"DIS-0455","Southeast Utilities","Distribution","HMI","Low","Siemens","HMI-5091","Distribution - Station 26","HMI for Distribution operations","2024-08-31","192.168.51.36","Profinet"
"DIS-0456","Southeast Utilities","Distribution","SCADA","Low","Honeywell","SCADA-8948","Distribution - Station 27","SCADA for Distribution operations","2023-10-04","192.168.183.228","Profinet"
"CON-0457","Southeast Utilities","Control Center","RTU","Low","Schneider","RTU-6504","Control Center - Station 1","RTU for Control Center operations","2022-10-04","192.168.191.63","Ethernet/IP"
"CON-0458","Southeast Utilities","Control Center","EMS","Low","Honeywell","EMS-1518","Control Center - Station 2","EMS for Control Center operations","2024-04-24","192.168.94.65","Profinet"
"CON-0459","Southeast Utilities","Control Center","Environmental Monitor","Critical","Siemens","EnvironmentalMonitor-8439","Control Center - Station 3","Environmental Monitor for Control Center operations","2023-10-03","192.168.175.196","Profinet"
"CON-0460","Southeast Utilities","Control Center","Arc Flash Monitor","High","ABB","ArcFlashMonitor-3366","Control Center - Station 4","Arc Flash Monitor for Control Center operations","2022-07-30","192.168.124.101","OPC UA"
"CON-0461","Southeast Utilities","Control Center","Protection Relay","Medium","ABB","ProtectionRelay-9808","Control Center - Station 5","Protection Relay for Control Center operations","2024-08-17","192.168.7.159","OPC UA"
"CON-0462","Southeast Utilities","Control Center","Arc Flash Monitor","Critical","Siemens","ArcFlashMonitor-5589","Control Center - Station 6","Arc Flash Monitor for Control Center operations","2023-07-26","192.168.74.210","Ethernet/IP"
"CON-0463","Southeast Utilities","Control Center","Protection Relay","High","Emerson","ProtectionRelay-2128","Control Center - Station 7","Protection Relay for Control Center operations","2024-07-21","192.168.191.91","Modbus TCP"
