asset_id,device_name,device_type,manufacturer,model,ip_address,mac_address,subnet,vlan,protocol,plant_unit,location,criticality,security_zone,firmware_version,last_seen,network_status,patch_level
OT1076,FCC-PLC-1076,PLC,GE,GE_PLC_1027,10.2.59.88,3c:bf:b0:28:21:76,10.2.0.0/16,3465,Ethernet_IP,FCC,FCC-A7,Medium,Level_3_Operations,v4.5.36,2025-09-23T02:22:25.888Z,Online,Critical
OT1077,UTILITIES-SENSOR_GATEWAY-1077,SENSOR_GATEWAY,GE,GE_SENSOR_GATEWAY_831,10.7.49.126,90:4a:93:f8:d2:fa,10.7.0.0/16,2273,Profibus,UTILITIES,UTILITIES-W39,Critical,Level_2_Supervision,v3.1.89,2025-09-23T11:11:29.051Z,Online,Critical
OT1078,CCR-ANALYZER-1078,ANALYZER,ABB,ABB_ANALYZER_912,10.4.57.23,f8:5a:4b:d2:bb:9a,10.4.0.0/16,3718,Foundation_Fieldbus,CCR,CCR-T13,Medium,Level_2_Supervision,v1.8.6,2025-09-23T13:53:02.556Z,Online,Outdated
OT1079,HDS-SAFETY_PLC-1079,SAFETY_PLC,Foxboro,Foxboro_SAFETY_PLC_157,10.3.66.221,8f:73:0c:44:ec:e4,10.3.0.0/16,1014,OPC_UA,HDS,HDS-H82,Medium,Level_0_Process,v3.4.22,2025-09-23T03:57:01.499Z,Online,Outdated
OT1080,TANK_FARM-WIRELESS_AP-1080,WIRELESS_AP,Schneider,Schneider_WIRELESS_AP_1051,10.6.233.89,97:ea:6f:fd:6f:2d,10.6.0.0/16,1386,Foundation_Fieldbus,TANK_FARM,TANK_FARM-L50,Medium,Level_3_Operations,v6.1.72,2025-09-23T19:54:03.015Z,Online,Critical
OT1081,ALKYL-PLC-1081,PLC,Schneider,Schneider_PLC_686,10.5.20.21,38:45:b6:a4:89:3a,10.5.0.0/16,2261,Profinet,ALKYL,ALKYL-V77,Low,Level_3_Operations,v8.5.54,2025-09-23T00:11:54.041Z,Online,Outdated
OT1082,ALKYL-PLC-1082,PLC,Emerson,Emerson_PLC_259,10.5.182.48,69:be:1e:a7:c9:79,10.5.0.0/16,1960,HART,ALKYL,ALKYL-H59,Medium,Level_0_Process,v4.3.71,2025-09-23T03:02:56.620Z,Online,Critical
OT1083,HDS-ANALYZER-1083,ANALYZER,Emerson,Emerson_ANALYZER_966,10.3.168.60,7a:70:83:0c:a5:06,10.3.0.0/16,3118,DNP3,HDS,HDS-Q52,High,Level_2_Supervision,v1.0.57,2025-09-22T20:37:24.479Z,Online,Outdated
OT1084,CCR-FIREWALL-1084,FIREWALL,Schneider,Schneider_FIREWALL_155,10.4.60.202,7b:d6:07:b4:2c:61,10.4.0.0/16,3285,HART,CCR,CCR-Z57,Medium,Level_2_Supervision,v6.4.71,2025-09-22T22:24:35.687Z,Online,Current
OT1085,ALKYL-SENSOR_GATEWAY-1085,SENSOR_GATEWAY,Schneider,Schneider_SENSOR_GATEWAY_764,10.5.120.194,ce:0f:b6:5a:34:d7,10.5.0.0/16,2836,Profinet,ALKYL,ALKYL-J70,Low,Level_0_Process,v8.7.58,2025-09-23T16:26:21.472Z,Online,Current
OT1086,TANK_FARM-PLC-1086,PLC,Schneider,Schneider_PLC_303,10.6.14.115,6d:26:4b:59:5b:cb,10.6.0.0/16,1081,Ethernet_IP,TANK_FARM,TANK_FARM-N53,Critical,Corporate,v9.6.3,2025-09-23T00:17:17.313Z,Online,Outdated
OT1087,CDU-ANALYZER-1087,ANALYZER,Schneider,Schneider_ANALYZER_996,10.1.148.144,f0:b5:63:98:59:c9,10.1.0.0/16,2670,Foundation_Fieldbus,CDU,CDU-C4,Medium,Level_2_Supervision,v1.0.94,2025-09-23T03:26:41.932Z,Online,Critical
OT1088,TANK_FARM-ANALYZER-1088,ANALYZER,Foxboro,Foxboro_ANALYZER_397,10.6.127.84,ab:38:cb:8b:6a:c7,10.6.0.0/16,4007,Ethernet_IP,TANK_FARM,TANK_FARM-W72,Low,Level_2_Supervision,v9.1.45,2025-09-23T19:35:22.392Z,Online,Current
OT1089,TANK_FARM-FIREWALL-1089,FIREWALL,Invensys,Invensys_FIREWALL_667,10.6.65.82,ed:b4:1f:9d:65:e7,10.6.0.0/16,3150,Foundation_Fieldbus,TANK_FARM,TANK_FARM-K97,Low,Level_1_Control,v4.2.2,2025-09-23T04:21:40.708Z,Online,Outdated
OT1090,CCR-ANALYZER-1090,ANALYZER,Honeywell,Honeywell_ANALYZER_697,10.4.136.199,6c:40:0c:f8:68:7e,10.4.0.0/16,2910,OPC_UA,CCR,CCR-J79,High,Level_0_Process,v9.2.36,2025-09-23T13:01:52.913Z,Online,Critical
OT1091,UTILITIES-RTU-1091,RTU,Foxboro,Foxboro_RTU_107,10.7.114.249,1f:5b:e0:48:53:26,10.7.0.0/16,1529,Ethernet_IP,UTILITIES,UTILITIES-H44,Medium,DMZ,v2.4.50,2025-09-23T17:25:46.639Z,Online,Critical
OT1092,CDU-ROUTER-1092,ROUTER,Honeywell,Honeywell_ROUTER_663,10.1.114.34,89:09:b6:d7:6e:ae,10.1.0.0/16,2746,Modbus_TCP,CDU,CDU-G57,Critical,Level_2_Supervision,v8.4.97,2025-09-22T23:40:16.689Z,Online,Outdated
OT1093,ALKYL-RTU-1093,RTU,Siemens,Siemens_RTU_224,10.5.84.104,d0:58:c1:ba:b3:6c,10.5.0.0/16,1460,Profibus,ALKYL,ALKYL-D75,Medium,Corporate,v7.7.32,2025-09-23T12:21:22.503Z,Warning,Critical
OT1094,CCR-DRIVE-1094,DRIVE,Siemens,Siemens_DRIVE_197,10.4.36.141,c8:df:4a:cb:fc:d0,10.4.0.0/16,631,OPC_UA,CCR,CCR-W60,Critical,Level_2_Supervision,v7.1.32,2025-09-23T04:12:55.261Z,Online,Outdated
OT1095,UTILITIES-FIREWALL-1095,FIREWALL,Invensys,Invensys_FIREWALL_100,10.7.87.146,a2:61:98:0d:56:52,10.7.0.0/16,2601,Profibus,UTILITIES,UTILITIES-L18,Medium,Level_2_Supervision,v3.7.83,2025-09-23T05:52:30.851Z,Online,Outdated
OT1096,ALKYL-ROUTER-1096,ROUTER,Honeywell,Honeywell_ROUTER_728,10.5.39.63,10:b1:b4:00:97:7e,10.5.0.0/16,2005,Profibus,ALKYL,ALKYL-B54,Medium,Level_3_Operations,v3.2.17,2025-09-23T16:24:25.933Z,Online,Current
OT1097,FCC-RTU-1097,RTU,Foxboro,Foxboro_RTU_1091,10.2.85.202,6e:a0:ea:8c:66:17,10.2.0.0/16,396,Profibus,FCC,FCC-I8,Medium,Level_3_Operations,v6.5.93,2025-09-23T06:02:23.276Z,Online,Outdated
OT1098,ALKYL-HMI-1098,HMI,ABB,ABB_HMI_554,10.5.236.20,09:04:74:34:f6:16,10.5.0.0/16,3485,Ethernet_IP,ALKYL,ALKYL-O37,High,Level_0_Process,v2.4.58,2025-09-23T04:36:25.736Z,Online,Outdated
OT1099,ALKYL-WIRELESS_AP-1099,WIRELESS_AP,Honeywell,Honeywell_WIRELESS_AP_685,10.5.4.137,ac:6d:25:8e:ea:a5,10.5.0.0/16,1181,IEC_61850,ALKYL,ALKYL-Z99,High,Level_1_Control,v5.4.71,2025-09-22T22:41:14.036Z,Online,Outdated
OT1100,CDU-HISTORIAN-1100,HISTORIAN,Invensys,Invensys_HISTORIAN_676,10.1.12.190,40:a7:70:d4:0b:65,10.1.0.0/16,3131,Profibus,CDU,CDU-M78,High,DMZ,v4.0.5,2025-09-23T20:14:57.183Z,Online,Current
OT1101,ALKYL-PLC-1101,PLC,Yokogawa,Yokogawa_PLC_1046,10.5.11.223,71:90:d3:2f:4d:f6,10.5.0.0/16,1704,Profinet,ALKYL,ALKYL-C67,Medium,DMZ,v2.2.15,2025-09-23T08:06:15.444Z,Warning,Critical
OT1102,TANK_FARM-SWITCH-1102,SWITCH,Honeywell,Honeywell_SWITCH_649,10.6.194.135,42:29:76:b4:1d:73,10.6.0.0/16,2093,Profinet,TANK_FARM,TANK_FARM-E43,Critical,Corporate,v8.0.86,2025-09-23T18:06:59.853Z,Online,Outdated
OT1103,ALKYL-PLC-1103,PLC,Rockwell,Rockwell_PLC_354,10.5.244.39,f4:1e:5e:27:ba:cc,10.5.0.0/16,2962,Profibus,ALKYL,ALKYL-P53,Low,Corporate,v6.4.73,2025-09-23T13:35:47.079Z,Online,Outdated
OT1104,HDS-ANALYZER-1104,ANALYZER,Invensys,Invensys_ANALYZER_1015,10.3.121.155,68:e2:f3:b9:0b:5c,10.3.0.0/16,319,Profinet,HDS,HDS-Z86,High,Level_2_Supervision,v8.7.12,2025-09-23T04:18:10.746Z,Online,Current
OT1105,CDU-SENSOR_GATEWAY-1105,SENSOR_GATEWAY,Schneider,Schneider_SENSOR_GATEWAY_373,10.1.2.60,ec:12:fc:22:a2:5d,10.1.0.0/16,2803,DNP3,CDU,CDU-A56,Critical,Level_2_Supervision,v5.8.94,2025-09-23T18:28:29.341Z,Online,Outdated
OT1106,HDS-HISTORIAN-1106,HISTORIAN,Rockwell,Rockwell_HISTORIAN_421,10.3.32.159,db:23:57:5e:a7:71,10.3.0.0/16,1170,Ethernet_IP,HDS,HDS-I32,Critical,Level_1_Control,v7.7.89,2025-09-23T15:27:21.919Z,Online,Outdated
OT1107,HDS-SENSOR_GATEWAY-1107,SENSOR_GATEWAY,Foxboro,Foxboro_SENSOR_GATEWAY_816,10.3.8.11,05:42:53:74:5e:07,10.3.0.0/16,3180,Profinet,HDS,HDS-Q67,Low,Corporate,v6.4.77,2025-09-22T21:03:01.978Z,Online,Current
OT1108,FCC-DRIVE-1108,DRIVE,Invensys,Invensys_DRIVE_329,10.2.113.188,92:c0:bc:fb:2c:78,10.2.0.0/16,2104,Foundation_Fieldbus,FCC,FCC-K46,Low,Level_0_Process,v3.0.58,2025-09-22T23:35:20.999Z,Online,Critical
OT1109,TANK_FARM-FIREWALL-1109,FIREWALL,Rockwell,Rockwell_FIREWALL_692,10.6.11.81,51:74:bb:da:7c:51,10.6.0.0/16,3255,HART,TANK_FARM,TANK_FARM-J75,Critical,Level_2_Supervision,v4.3.29,2025-09-22T20:43:07.755Z,Online,Critical
OT1110,CCR-PLC-1110,PLC,Rockwell,Rockwell_PLC_694,10.4.45.68,b0:34:3c:47:45:91,10.4.0.0/16,3453,Profibus,CCR,CCR-K44,Medium,Level_2_Supervision,v8.0.91,2025-09-23T15:23:30.261Z,Online,Outdated
OT1111,HDS-PLC-1111,PLC,GE,GE_PLC_976,10.3.185.64,04:23:6b:b3:c1:56,10.3.0.0/16,2931,HART,HDS,HDS-C21,Low,DMZ,v6.4.77,2025-09-22T22:01:50.051Z,Online,Critical
OT1112,TANK_FARM-RTU-1112,RTU,Invensys,Invensys_RTU_709,10.6.216.141,ff:b4:be:30:4a:bc,10.6.0.0/16,1751,OPC_UA,TANK_FARM,TANK_FARM-A3,High,DMZ,v4.3.72,2025-09-23T10:25:28.995Z,Online,Current
OT1113,FCC-ROUTER-1113,ROUTER,Invensys,Invensys_ROUTER_168,10.2.147.46,f3:12:21:10:bb:ac,10.2.0.0/16,3369,IEC_61850,FCC,FCC-G27,Medium,DMZ,v8.1.28,2025-09-23T01:17:25.444Z,Online,Current
OT1114,UTILITIES-FIREWALL-1114,FIREWALL,ABB,ABB_FIREWALL_841,10.7.22.111,61:7f:37:4d:2e:ba,10.7.0.0/16,2271,Ethernet_IP,UTILITIES,UTILITIES-E23,High,Corporate,v5.3.28,2025-09-23T18:59:12.705Z,Online,Current
OT1115,UTILITIES-RTU-1115,RTU,GE,GE_RTU_450,10.7.205.225,fe:99:c2:d2:35:76,10.7.0.0/16,108,Ethernet_IP,UTILITIES,UTILITIES-Z15,Critical,Level_2_Supervision,v3.6.73,2025-09-23T11:30:59.511Z,Online,Current
OT1116,CDU-SWITCH-1116,SWITCH,GE,GE_SWITCH_439,10.1.249.179,ef:3e:e5:27:80:22,10.1.0.0/16,2242,DNP3,CDU,CDU-X43,Medium,DMZ,v9.5.71,2025-09-22T23:11:34.910Z,Online,Critical
OT1117,CCR-SENSOR_GATEWAY-1117,SENSOR_GATEWAY,ABB,ABB_SENSOR_GATEWAY_915,10.4.191.111,11:c9:95:33:8b:f5,10.4.0.0/16,306,HART,CCR,CCR-G30,High,Level_1_Control,v9.4.65,2025-09-23T09:22:22.803Z,Online,Critical
OT1118,FCC-HISTORIAN-1118,HISTORIAN,GE,GE_HISTORIAN_261,10.2.24.110,8a:18:5d:e4:40:10,10.2.0.0/16,1881,Profinet,FCC,FCC-J77,Critical,Level_3_Operations,v8.2.66,2025-09-23T13:23:05.962Z,Warning,Outdated
OT1119,CCR-PLC-1119,PLC,Invensys,Invensys_PLC_315,10.4.63.237,30:f7:7d:c5:11:0e,10.4.0.0/16,860,IEC_61850,CCR,CCR-E86,Medium,Level_2_Supervision,v8.2.64,2025-09-23T02:02:36.686Z,Online,Critical
OT1120,TANK_FARM-ANALYZER-1120,ANALYZER,Schneider,Schneider_ANALYZER_831,10.6.23.193,65:91:bc:e2:2a:13,10.6.0.0/16,2051,Modbus_TCP,TANK_FARM,TANK_FARM-F80,Low,Level_1_Control,v1.0.53,2025-09-23T17:21:37.104Z,Online,Current
OT1121,UTILITIES-RTU-1121,RTU,ABB,ABB_RTU_117,10.7.71.32,53:6b:3c:92:47:ed,10.7.0.0/16,2407,Profibus,UTILITIES,UTILITIES-R20,Low,DMZ,v8.8.55,2025-09-23T11:40:23.132Z,Online,Current
OT1122,HDS-HMI-1122,HMI,Invensys,Invensys_HMI_901,10.3.168.84,5c:c4:6f:05:43:e8,10.3.0.0/16,1489,OPC_UA,HDS,HDS-P10,High,Corporate,v4.7.27,2025-09-23T06:52:56.911Z,Online,Outdated
OT1123,FCC-HISTORIAN-1123,HISTORIAN,Schneider,Schneider_HISTORIAN_259,10.2.71.8,55:4a:b5:3e:33:8e,10.2.0.0/16,988,DNP3,FCC,FCC-N49,Low,Level_3_Operations,v6.7.51,2025-09-23T07:37:20.742Z,Online,Current
OT1124,CCR-PLC-1124,PLC,Honeywell,Honeywell_PLC_538,10.4.236.223,03:8d:43:66:a5:4a,10.4.0.0/16,1512,Foundation_Fieldbus,CCR,CCR-R66,Low,Corporate,v1.7.61,2025-09-23T08:36:25.095Z,Online,Outdated
OT1125,CCR-DRIVE-1125,DRIVE,GE,GE_DRIVE_1077,10.4.111.89,49:6e:a3:b7:e4:db,10.4.0.0/16,3162,Modbus_TCP,CCR,CCR-V26,High,Level_3_Operations,v4.1.72,2025-09-23T17:56:57.212Z,Online,Outdated
OT1126,TANK_FARM-ROUTER-1126,ROUTER,GE,GE_ROUTER_827,10.6.167.164,58:c9:04:02:56:b8,10.6.0.0/16,2600,OPC_UA,TANK_FARM,TANK_FARM-T94,Medium,Level_3_Operations,v1.0.56,2025-09-22T22:32:19.521Z,Online,Current
OT1127,CCR-PLC-1127,PLC,Honeywell,Honeywell_PLC_879,10.4.132.73,48:10:d8:27:93:c0,10.4.0.0/16,4046,Profinet,CCR,CCR-S12,High,Level_2_Supervision,v4.7.2,2025-09-23T02:31:35.394Z,Online,Current
OT1128,FCC-SAFETY_PLC-1128,SAFETY_PLC,Foxboro,Foxboro_SAFETY_PLC_190,10.2.233.166,5e:34:b8:44:e3:f5,10.2.0.0/16,787,Foundation_Fieldbus,FCC,FCC-Q54,Medium,Level_3_Operations,v3.5.2,2025-09-23T14:10:54.432Z,Online,Critical
OT1129,CDU-SAFETY_PLC-1129,SAFETY_PLC,Schneider,Schneider_SAFETY_PLC_298,10.1.24.162,aa:94:02:76:49:2c,10.1.0.0/16,3837,Profinet,CDU,CDU-M47,Medium,Level_2_Supervision,v6.5.21,2025-09-23T10:23:31.966Z,Warning,Critical
OT1130,UTILITIES-HMI-1130,HMI,Yokogawa,Yokogawa_HMI_395,10.7.160.63,c0:29:43:c9:a5:0a,10.7.0.0/16,3834,Modbus_TCP,UTILITIES,UTILITIES-U29,High,Corporate,v4.7.77,2025-09-23T09:02:11.713Z,Online,Outdated
OT1131,TANK_FARM-WIRELESS_AP-1131,WIRELESS_AP,Schneider,Schneider_WIRELESS_AP_932,10.6.4.175,50:a2:bf:64:ee:21,10.6.0.0/16,346,IEC_61850,TANK_FARM,TANK_FARM-I18,Critical,Corporate,v4.1.28,2025-09-23T03:59:34.369Z,Online,Current
OT1132,ALKYL-FIREWALL-1132,FIREWALL,GE,GE_FIREWALL_790,10.5.75.183,61:b9:e9:3b:5b:8a,10.5.0.0/16,140,Foundation_Fieldbus,ALKYL,ALKYL-B33,Low,DMZ,v6.2.15,2025-09-23T00:16:16.779Z,Online,Outdated
OT1133,ALKYL-SENSOR_GATEWAY-1133,SENSOR_GATEWAY,Schneider,Schneider_SENSOR_GATEWAY_477,10.5.214.79,3a:e7:64:e9:f3:86,10.5.0.0/16,1231,Profinet,ALKYL,ALKYL-Q32,Critical,Level_3_Operations,v8.3.13,2025-09-23T13:43:07.366Z,Online,Outdated
OT1134,FCC-SAFETY_PLC-1134,SAFETY_PLC,Emerson,Emerson_SAFETY_PLC_806,10.2.1.51,d4:d7:04:7e:85:5a,10.2.0.0/16,3501,IEC_61850,FCC,FCC-G82,High,DMZ,v8.3.34,2025-09-23T15:42:38.612Z,Online,Current
OT1135,CCR-DRIVE-1135,DRIVE,Honeywell,Honeywell_DRIVE_156,10.4.8.240,7c:a8:d7:c0:f3:5b,10.4.0.0/16,3874,OPC_UA,CCR,CCR-C84,High,DMZ,v9.4.58,2025-09-23T03:43:18.322Z,Warning,Critical
OT1136,UTILITIES-SENSOR_GATEWAY-1136,SENSOR_GATEWAY,Schneider,Schneider_SENSOR_GATEWAY_133,10.7.169.91,71:a7:c9:54:f6:8e,10.7.0.0/16,953,Foundation_Fieldbus,UTILITIES,UTILITIES-Q46,Critical,Level_3_Operations,v4.4.3,2025-09-22T22:16:46.781Z,Online,Outdated
OT1137,CCR-ANALYZER-1137,ANALYZER,Yokogawa,Yokogawa_ANALYZER_504,10.4.33.166,c5:92:c4:f9:76:74,10.4.0.0/16,2894,Modbus_TCP,CCR,CCR-J55,Medium,Level_1_Control,v6.5.47,2025-09-23T19:24:58.876Z,Online,Outdated
OT1138,TANK_FARM-ANALYZER-1138,ANALYZER,Yokogawa,Yokogawa_ANALYZER_1010,10.6.150.214,88:cd:d4:67:88:78,10.6.0.0/16,660,IEC_61850,TANK_FARM,TANK_FARM-Q17,Low,DMZ,v3.2.59,2025-09-23T02:24:13.322Z,Online,Critical
OT1139,HDS-RTU-1139,RTU,Invensys,Invensys_RTU_205,10.3.51.167,57:99:2d:9a:95:74,10.3.0.0/16,3586,DNP3,HDS,HDS-C65,Medium,DMZ,v4.5.24,2025-09-23T07:48:36.696Z,Online,Outdated
OT1140,CDU-WIRELESS_AP-1140,WIRELESS_AP,Schneider,Schneider_WIRELESS_AP_1063,10.1.191.232,e4:d6:fb:65:d2:dd,10.1.0.0/16,2228,DNP3,CDU,CDU-G83,Low,Level_0_Process,v4.4.96,2025-09-22T21:02:15.586Z,Offline,Current
OT1141,ALKYL-PLC-1141,PLC,GE,GE_PLC_512,10.5.114.152,7c:fe:f9:07:8e:ed,10.5.0.0/16,173,Profibus,ALKYL,ALKYL-U46,Low,Level_0_Process,v9.7.87,2025-09-23T05:42:16.404Z,Online,Outdated
OT1142,HDS-PLC-1142,PLC,Honeywell,Honeywell_PLC_529,10.3.96.201,15:1d:06:b1:6b:c4,10.3.0.0/16,2853,Foundation_Fieldbus,HDS,HDS-I80,Low,Level_3_Operations,v3.4.29,2025-09-23T20:01:08.237Z,Online,Outdated
OT1143,TANK_FARM-DRIVE-1143,DRIVE,Yokogawa,Yokogawa_DRIVE_585,10.6.208.209,17:e9:2a:92:77:d4,10.6.0.0/16,1683,Profibus,TANK_FARM,TANK_FARM-L60,Low,DMZ,v5.2.41,2025-09-23T10:10:13.800Z,Online,Outdated
OT1144,FCC-SAFETY_PLC-1144,SAFETY_PLC,Foxboro,Foxboro_SAFETY_PLC_557,10.2.250.232,89:f0:f3:59:b4:d5,10.2.0.0/16,3430,IEC_61850,FCC,FCC-T81,Low,Level_2_Supervision,v3.6.8,2025-09-23T09:11:47.957Z,Online,Current
OT1145,ALKYL-ANALYZER-1145,ANALYZER,Foxboro,Foxboro_ANALYZER_142,10.5.130.8,9a:13:51:13:12:38,10.5.0.0/16,1569,IEC_61850,ALKYL,ALKYL-U19,High,DMZ,v1.0.75,2025-09-23T17:40:17.151Z,Online,Outdated
OT1146,HDS-ROUTER-1146,ROUTER,GE,GE_ROUTER_134,10.3.207.127,10:0c:f0:63:57:7a,10.3.0.0/16,812,HART,HDS,HDS-D73,Low,Level_3_Operations,v1.8.51,2025-09-23T07:43:50.100Z,Online,Critical
OT1147,TANK_FARM-ROUTER-1147,ROUTER,Yokogawa,Yokogawa_ROUTER_111,10.6.173.195,30:30:75:91:9a:2b,10.6.0.0/16,2081,Ethernet_IP,TANK_FARM,TANK_FARM-B4,Low,DMZ,v2.5.13,2025-09-23T20:11:15.077Z,Online,Critical
OT1148,ALKYL-SAFETY_PLC-1148,SAFETY_PLC,Emerson,Emerson_SAFETY_PLC_953,10.5.15.32,1f:95:a6:2e:f5:8e,10.5.0.0/16,3777,Profibus,ALKYL,ALKYL-Z26,Low,Level_1_Control,v3.0.49,2025-09-22T22:56:51.615Z,Online,Current
OT1149,HDS-RTU-1149,RTU,Emerson,Emerson_RTU_246,10.3.177.44,83:73:58:8a:9f:c2,10.3.0.0/16,3026,Foundation_Fieldbus,HDS,HDS-K30,Low,DMZ,v7.5.78,2025-09-23T09:57:57.437Z,Warning,Current
OT1150,CDU-SWITCH-1150,SWITCH,Foxboro,Foxboro_SWITCH_761,10.1.61.56,eb:3e:70:13:c7:62,10.1.0.0/16,2331,IEC_61850,CDU,CDU-N27,Critical,Level_3_Operations,v8.6.72,2025-09-22T22:24:09.365Z,Online,Critical
OT1151,TANK_FARM-HISTORIAN-1151,HISTORIAN,Siemens,Siemens_HISTORIAN_906,10.6.61.247,00:65:57:d2:f7:f2,10.6.0.0/16,1433,Profibus,TANK_FARM,TANK_FARM-L27,Low,Level_1_Control,v7.8.37,2025-09-23T18:59:36.288Z,Online,Critical
OT1152,HDS-HMI-1152,HMI,GE,GE_HMI_428,10.3.184.183,76:3a:a3:0a:da:d7,10.3.0.0/16,2751,Profinet,HDS,HDS-B63,Low,Level_3_Operations,v5.2.53,2025-09-23T08:51:17.198Z,Online,Outdated
OT1153,ALKYL-HMI-1153,HMI,Schneider,Schneider_HMI_186,10.5.204.100,e2:3a:5a:69:70:d4,10.5.0.0/16,2408,OPC_UA,ALKYL,ALKYL-K15,High,Level_2_Supervision,v2.6.94,2025-09-23T00:26:32.988Z,Offline,Outdated
OT1154,UTILITIES-HISTORIAN-1154,HISTORIAN,Invensys,Invensys_HISTORIAN_610,10.7.101.122,e2:b5:24:f4:bd:22,10.7.0.0/16,1166,Profinet,UTILITIES,UTILITIES-Y33,Critical,Level_0_Process,v3.0.33,2025-09-23T06:41:15.970Z,Online,Outdated
OT1155,FCC-RTU-1155,RTU,GE,GE_RTU_1044,10.2.191.168,db:17:43:ee:0a:8f,10.2.0.0/16,4086,Foundation_Fieldbus,FCC,FCC-P88,Medium,Corporate,v4.4.67,2025-09-23T00:25:41.365Z,Warning,Outdated
OT1156,HDS-ANALYZER-1156,ANALYZER,GE,GE_ANALYZER_746,10.3.28.155,c0:1f:34:79:58:22,10.3.0.0/16,3870,Profibus,HDS,HDS-G96,Critical,Level_2_Supervision,v8.3.70,2025-09-23T17:06:58.045Z,Warning,Outdated
OT1157,HDS-HMI-1157,HMI,Rockwell,Rockwell_HMI_1015,10.3.217.78,cc:1f:72:a0:6c:7c,10.3.0.0/16,3215,IEC_61850,HDS,HDS-T23,Low,DMZ,v4.7.97,2025-09-23T11:11:58.688Z,Online,Current
OT1158,ALKYL-HMI-1158,HMI,Siemens,Siemens_HMI_670,10.5.185.203,df:c3:4b:13:e4:96,10.5.0.0/16,226,OPC_UA,ALKYL,ALKYL-P67,High,Level_0_Process,v1.3.43,2025-09-23T12:33:43.210Z,Online,Outdated
OT1159,TANK_FARM-PLC-1159,PLC,Emerson,Emerson_PLC_585,10.6.31.10,2c:65:a2:9f:8a:c7,10.6.0.0/16,2659,Foundation_Fieldbus,TANK_FARM,TANK_FARM-D88,Low,DMZ,v4.5.88,2025-09-23T16:21:54.847Z,Online,Outdated
OT1160,UTILITIES-SAFETY_PLC-1160,SAFETY_PLC,Invensys,Invensys_SAFETY_PLC_446,10.7.233.43,2c:49:6c:91:eb:04,10.7.0.0/16,1623,OPC_UA,UTILITIES,UTILITIES-A43,Low,Level_0_Process,v9.6.93,2025-09-23T11:09:08.054Z,Offline,Outdated
OT1161,FCC-DRIVE-1161,DRIVE,GE,GE_DRIVE_1037,10.2.181.230,5b:4f:90:8f:94:3d,10.2.0.0/16,2516,DNP3,FCC,FCC-P28,Medium,Level_2_Supervision,v5.3.58,2025-09-23T00:21:57.840Z,Online,Outdated
OT1162,ALKYL-HMI-1162,HMI,Schneider,Schneider_HMI_414,10.5.147.56,5d:cb:fc:10:98:04,10.5.0.0/16,1236,Ethernet_IP,ALKYL,ALKYL-D79,Medium,Level_1_Control,v8.6.46,2025-09-23T16:24:40.038Z,Online,Current
OT1163,TANK_FARM-DRIVE-1163,DRIVE,Siemens,Siemens_DRIVE_880,10.6.201.190,41:e7:38:04:9e:78,10.6.0.0/16,1211,Foundation_Fieldbus,TANK_FARM,TANK_FARM-Z5,Critical,DMZ,v2.6.34,2025-09-23T03:09:22.387Z,Warning,Critical
OT1164,CDU-SAFETY_PLC-1164,SAFETY_PLC,ABB,ABB_SAFETY_PLC_766,10.1.124.185,63:fe:4e:55:e5:29,10.1.0.0/16,324,Foundation_Fieldbus,CDU,CDU-A81,Critical,Level_1_Control,v1.0.9,2025-09-23T08:07:05.320Z,Online,Outdated
OT1165,CDU-FIREWALL-1165,FIREWALL,Schneider,Schneider_FIREWALL_923,10.1.160.47,f8:ae:3a:6c:e6:77,10.1.0.0/16,163,Ethernet_IP,CDU,CDU-U23,Low,Level_2_Supervision,v6.2.44,2025-09-23T10:14:55.784Z,Online,Outdated
OT1166,FCC-RTU-1166,RTU,ABB,ABB_RTU_994,10.2.22.138,41:ff:98:c0:b8:c5,10.2.0.0/16,584,DNP3,FCC,FCC-K48,Critical,Level_1_Control,v7.7.89,2025-09-23T18:05:54.139Z,Online,Outdated
OT1167,TANK_FARM-SWITCH-1167,SWITCH,Invensys,Invensys_SWITCH_719,10.6.168.47,4f:10:bf:ad:bf:a4,10.6.0.0/16,2266,Foundation_Fieldbus,TANK_FARM,TANK_FARM-O17,High,Level_0_Process,v9.7.8,2025-09-23T01:19:24.259Z,Online,Current
OT1168,CDU-PLC-1168,PLC,ABB,ABB_PLC_848,10.1.85.98,5d:3c:8d:15:06:43,10.1.0.0/16,1724,HART,CDU,CDU-B41,Low,Corporate,v7.1.38,2025-09-23T13:40:03.166Z,Online,Current
OT1169,FCC-HMI-1169,HMI,Schneider,Schneider_HMI_925,10.2.95.18,cd:e3:2a:06:cb:03,10.2.0.0/16,1198,HART,FCC,FCC-Y3,Critical,DMZ,v8.4.94,2025-09-23T18:04:38.164Z,Online,Critical
OT1170,FCC-SENSOR_GATEWAY-1170,SENSOR_GATEWAY,Yokogawa,Yokogawa_SENSOR_GATEWAY_671,10.2.138.70,cf:ca:ba:27:1d:07,10.2.0.0/16,3160,Profinet,FCC,FCC-U92,High,Level_1_Control,v3.8.56,2025-09-23T06:15:22.684Z,Warning,Outdated
