tag_id,plant,unit,instrument_type,ip_address,mac_address,protocol,last_seen,network_status,vlan,nerc_cip,grid_stability
"TRA-007","Midwest Electric","Transmission","DMS","192.168.211.130","71:38:db:a9:e4:dd","IEC 61850","2025-10-22T09:22:50.923Z","ON_NETWORK","VLAN-17","true","true"
"TRA-008","Midwest Electric","Transmission","Grid Controller","192.168.117.244","70:be:b1:0b:73:b6","Ethernet/IP","2025-10-18T18:39:54.852Z","OFF_NETWORK","VLAN-57","true","true"
"TRA-009","Midwest Electric","Transmission","HMI","192.168.213.218","7d:fa:7c:09:2b:0e","Ethernet/IP","2025-10-19T08:03:33.883Z","ON_NETWORK","VLAN-91","true","true"
"TRA-010","Midwest Electric","Transmission","IED","192.168.207.81","15:76:7d:de:87:d9","IEC 61850","2025-10-23T07:44:20.105Z","ON_NETWORK","VLAN-54","true","true"
"TRA-012","Midwest Electric","Transmission","DMS","192.168.10.175","4a:3c:bd:50:35:d9","Modbus TCP","2025-10-23T07:47:35.303Z","ON_NETWORK","VLAN-81","true","true"
"TRA-013","Midwest Electric","Transmission","Arc Flash Monitor","192.168.223.145","df:49:78:ec:82:c1","DNP3","2025-10-19T03:57:12.457Z","ON_NETWORK","VLAN-25","true","true"
"TRA-014","Midwest Electric","Transmission","EMS","192.168.61.76","42:8b:e1:89:39:7e","IEC 61850","2025-10-20T09:50:01.008Z","ON_NETWORK","VLAN-28","true","true"
"TRA-016","Midwest Electric","Transmission","DMS","192.168.228.221","06:4a:2f:50:68:b2","Modbus TCP","2025-10-22T12:10:02.790Z","ON_NETWORK","VLAN-96","true","true"
"TRA-017","Midwest Electric","Transmission","IED","192.168.211.129","e8:80:e8:d9:ad:47","IEC 61850","2025-10-21T17:04:26.500Z","ON_NETWORK","VLAN-60","true","true"
"TRA-018","Midwest Electric","Transmission","RTU","192.168.22.8","ae:90:12:c7:5a:7e","IEC 61850","2025-10-18T08:22:32.722Z","ON_NETWORK","VLAN-87","true","true"
"TRA-019","Midwest Electric","Transmission","DMS","192.168.135.152","ad:4d:b1:66:1b:39","IEC 61850","2025-10-22T00:52:55.854Z","OFF_NETWORK","VLAN-97","true","true"
"TRA-020","Midwest Electric","Transmission","Arc Flash Monitor","192.168.105.230","33:3a:9f:54:0e:f7","DNP3","2025-10-21T03:58:36.358Z","ON_NETWORK","VLAN-63","true","true"
"TRA-021","Midwest Electric","Transmission","Grid Controller","192.168.54.203","09:8f:d4:7b:d9:64","IEC 61850","2025-10-19T12:19:50.995Z","OFF_NETWORK","VLAN-80","true","true"
"TRA-022","Midwest Electric","Transmission","HMI","192.168.104.211","4f:3e:fd:4d:89:bb","Ethernet/IP","2025-10-20T17:32:30.486Z","ON_NETWORK","VLAN-84","true","true"
"TRA-023","Midwest Electric","Transmission","RTU","192.168.37.231","9b:32:83:90:9e:eb","Ethernet/IP","2025-10-22T03:33:17.292Z","ON_NETWORK","VLAN-20","true","true"
"TRA-024","Midwest Electric","Transmission","HMI","192.168.143.212","12:94:4b:23:0b:4f","Ethernet/IP","2025-10-24T05:40:15.101Z","ON_NETWORK","VLAN-43","true","true"
"TRA-025","Midwest Electric","Transmission","Grid Controller","192.168.116.64","ee:9b:be:7a:8d:50","IEC 61850","2025-10-20T15:50:32.940Z","ON_NETWORK","VLAN-33","true","true"
"TRA-027","Midwest Electric","Transmission","HMI","192.168.16.144","62:d4:68:de:50:6f","IEC 61850","2025-10-24T15:42:51.092Z","ON_NETWORK","VLAN-38","true","true"
"TRA-030","Midwest Electric","Transmission","Grid Controller","192.168.147.229","17:4a:b0:35:dd:a8","Modbus TCP","2025-10-19T17:51:53.494Z","OFF_NETWORK","VLAN-23","true","true"
"TRA-032","Midwest Electric","Transmission","Protection Relay","192.168.117.162","59:5a:bb:9e:8d:51","DNP3","2025-10-20T20:02:29.959Z","ON_NETWORK","VLAN-72","true","true"
"TRA-033","Midwest Electric","Transmission","EMS","192.168.196.170","20:89:62:b8:18:d6","Ethernet/IP","2025-10-24T14:39:39.978Z","OFF_NETWORK","VLAN-74","true","true"
"TRA-035","Midwest Electric","Transmission","DMS","192.168.48.102","b4:c9:ee:be:05:0f","Ethernet/IP","2025-10-20T05:15:53.373Z","ON_NETWORK","VLAN-88","true","true"
"TRA-036","Midwest Electric","Transmission","IED","192.168.200.14","3a:89:c1:70:01:6f","Ethernet/IP","2025-10-21T06:52:49.552Z","ON_NETWORK","VLAN-99","true","true"
"TRA-038","Midwest Electric","Transmission","SCADA","192.168.221.133","ff:a7:f8:d9:e9:40","DNP3","2025-10-23T05:40:32.972Z","ON_NETWORK","VLAN-9","true","true"
"TRA-039","Midwest Electric","Transmission","Grid Controller","192.168.191.30","24:b9:e3:b7:27:bd","DNP3","2025-10-24T13:33:00.679Z","ON_NETWORK","VLAN-38","true","true"
"TRA-040","Midwest Electric","Transmission","DMS","192.168.245.67","d5:50:55:4b:28:b2","Ethernet/IP","2025-10-22T07:02:16.915Z","ON_NETWORK","VLAN-79","true","true"
"TRA-042","Midwest Electric","Transmission","Arc Flash Monitor","192.168.235.213","3c:62:78:5e:c0:88","DNP3","2025-10-24T06:22:31.012Z","ON_NETWORK","VLAN-5","true","true"
"TRA-043","Midwest Electric","Transmission","DMS","192.168.154.2","c8:65:48:62:52:3d","IEC 61850","2025-10-21T17:53:48.374Z","ON_NETWORK","VLAN-4","true","true"
"TRA-044","Midwest Electric","Transmission","Environmental Monitor","192.168.114.195","93:b2:2f:c9:59:8f","IEC 61850","2025-10-23T03:26:31.515Z","ON_NETWORK","VLAN-47","true","true"
"TRA-045","Midwest Electric","Transmission","Protection Relay","192.168.62.192","50:37:d3:41:7f:e4","IEC 61850","2025-10-19T16:36:20.021Z","ON_NETWORK","VLAN-46","true","true"
"TRA-046","Midwest Electric","Transmission","IED","192.168.204.149","7e:29:d9:bb:ac:00","Modbus TCP","2025-10-21T01:40:40.631Z","ON_NETWORK","VLAN-85","true","true"
"TRA-048","Midwest Electric","Transmission","RTU","192.168.182.157","7f:a1:22:54:61:3a","Modbus TCP","2025-10-24T01:22:24.374Z","ON_NETWORK","VLAN-78","true","true"
"TRA-049","Midwest Electric","Transmission","Arc Flash Monitor","192.168.116.103","5e:df:28:9c:88:27","Ethernet/IP","2025-10-23T16:41:32.412Z","ON_NETWORK","VLAN-93","true","true"
"TRA-050","Midwest Electric","Transmission","HMI","192.168.126.93","ee:38:0c:3b:02:f3","Modbus TCP","2025-10-17T21:12:51.422Z","ON_NETWORK","VLAN-19","true","true"
"TRA-051","Midwest Electric","Transmission","IED","192.168.253.195","89:92:82:4a:04:04","Ethernet/IP","2025-10-21T09:01:07.162Z","ON_NETWORK","VLAN-76","true","true"
"TRA-054","Midwest Electric","Transmission","Environmental Monitor","192.168.138.37","4a:31:05:18:6d:b0","IEC 61850","2025-10-22T08:33:22.817Z","ON_NETWORK","VLAN-62","true","true"
"DIS-004","Midwest Electric","Distribution","SCADA","192.168.142.45","e4:d2:07:ca:0f:39","Modbus TCP","2025-10-19T19:21:25.824Z","ON_NETWORK","VLAN-49","true","false"
"DIS-006","Midwest Electric","Distribution","Environmental Monitor","192.168.191.50","d0:02:0d:99:f0:6e","Modbus TCP","2025-10-23T11:30:43.596Z","ON_NETWORK","VLAN-95","true","false"
"DIS-007","Midwest Electric","Distribution","Environmental Monitor","192.168.31.120","f7:59:fd:9b:71:bb","DNP3","2025-10-23T03:27:53.076Z","ON_NETWORK","VLAN-89","true","false"
"DIS-009","Midwest Electric","Distribution","IED","192.168.19.244","6a:15:3f:2a:c6:46","IEC 61850","2025-10-21T23:59:55.683Z","ON_NETWORK","VLAN-43","true","false"
"DIS-010","Midwest Electric","Distribution","RTU","192.168.202.211","95:46:40:0a:7c:58","Ethernet/IP","2025-10-24T07:26:11.315Z","ON_NETWORK","VLAN-50","true","false"
"DIS-011","Midwest Electric","Distribution","HMI","192.168.18.73","54:ac:b7:a8:f5:d2","DNP3","2025-10-19T11:41:21.865Z","OFF_NETWORK","VLAN-17","true","false"
"DIS-012","Midwest Electric","Distribution","RTU","192.168.225.50","64:e0:99:92:11:37","DNP3","2025-10-20T12:33:40.225Z","ON_NETWORK","VLAN-79","true","false"
"DIS-014","Midwest Electric","Distribution","Protection Relay","192.168.189.74","03:29:e4:35:a6:3c","DNP3","2025-10-22T03:04:51.678Z","ON_NETWORK","VLAN-39","true","false"
"DIS-015","Midwest Electric","Distribution","RTU","192.168.56.204","5f:6f:c5:f5:d4:48","Ethernet/IP","2025-10-24T09:32:22.097Z","ON_NETWORK","VLAN-24","true","false"
"DIS-016","Midwest Electric","Distribution","EMS","192.168.73.30","3e:e5:50:9b:90:c4","Ethernet/IP","2025-10-19T20:02:50.847Z","ON_NETWORK","VLAN-78","true","false"
"DIS-019","Midwest Electric","Distribution","HMI","192.168.193.75","a0:f1:9b:ec:4c:d5","IEC 61850","2025-10-24T09:39:05.694Z","ON_NETWORK","VLAN-43","true","false"
"DIS-020","Midwest Electric","Distribution","Environmental Monitor","192.168.151.253","7b:cb:f7:e2:81:8a","IEC 61850","2025-10-20T12:07:02.131Z","ON_NETWORK","VLAN-68","true","false"
"DIS-021","Midwest Electric","Distribution","HMI","192.168.3.81","cd:45:62:aa:c7:39","IEC 61850","2025-10-24T08:53:17.999Z","ON_NETWORK","VLAN-85","true","false"
"DIS-024","Midwest Electric","Distribution","Arc Flash Monitor","192.168.17.82","2e:28:38:39:67:35","IEC 61850","2025-10-23T18:02:09.205Z","ON_NETWORK","VLAN-38","true","false"
"DIS-025","Midwest Electric","Distribution","IED","192.168.144.213","52:db:d3:cd:9e:81","Modbus TCP","2025-10-24T17:27:43.507Z","ON_NETWORK","VLAN-31","true","false"
"DIS-026","Midwest Electric","Distribution","SCADA","192.168.184.32","0f:0f:4b:ee:fb:9f","Ethernet/IP","2025-10-17T23:45:39.152Z","ON_NETWORK","VLAN-69","true","false"
"DIS-027","Midwest Electric","Distribution","IED","192.168.171.12","c5:73:ad:d6:44:77","IEC 61850","2025-10-20T14:31:37.424Z","ON_NETWORK","VLAN-67","true","false"
"DIS-028","Midwest Electric","Distribution","Arc Flash Monitor","192.168.59.182","fb:ea:5c:ba:c3:ff","IEC 61850","2025-10-24T11:35:16.246Z","ON_NETWORK","VLAN-35","true","false"
"DIS-029","Midwest Electric","Distribution","Grid Controller","192.168.40.112","d5:8c:54:b2:27:ae","Ethernet/IP","2025-10-21T01:28:09.244Z","ON_NETWORK","VLAN-92","true","false"
"DIS-030","Midwest Electric","Distribution","IED","192.168.110.109","b6:9b:06:fa:64:e4","Modbus TCP","2025-10-18T20:43:46.533Z","ON_NETWORK","VLAN-86","true","false"
"DIS-032","Midwest Electric","Distribution","Grid Controller","192.168.248.199","75:9f:3b:69:cd:31","DNP3","2025-10-20T12:04:58.677Z","ON_NETWORK","VLAN-77","true","false"
"DIS-033","Midwest Electric","Distribution","HMI","192.168.0.142","3b:a4:99:41:41:5a","DNP3","2025-10-22T20:02:42.331Z","ON_NETWORK","VLAN-18","true","false"
"DIS-035","Midwest Electric","Distribution","HMI","192.168.243.167","be:ac:bb:e6:61:09","DNP3","2025-10-21T17:04:52.822Z","ON_NETWORK","VLAN-84","true","false"
"DIS-036","Midwest Electric","Distribution","RTU","192.168.11.44","86:ef:d8:0f:f3:3b","Modbus TCP","2025-10-21T01:35:18.643Z","ON_NETWORK","VLAN-72","true","false"
"DIS-038","Midwest Electric","Distribution","DMS","192.168.195.57","ef:70:a6:4d:7c:fd","DNP3","2025-10-19T16:24:42.243Z","ON_NETWORK","VLAN-72","true","false"
"DIS-039","Midwest Electric","Distribution","DMS","192.168.22.98","0b:5c:0e:14:e9:1b","Ethernet/IP","2025-10-22T02:24:33.709Z","ON_NETWORK","VLAN-71","true","false"
"DIS-041","Midwest Electric","Distribution","IED","192.168.35.233","df:13:d5:3a:b7:00","Modbus TCP","2025-10-24T14:55:01.289Z","ON_NETWORK","VLAN-90","true","false"
"DIS-043","Midwest Electric","Distribution","Grid Controller","192.168.66.105","d6:17:da:b1:d3:22","Ethernet/IP","2025-10-24T03:42:13.576Z","ON_NETWORK","VLAN-69","true","false"
"DIS-045","Midwest Electric","Distribution","Grid Controller","192.168.98.118","12:e5:fe:a5:87:bc","IEC 61850","2025-10-18T22:22:30.994Z","ON_NETWORK","VLAN-78","true","false"
"DIS-046","Midwest Electric","Distribution","EMS","192.168.186.67","00:b5:f6:37:f1:da","Modbus TCP","2025-10-22T16:22:45.688Z","ON_NETWORK","VLAN-77","true","false"
"DIS-047","Midwest Electric","Distribution","RTU","192.168.58.172","6b:b8:a3:85:f1:bc","Modbus TCP","2025-10-18T22:13:53.420Z","ON_NETWORK","VLAN-12","true","false"
"CON-001","Midwest Electric","Control Center","DMS","192.168.109.250","fb:b3:2b:00:30:ef","Ethernet/IP","2025-10-20T13:26:35.344Z","ON_NETWORK","VLAN-29","true","true"
"CON-002","Midwest Electric","Control Center","SCADA","192.168.170.30","d2:ec:cd:7e:bd:73","Ethernet/IP","2025-10-21T10:23:41.142Z","ON_NETWORK","VLAN-64","true","true"
"CON-003","Midwest Electric","Control Center","RTU","192.168.224.87","3a:9b:3b:5e:16:81","DNP3","2025-10-19T07:37:03.087Z","ON_NETWORK","VLAN-1","true","true"
"CON-004","Midwest Electric","Control Center","Environmental Monitor","192.168.14.191","dc:2e:12:a2:ca:84","IEC 61850","2025-10-18T23:35:34.476Z","ON_NETWORK","VLAN-21","true","true"
"CON-006","Midwest Electric","Control Center","Protection Relay","192.168.189.248","fc:92:40:4b:52:33","Modbus TCP","2025-10-18T02:42:22.235Z","ON_NETWORK","VLAN-73","true","true"
"CON-009","Midwest Electric","Control Center","EMS","192.168.109.239","85:1f:a1:15:b2:79","IEC 61850","2025-10-19T08:16:36.870Z","ON_NETWORK","VLAN-4","true","true"
"CON-010","Midwest Electric","Control Center","Environmental Monitor","192.168.219.48","aa:0b:9c:ff:ae:b0","DNP3","2025-10-18T15:44:33.413Z","ON_NETWORK","VLAN-78","true","true"
"CON-011","Midwest Electric","Control Center","Protection Relay","192.168.1.234","bc:9a:1c:be:e1:fc","IEC 61850","2025-10-20T09:05:08.782Z","ON_NETWORK","VLAN-97","true","true"
"CON-012","Midwest Electric","Control Center","Environmental Monitor","192.168.91.113","44:b2:a4:ef:a3:a8","DNP3","2025-10-22T19:18:52.291Z","ON_NETWORK","VLAN-52","true","true"
"CON-013","Midwest Electric","Control Center","DMS","192.168.134.118","ea:a0:c1:84:01:fa","DNP3","2025-10-20T20:55:29.727Z","ON_NETWORK","VLAN-47","true","true"
"CON-016","Midwest Electric","Control Center","IED","192.168.34.39","d2:84:45:75:4f:2e","DNP3","2025-10-19T19:43:48.033Z","ON_NETWORK","VLAN-59","true","true"
"CON-018","Midwest Electric","Control Center","IED","192.168.252.131","f1:9a:8e:1f:e7:16","IEC 61850","2025-10-19T03:07:20.795Z","ON_NETWORK","VLAN-67","true","true"
"CON-020","Midwest Electric","Control Center","DMS","192.168.40.241","9f:7f:27:cc:d8:9e","DNP3","2025-10-23T18:34:39.060Z","ON_NETWORK","VLAN-62","true","true"
"CON-021","Midwest Electric","Control Center","DMS","192.168.204.227","1c:a7:6e:76:1f:9b","IEC 61850","2025-10-19T04:48:23.402Z","ON_NETWORK","VLAN-29","true","true"
"CON-022","Midwest Electric","Control Center","Protection Relay","192.168.55.197","1e:65:04:16:40:41","Modbus TCP","2025-10-19T11:24:40.950Z","ON_NETWORK","VLAN-69","true","true"
"CON-024","Midwest Electric","Control Center","Arc Flash Monitor","192.168.3.146","1b:44:cc:df:b5:a5","Ethernet/IP","2025-10-22T10:27:16.070Z","ON_NETWORK","VLAN-60","true","true"
"CON-025","Midwest Electric","Control Center","DMS","192.168.187.248","64:15:b3:f9:e7:fa","DNP3","2025-10-21T01:19:41.426Z","ON_NETWORK","VLAN-26","true","true"
"CON-026","Midwest Electric","Control Center","Grid Controller","192.168.29.223","61:18:e5:45:cf:cd","DNP3","2025-10-21T01:01:47.665Z","OFF_NETWORK","VLAN-23","true","true"
"CON-027","Midwest Electric","Control Center","DMS","192.168.211.240","a0:4d:7a:6d:ef:43","Ethernet/IP","2025-10-23T05:28:08.829Z","ON_NETWORK","VLAN-22","true","true"
"CON-028","Midwest Electric","Control Center","Protection Relay","192.168.28.118","21:88:96:5e:87:6a","DNP3","2025-10-19T21:16:44.991Z","ON_NETWORK","VLAN-3","true","true"
"CON-029","Midwest Electric","Control Center","Grid Controller","192.168.93.206","2e:4f:b5:c8:56:89","DNP3","2025-10-23T01:10:26.752Z","ON_NETWORK","VLAN-92","true","true"
"CON-030","Midwest Electric","Control Center","SCADA","192.168.39.114","84:46:c5:02:5c:a3","DNP3","2025-10-18T21:16:44.915Z","OFF_NETWORK","VLAN-98","true","true"
"CON-032","Midwest Electric","Control Center","SCADA","192.168.220.20","12:f9:28:62:cd:91","Ethernet/IP","2025-10-24T15:39:02.238Z","ON_NETWORK","VLAN-29","true","true"
"CON-033","Midwest Electric","Control Center","Arc Flash Monitor","192.168.60.109","90:f9:e7:5b:74:24","IEC 61850","2025-10-19T07:32:19.509Z","ON_NETWORK","VLAN-36","true","true"
"CON-034","Midwest Electric","Control Center","Protection Relay","192.168.37.160","21:9e:a6:c0:c7:a0","Modbus TCP","2025-10-21T23:33:49.131Z","ON_NETWORK","VLAN-6","true","true"
"SUB-001","Midwest Electric","Substation","RTU","192.168.173.94","b5:8c:10:23:f0:0d","Modbus TCP","2025-10-22T23:21:20.681Z","ON_NETWORK","VLAN-59","true","false"
"SUB-002","Midwest Electric","Substation","EMS","192.168.14.146","da:8f:c0:4d:93:56","IEC 61850","2025-10-22T07:13:41.969Z","ON_NETWORK","VLAN-16","true","false"
"SUB-003","Midwest Electric","Substation","Grid Controller","192.168.180.24","37:95:a4:6c:49:c8","Ethernet/IP","2025-10-19T10:56:43.265Z","ON_NETWORK","VLAN-88","true","false"
"SUB-004","Midwest Electric","Substation","DMS","192.168.105.0","31:d1:64:bd:5a:1b","IEC 61850","2025-10-23T10:28:02.302Z","ON_NETWORK","VLAN-49","true","false"
"SUB-005","Midwest Electric","Substation","DMS","192.168.60.73","83:f8:cd:52:36:89","Ethernet/IP","2025-10-21T09:41:10.866Z","ON_NETWORK","VLAN-81","true","false"
"SUB-006","Midwest Electric","Substation","Protection Relay","192.168.81.23","65:5c:51:83:00:fa","Ethernet/IP","2025-10-19T23:14:05.356Z","ON_NETWORK","VLAN-61","true","false"
"SUB-007","Midwest Electric","Substation","RTU","192.168.114.241","e4:46:35:9d:31:aa","IEC 61850","2025-10-20T20:45:29.870Z","ON_NETWORK","VLAN-98","true","false"
"SUB-008","Midwest Electric","Substation","DMS","192.168.81.64","a2:40:6e:49:e9:9a","IEC 61850","2025-10-22T15:59:31.863Z","OFF_NETWORK","VLAN-31","true","false"
"SUB-010","Midwest Electric","Substation","HMI","192.168.250.247","d4:23:2d:3f:bb:b5","IEC 61850","2025-10-24T13:49:42.900Z","ON_NETWORK","VLAN-31","true","false"
"SUB-011","Midwest Electric","Substation","HMI","192.168.36.80","f5:81:15:5e:64:df","Ethernet/IP","2025-10-19T08:59:53.614Z","ON_NETWORK","VLAN-88","true","false"
"SUB-012","Midwest Electric","Substation","HMI","192.168.94.80","30:4f:ef:0b:0f:2d","DNP3","2025-10-20T23:48:20.686Z","ON_NETWORK","VLAN-75","true","false"
"SUB-013","Midwest Electric","Substation","HMI","192.168.240.176","9c:5a:7f:23:77:2e","DNP3","2025-10-18T14:18:29.305Z","ON_NETWORK","VLAN-56","true","false"
"SUB-014","Midwest Electric","Substation","RTU","192.168.5.109","ee:b5:69:c0:78:ac","Ethernet/IP","2025-10-24T00:11:42.650Z","ON_NETWORK","VLAN-32","true","false"
"SUB-015","Midwest Electric","Substation","DMS","192.168.102.4","b2:5b:c0:14:8d:e7","IEC 61850","2025-10-23T11:37:12.518Z","ON_NETWORK","VLAN-7","true","false"
"SUB-016","Midwest Electric","Substation","IED","192.168.152.171","45:95:6d:86:30:12","Modbus TCP","2025-10-20T23:58:23.743Z","ON_NETWORK","VLAN-24","true","false"
"SUB-017","Midwest Electric","Substation","Protection Relay","192.168.232.30","c2:a3:59:fb:97:07","DNP3","2025-10-24T13:05:08.764Z","ON_NETWORK","VLAN-93","true","false"
"SUB-018","Midwest Electric","Substation","IED","192.168.11.208","ac:94:64:6c:74:59","IEC 61850","2025-10-20T09:33:34.143Z","ON_NETWORK","VLAN-67","true","false"
"SUB-019","Midwest Electric","Substation","EMS","192.168.47.164","9b:44:5b:ee:60:2c","Ethernet/IP","2025-10-17T20:51:02.674Z","ON_NETWORK","VLAN-74","true","false"
"SUB-022","Midwest Electric","Substation","IED","192.168.217.69","10:54:5a:80:91:7b","DNP3","2025-10-18T00:39:13.141Z","ON_NETWORK","VLAN-80","true","false"
"SUB-025","Midwest Electric","Substation","RTU","192.168.227.221","b0:63:34:dd:14:47","Modbus TCP","2025-10-21T02:05:33.461Z","ON_NETWORK","VLAN-81","true","false"
"SUB-027","Midwest Electric","Substation","Arc Flash Monitor","192.168.22.157","a2:b1:73:dc:0a:62","IEC 61850","2025-10-20T14:19:15.967Z","ON_NETWORK","VLAN-37","true","false"
"SUB-028","Midwest Electric","Substation","Protection Relay","192.168.158.118","85:a9:82:e4:2a:14","IEC 61850","2025-10-24T01:50:08.184Z","ON_NETWORK","VLAN-83","true","false"
"SUB-029","Midwest Electric","Substation","HMI","192.168.209.199","53:12:8f:38:43:e8","DNP3","2025-10-22T15:27:38.253Z","ON_NETWORK","VLAN-1","true","false"
"SUB-030","Midwest Electric","Substation","Arc Flash Monitor","192.168.58.82","9d:b6:a2:1e:ac:37","Ethernet/IP","2025-10-18T09:24:35.757Z","ON_NETWORK","VLAN-80","true","false"
"SUB-031","Midwest Electric","Substation","EMS","192.168.135.63","40:0f:15:f2:09:85","Ethernet/IP","2025-10-23T06:40:34.475Z","ON_NETWORK","VLAN-86","true","false"
"SUB-032","Midwest Electric","Substation","DMS","192.168.107.245","6e:46:d4:85:e5:ee","IEC 61850","2025-10-23T14:23:48.292Z","OFF_NETWORK","VLAN-11","true","false"
"SUB-033","Midwest Electric","Substation","RTU","192.168.12.142","d9:39:ce:8f:2f:0e","Ethernet/IP","2025-10-23T13:04:38.687Z","ON_NETWORK","VLAN-29","true","false"
"SUB-034","Midwest Electric","Substation","RTU","192.168.245.10","e0:3f:35:55:5b:53","IEC 61850","2025-10-21T16:38:24.004Z","ON_NETWORK","VLAN-1","true","false"
"SUB-037","Midwest Electric","Substation","DMS","192.168.132.7","39:35:cc:82:51:f9","DNP3","2025-10-19T13:00:00.028Z","ON_NETWORK","VLAN-40","true","false"
"SUB-038","Midwest Electric","Substation","RTU","192.168.101.54","4a:4c:6c:c5:f4:0f","Ethernet/IP","2025-10-24T15:28:27.959Z","ON_NETWORK","VLAN-3","true","false"
"SUB-039","Midwest Electric","Substation","DMS","192.168.29.35","cf:a9:0e:8a:ea:87","DNP3","2025-10-23T13:51:27.142Z","ON_NETWORK","VLAN-39","true","false"
"SUB-040","Midwest Electric","Substation","Environmental Monitor","192.168.176.141","0a:32:ad:7f:e3:c2","DNP3","2025-10-18T10:05:42.301Z","ON_NETWORK","VLAN-93","true","false"
"SUB-041","Midwest Electric","Substation","Grid Controller","192.168.25.87","a5:a7:bd:14:08:22","DNP3","2025-10-24T13:11:07.307Z","ON_NETWORK","VLAN-30","true","false"
"SUB-042","Midwest Electric","Substation","Protection Relay","192.168.228.238","e7:5c:91:14:de:4d","Modbus TCP","2025-10-20T08:28:27.981Z","ON_NETWORK","VLAN-22","true","false"
"SUB-043","Midwest Electric","Substation","HMI","192.168.240.161","f7:dc:ad:f4:00:04","Modbus TCP","2025-10-18T23:51:34.066Z","ON_NETWORK","VLAN-71","true","false"
"SUB-044","Midwest Electric","Substation","Protection Relay","192.168.246.172","8c:a6:e4:18:d1:c3","Ethernet/IP","2025-10-22T23:47:11.471Z","ON_NETWORK","VLAN-83","true","false"
"SUB-045","Midwest Electric","Substation","RTU","192.168.109.101","58:80:7b:54:ee:2b","Ethernet/IP","2025-10-23T04:06:09.085Z","ON_NETWORK","VLAN-12","true","false"
"SUB-047","Midwest Electric","Substation","DMS","192.168.15.55","92:b8:2b:83:44:f0","Modbus TCP","2025-10-24T10:39:12.265Z","ON_NETWORK","VLAN-89","true","false"
"SUB-048","Midwest Electric","Substation","Protection Relay","192.168.96.191","42:15:11:65:f1:7f","Modbus TCP","2025-10-23T01:37:15.442Z","ON_NETWORK","VLAN-5","true","false"
"SUB-049","Midwest Electric","Substation","RTU","192.168.84.123","dd:c1:2e:e7:cb:40","Modbus TCP","2025-10-24T13:26:08.765Z","ON_NETWORK","VLAN-49","true","false"
"SUB-050","Midwest Electric","Substation","Protection Relay","192.168.246.10","22:ba:c1:36:f2:b3","Ethernet/IP","2025-10-19T04:28:40.088Z","ON_NETWORK","VLAN-65","true","false"
"SUB-051","Midwest Electric","Substation","IED","192.168.23.215","3e:e6:77:03:d8:d1","Modbus TCP","2025-10-23T02:43:44.652Z","ON_NETWORK","VLAN-55","true","false"
"SUB-052","Midwest Electric","Substation","DMS","192.168.2.117","89:bf:e7:58:01:98","DNP3","2025-10-23T07:46:17.340Z","ON_NETWORK","VLAN-60","true","false"
"SUB-053","Midwest Electric","Substation","Arc Flash Monitor","192.168.116.254","f8:52:94:a1:91:a4","Modbus TCP","2025-10-24T00:01:20.319Z","OFF_NETWORK","VLAN-84","true","false"
"SUB-054","Midwest Electric","Substation","RTU","192.168.220.62","62:6b:ba:5e:ff:ef","Modbus TCP","2025-10-18T19:19:40.708Z","ON_NETWORK","VLAN-63","true","false"
"SUB-055","Midwest Electric","Substation","RTU","192.168.89.207","f3:bc:0d:d3:f2:e3","Ethernet/IP","2025-10-19T20:52:33.758Z","ON_NETWORK","VLAN-54","true","false"
"SUB-056","Midwest Electric","Substation","IED","192.168.93.79","81:d9:b7:71:12:c8","IEC 61850","2025-10-20T01:52:22.032Z","ON_NETWORK","VLAN-94","true","false"
"SUB-057","Midwest Electric","Substation","IED","192.168.235.141","bc:99:a6:82:f6:6d","Modbus TCP","2025-10-24T13:11:48.638Z","ON_NETWORK","VLAN-95","true","false"
"SUB-058","Midwest Electric","Substation","Arc Flash Monitor","192.168.234.122","9b:c9:9f:99:1d:ef","Ethernet/IP","2025-10-20T22:41:20.718Z","ON_NETWORK","VLAN-48","true","false"
"SUB-059","Midwest Electric","Substation","Grid Controller","192.168.31.197","04:04:21:79:9b:2c","DNP3","2025-10-20T22:42:30.442Z","ON_NETWORK","VLAN-21","true","false"
"SUB-061","Midwest Electric","Substation","SCADA","192.168.143.211","c8:d5:58:0d:fd:31","Ethernet/IP","2025-10-18T07:30:05.305Z","ON_NETWORK","VLAN-78","true","false"
"SUB-063","Midwest Electric","Substation","Arc Flash Monitor","192.168.65.43","a0:e2:f2:05:6e:f9","IEC 61850","2025-10-21T00:50:55.646Z","OFF_NETWORK","VLAN-59","true","false"
"ENV-001","Midwest Electric","Environmental Controls","Arc Flash Monitor","192.168.103.190","79:5e:59:08:97:a9","Modbus TCP","2025-10-22T12:33:36.048Z","ON_NETWORK","VLAN-74","true","false"
"ENV-002","Midwest Electric","Environmental Controls","HMI","192.168.58.49","73:31:da:7b:df:ca","Modbus TCP","2025-10-19T15:38:52.672Z","ON_NETWORK","VLAN-80","true","false"
"ENV-003","Midwest Electric","Environmental Controls","Environmental Monitor","192.168.117.247","c1:13:91:c3:af:3e","IEC 61850","2025-10-22T16:10:50.913Z","ON_NETWORK","VLAN-62","true","false"
"ENV-004","Midwest Electric","Environmental Controls","DMS","192.168.45.197","21:87:ce:5f:da:bd","Modbus TCP","2025-10-19T07:28:26.623Z","ON_NETWORK","VLAN-22","true","false"
