tag_id,plant,unit,uptime_pct_30d,alarm_count_30d,bad_quality_count_30d
FLU_SA_0721,Texas City Complex,Fluid Catalytic Cracking (FCC),99.0,12,7
HYD_FI_0722,Baytown Refinery,Hydrocracking Unit (HCU),98.8,8,1
REF_HM_0723,Gulf Coast Refinery,Reformer Unit,96.2,13,0
ALK_HI_0724,Texas City Complex,Alkylation Unit,98.8,8,7
COK_VF_0725,Baytown Refinery,Coker Unit,94.3,20,6
HYD_SM_0726,Gulf Coast Refinery,Hydrotreater,98.0,8,1
ISO_CO_0727,Texas City Complex,Isomerization Unit,98.0,18,6
CRU_FL_0728,Baytown Refinery,Crude Distillation Unit (CDU),94.1,9,2
FLU_AN_0729,Gulf Coast Refinery,Fluid Catalytic Cracking (FCC),99.4,11,4
HYD_SA_0730,Texas City Complex,Hydrocracking Unit (HCU),94.2,11,7
REF_CO_0731,Baytown Refinery,Reformer Unit,96.7,1,2
ALK_TU_0732,Gulf Coast Refinery,Alkylation Unit,96.0,12,0
COK_TA_0733,Texas City Complex,Coker Unit,96.3,18,7
HYD_FI_0734,Baytown Refinery,Hydrotreater,98.4,16,6
ISO_DC_0735,Gulf Coast Refinery,Isomerization Unit,94.6,8,0
CRU_SA_0736,Texas City Complex,Crude Distillation Unit (CDU),99.6,9,4
FLU_FI_0737,Baytown Refinery,Fluid Catalytic Cracking (FCC),97.9,8,3
HYD_HM_0738,Gulf Coast Refinery,Hydrocracking Unit (HCU),96.7,12,1
REF_HI_0739,Texas City Complex,Reformer Unit,97.5,3,1
ALK_VF_0740,Baytown Refinery,Alkylation Unit,100.0,8,4
COK_SM_0741,Gulf Coast Refinery,Coker Unit,96.1,9,1
HYD_CO_0742,Texas City Complex,Hydrotreater,94.2,17,6
ISO_FL_0743,Baytown Refinery,Isomerization Unit,96.3,18,6
CRU_AN_0744,Gulf Coast Refinery,Crude Distillation Unit (CDU),97.3,6,3
FLU_SA_0745,Texas City Complex,Fluid Catalytic Cracking (FCC),96.5,6,5
HYD_CO_0746,Baytown Refinery,Hydrocracking Unit (HCU),97.4,6,1
REF_TU_0747,Gulf Coast Refinery,Reformer Unit,99.5,10,1
ALK_TA_0748,Texas City Complex,Alkylation Unit,97.5,7,1
COK_FI_0749,Baytown Refinery,Coker Unit,96.3,5,5
HYD_DC_0750,Gulf Coast Refinery,Hydrotreater,94.9,12,5
ISO_SA_0751,Texas City Complex,Isomerization Unit,94.9,20,6
CRU_FI_0752,Baytown Refinery,Crude Distillation Unit (CDU),95.1,10,7
FLU_HM_0753,Gulf Coast Refinery,Fluid Catalytic Cracking (FCC),96.0,18,6
HYD_HI_0754,Texas City Complex,Hydrocracking Unit (HCU),96.2,3,6
REF_VF_0755,Baytown Refinery,Reformer Unit,99.0,5,6
ALK_SM_0756,Gulf Coast Refinery,Alkylation Unit,95.8,10,1
COK_CO_0757,Texas City Complex,Coker Unit,99.5,4,8
HYD_FL_0758,Baytown Refinery,Hydrotreater,99.8,15,6
ISO_AN_0759,Gulf Coast Refinery,Isomerization Unit,96.0,3,7
CRU_SA_0760,Texas City Complex,Crude Distillation Unit (CDU),98.9,16,2
FLU_CO_0761,Baytown Refinery,Fluid Catalytic Cracking (FCC),99.3,4,0
HYD_TU_0762,Gulf Coast Refinery,Hydrocracking Unit (HCU),97.4,2,4
REF_TA_0763,Texas City Complex,Reformer Unit,98.6,9,1
ALK_FI_0764,Baytown Refinery,Alkylation Unit,95.8,8,1
COK_DC_0765,Gulf Coast Refinery,Coker Unit,97.6,16,7
HYD_SA_0766,Texas City Complex,Hydrotreater,94.5,8,1
ISO_FI_0767,Baytown Refinery,Isomerization Unit,99.7,12,7
CRU_HM_0768,Gulf Coast Refinery,Crude Distillation Unit (CDU),95.1,7,8
FLU_HI_0769,Texas City Complex,Fluid Catalytic Cracking (FCC),94.2,13,0
HYD_VF_0770,Baytown Refinery,Hydrocracking Unit (HCU),97.7,11,7
REF_SM_0771,Gulf Coast Refinery,Reformer Unit,96.4,2,0
ALK_CO_0772,Texas City Complex,Alkylation Unit,98.8,16,2
COK_FL_0773,Baytown Refinery,Coker Unit,94.8,15,2
HYD_AN_0774,Gulf Coast Refinery,Hydrotreater,94.3,2,6
ISO_SA_0775,Texas City Complex,Isomerization Unit,98.4,16,5
CRU_CO_0776,Baytown Refinery,Crude Distillation Unit (CDU),94.6,10,2
FLU_TU_0777,Gulf Coast Refinery,Fluid Catalytic Cracking (FCC),95.0,5,0
HYD_TA_0778,Texas City Complex,Hydrocracking Unit (HCU),95.7,0,1
REF_FI_0779,Baytown Refinery,Reformer Unit,94.2,13,4
ALK_DC_0780,Gulf Coast Refinery,Alkylation Unit,95.0,19,8
COK_SA_0781,Texas City Complex,Coker Unit,96.0,19,4
HYD_FI_0782,Baytown Refinery,Hydrotreater,98.7,6,7
ISO_HM_0783,Gulf Coast Refinery,Isomerization Unit,99.0,2,2
CRU_HI_0784,Texas City Complex,Crude Distillation Unit (CDU),99.5,14,4
FLU_VF_0785,Baytown Refinery,Fluid Catalytic Cracking (FCC),95.8,12,4
HYD_SM_0786,Gulf Coast Refinery,Hydrocracking Unit (HCU),98.2,3,1
REF_CO_0787,Texas City Complex,Reformer Unit,97.5,5,7
ALK_FL_0788,Baytown Refinery,Alkylation Unit,98.8,2,7
COK_AN_0789,Gulf Coast Refinery,Coker Unit,95.7,8,4
HYD_SA_0790,Texas City Complex,Hydrotreater,95.5,9,1
ISO_CO_0791,Baytown Refinery,Isomerization Unit,99.4,10,6
CRU_TU_0792,Gulf Coast Refinery,Crude Distillation Unit (CDU),96.1,6,7
FLU_TA_0793,Texas City Complex,Fluid Catalytic Cracking (FCC),97.2,6,2
HYD_FI_0794,Baytown Refinery,Hydrocracking Unit (HCU),95.4,11,0
REF_DC_0795,Gulf Coast Refinery,Reformer Unit,99.1,15,1
ALK_SA_0796,Texas City Complex,Alkylation Unit,97.3,18,8
COK_FI_0797,Baytown Refinery,Coker Unit,97.7,17,1
HYD_HM_0798,Gulf Coast Refinery,Hydrotreater,99.8,11,4
ISO_HI_0799,Texas City Complex,Isomerization Unit,98.8,9,4
CRU_VF_0800,Baytown Refinery,Crude Distillation Unit (CDU),97.5,5,3
FLU_SM_0801,Gulf Coast Refinery,Fluid Catalytic Cracking (FCC),97.0,16,6
HYD_CO_0802,Texas City Complex,Hydrocracking Unit (HCU),96.3,13,6
REF_FL_0803,Baytown Refinery,Reformer Unit,94.9,0,3
ALK_AN_0804,Gulf Coast Refinery,Alkylation Unit,98.0,18,8
COK_SA_0805,Texas City Complex,Coker Unit,99.8,17,4
HYD_CO_0806,Baytown Refinery,Hydrotreater,98.7,2,5
ISO_TU_0807,Gulf Coast Refinery,Isomerization Unit,96.4,2,7
CRU_TA_0808,Texas City Complex,Crude Distillation Unit (CDU),98.8,8,7
FLU_FI_0809,Baytown Refinery,Fluid Catalytic Cracking (FCC),99.0,7,4
HYD_DC_0810,Gulf Coast Refinery,Hydrocracking Unit (HCU),98.7,15,3
REF_SA_0811,Texas City Complex,Reformer Unit,96.6,6,8
ALK_FI_0812,Baytown Refinery,Alkylation Unit,99.4,13,1
COK_HM_0813,Gulf Coast Refinery,Coker Unit,97.4,13,6
HYD_HI_0814,Texas City Complex,Hydrotreater,96.6,14,7
ISO_VF_0815,Baytown Refinery,Isomerization Unit,97.1,3,0
CRU_SM_0816,Gulf Coast Refinery,Crude Distillation Unit (CDU),99.7,0,7
FLU_CO_0817,Texas City Complex,Fluid Catalytic Cracking (FCC),94.5,5,4
HYD_FL_0818,Baytown Refinery,Hydrocracking Unit (HCU),94.5,11,7
REF_AN_0819,Gulf Coast Refinery,Reformer Unit,97.1,0,1
ALK_SA_0820,Texas City Complex,Alkylation Unit,95.1,5,5
COK_CO_0821,Baytown Refinery,Coker Unit,94.9,17,2
HYD_TU_0822,Gulf Coast Refinery,Hydrotreater,98.2,11,4
ISO_TA_0823,Texas City Complex,Isomerization Unit,99.7,4,2
CRU_FI_0824,Baytown Refinery,Crude Distillation Unit (CDU),96.6,10,2
FLU_DC_0825,Gulf Coast Refinery,Fluid Catalytic Cracking (FCC),98.8,8,5
HYD_SA_0826,Texas City Complex,Hydrocracking Unit (HCU),99.7,14,6
REF_FI_0827,Baytown Refinery,Reformer Unit,95.1,8,2
ALK_HM_0828,Gulf Coast Refinery,Alkylation Unit,97.7,12,8
COK_HI_0829,Texas City Complex,Coker Unit,97.2,4,1
HYD_VF_0830,Baytown Refinery,Hydrotreater,98.6,5,4
ISO_SM_0831,Gulf Coast Refinery,Isomerization Unit,99.3,3,6
CRU_CO_0832,Texas City Complex,Crude Distillation Unit (CDU),98.0,8,5
FLU_FL_0833,Baytown Refinery,Fluid Catalytic Cracking (FCC),94.4,13,7
HYD_AN_0834,Gulf Coast Refinery,Hydrocracking Unit (HCU),97.3,7,5
REF_SA_0835,Texas City Complex,Reformer Unit,96.1,19,3
ALK_CO_0836,Baytown Refinery,Alkylation Unit,99.2,5,3
COK_TU_0837,Gulf Coast Refinery,Coker Unit,96.8,7,1
HYD_TA_0838,Texas City Complex,Hydrotreater,97.6,0,7
ISO_FI_0839,Baytown Refinery,Isomerization Unit,97.9,1,4
CRU_DC_0840,Gulf Coast Refinery,Crude Distillation Unit (CDU),98.5,14,6
FLU_SA_0841,Texas City Complex,Fluid Catalytic Cracking (FCC),99.4,9,1
HYD_FI_0842,Baytown Refinery,Hydrocracking Unit (HCU),97.4,7,6
REF_HM_0843,Gulf Coast Refinery,Reformer Unit,94.2,12,4
ALK_HI_0844,Texas City Complex,Alkylation Unit,99.7,9,5
COK_VF_0845,Baytown Refinery,Coker Unit,94.8,1,6
HYD_SM_0846,Gulf Coast Refinery,Hydrotreater,96.1,10,7
ISO_CO_0847,Texas City Complex,Isomerization Unit,94.6,5,2
CRU_FL_0848,Baytown Refinery,Crude Distillation Unit (CDU),98.3,16,5
FLU_AN_0849,Gulf Coast Refinery,Fluid Catalytic Cracking (FCC),98.4,15,4
HYD_SA_0850,Texas City Complex,Hydrocracking Unit (HCU),97.3,13,6
REF_CO_0851,Baytown Refinery,Reformer Unit,94.6,7,3
ALK_TU_0852,Gulf Coast Refinery,Alkylation Unit,98.7,10,1
COK_TA_0853,Texas City Complex,Coker Unit,95.8,17,2
HYD_FI_0854,Baytown Refinery,Hydrotreater,94.3,20,3
ISO_DC_0855,Gulf Coast Refinery,Isomerization Unit,97.3,8,7
CRU_SA_0856,Texas City Complex,Crude Distillation Unit (CDU),96.7,8,5
FLU_FI_0857,Baytown Refinery,Fluid Catalytic Cracking (FCC),98.6,7,7
HYD_HM_0858,Gulf Coast Refinery,Hydrocracking Unit (HCU),94.6,2,4
REF_HI_0859,Texas City Complex,Reformer Unit,99.0,3,5
ALK_VF_0860,Baytown Refinery,Alkylation Unit,96.7,17,8
COK_SM_0861,Gulf Coast Refinery,Coker Unit,96.3,11,0
HYD_CO_0862,Texas City Complex,Hydrotreater,97.0,19,3
ISO_FL_0863,Baytown Refinery,Isomerization Unit,96.2,19,7
CRU_AN_0864,Gulf Coast Refinery,Crude Distillation Unit (CDU),99.5,2,6
FLU_SA_0865,Texas City Complex,Fluid Catalytic Cracking (FCC),99.9,10,3
HYD_CO_0866,Baytown Refinery,Hydrocracking Unit (HCU),94.8,4,3
REF_TU_0867,Gulf Coast Refinery,Reformer Unit,94.0,2,8
ALK_TA_0868,Texas City Complex,Alkylation Unit,95.6,13,5
COK_FI_0869,Baytown Refinery,Coker Unit,96.2,15,5
HYD_DC_0870,Gulf Coast Refinery,Hydrotreater,98.1,12,1
ISO_SA_0871,Texas City Complex,Isomerization Unit,97.1,8,5
CRU_FI_0872,Baytown Refinery,Crude Distillation Unit (CDU),94.5,11,5
FLU_HM_0873,Gulf Coast Refinery,Fluid Catalytic Cracking (FCC),96.9,12,6
HYD_HI_0874,Texas City Complex,Hydrocracking Unit (HCU),96.2,9,6
REF_VF_0875,Baytown Refinery,Reformer Unit,99.9,14,2
ALK_SM_0876,Gulf Coast Refinery,Alkylation Unit,94.7,11,1
COK_CO_0877,Texas City Complex,Coker Unit,94.8,13,7
HYD_FL_0878,Baytown Refinery,Hydrotreater,99.8,17,4
ISO_AN_0879,Gulf Coast Refinery,Isomerization Unit,99.9,10,7
CRU_SA_0880,Texas City Complex,Crude Distillation Unit (CDU),98.8,18,0
FLU_CO_0881,Baytown Refinery,Fluid Catalytic Cracking (FCC),97.1,2,6
HYD_TU_0882,Gulf Coast Refinery,Hydrocracking Unit (HCU),95.1,4,7
REF_TA_0883,Texas City Complex,Reformer Unit,99.3,15,2
ALK_FI_0884,Baytown Refinery,Alkylation Unit,97.4,7,5
COK_DC_0885,Gulf Coast Refinery,Coker Unit,95.3,13,4
HYD_SA_0886,Texas City Complex,Hydrotreater,95.1,18,6
ISO_FI_0887,Baytown Refinery,Isomerization Unit,96.0,0,8
CRU_HM_0888,Gulf Coast Refinery,Crude Distillation Unit (CDU),95.2,19,7
FLU_HI_0889,Texas City Complex,Fluid Catalytic Cracking (FCC),98.1,8,7
HYD_VF_0890,Baytown Refinery,Hydrocracking Unit (HCU),96.3,9,6
REF_SM_0891,Gulf Coast Refinery,Reformer Unit,99.5,4,1
ALK_CO_0892,Texas City Complex,Alkylation Unit,96.2,6,8
COK_FL_0893,Baytown Refinery,Coker Unit,95.9,7,6
HYD_AN_0894,Gulf Coast Refinery,Hydrotreater,99.8,8,5
ISO_SA_0895,Texas City Complex,Isomerization Unit,95.3,9,4
CRU_CO_0896,Baytown Refinery,Crude Distillation Unit (CDU),98.5,5,5
FLU_TU_0897,Gulf Coast Refinery,Fluid Catalytic Cracking (FCC),94.8,10,8
HYD_TA_0898,Texas City Complex,Hydrocracking Unit (HCU),96.4,12,8
REF_FI_0899,Baytown Refinery,Reformer Unit,98.5,8,2
ALK_DC_0900,Gulf Coast Refinery,Alkylation Unit,98.9,6,6
COK_SA_0901,Texas City Complex,Coker Unit,96.7,16,1
HYD_FI_0902,Baytown Refinery,Hydrotreater,96.0,13,2
ISO_HM_0903,Gulf Coast Refinery,Isomerization Unit,95.3,7,1
CRU_HI_0904,Texas City Complex,Crude Distillation Unit (CDU),99.1,9,7
FLU_VF_0905,Baytown Refinery,Fluid Catalytic Cracking (FCC),95.7,2,2
HYD_SM_0906,Gulf Coast Refinery,Hydrocracking Unit (HCU),98.4,6,6
REF_CO_0907,Texas City Complex,Reformer Unit,97.4,0,5
ALK_FL_0908,Baytown Refinery,Alkylation Unit,94.1,0,7
COK_AN_0909,Gulf Coast Refinery,Coker Unit,95.0,7,8
HYD_SA_0910,Texas City Complex,Hydrotreater,97.2,1,1
ISO_CO_0911,Baytown Refinery,Isomerization Unit,95.2,10,6
CRU_TU_0912,Gulf Coast Refinery,Crude Distillation Unit (CDU),97.3,2,5
FLU_TA_0913,Texas City Complex,Fluid Catalytic Cracking (FCC),98.4,8,3
HYD_FI_0914,Baytown Refinery,Hydrocracking Unit (HCU),99.5,8,4
REF_DC_0915,Gulf Coast Refinery,Reformer Unit,99.9,13,7
ALK_SA_0916,Texas City Complex,Alkylation Unit,98.9,8,7
COK_FI_0917,Baytown Refinery,Coker Unit,98.8,10,8
HYD_HM_0918,Gulf Coast Refinery,Hydrotreater,97.7,0,6
ISO_HI_0919,Texas City Complex,Isomerization Unit,99.4,10,7
CRU_VF_0920,Baytown Refinery,Crude Distillation Unit (CDU),98.5,5,6
FLU_SM_0921,Gulf Coast Refinery,Fluid Catalytic Cracking (FCC),98.6,8,7
HYD_CO_0922,Texas City Complex,Hydrocracking Unit (HCU),94.5,6,0
REF_FL_0923,Baytown Refinery,Reformer Unit,95.2,0,3
ALK_AN_0924,Gulf Coast Refinery,Alkylation Unit,96.6,20,8
COK_SA_0925,Texas City Complex,Coker Unit,94.7,13,4
HYD_CO_0926,Baytown Refinery,Hydrotreater,99.1,11,6
ISO_TU_0927,Gulf Coast Refinery,Isomerization Unit,98.7,12,7
CRU_TA_0928,Texas City Complex,Crude Distillation Unit (CDU),99.4,0,1
FLU_FI_0929,Baytown Refinery,Fluid Catalytic Cracking (FCC),95.0,1,1
HYD_DC_0930,Gulf Coast Refinery,Hydrocracking Unit (HCU),94.9,13,7
REF_SA_0931,Texas City Complex,Reformer Unit,97.3,14,8
ALK_FI_0932,Baytown Refinery,Alkylation Unit,94.9,7,0
COK_HM_0933,Gulf Coast Refinery,Coker Unit,98.5,6,1
HYD_HI_0934,Texas City Complex,Hydrotreater,98.0,8,5
ISO_VF_0935,Baytown Refinery,Isomerization Unit,97.0,10,7
CRU_SM_0936,Gulf Coast Refinery,Crude Distillation Unit (CDU),94.5,16,3
FLU_CO_0937,Texas City Complex,Fluid Catalytic Cracking (FCC),98.2,9,4
HYD_FL_0938,Baytown Refinery,Hydrocracking Unit (HCU),96.2,19,7
REF_AN_0939,Gulf Coast Refinery,Reformer Unit,98.0,0,2
ALK_SA_0940,Texas City Complex,Alkylation Unit,96.7,12,0
COK_CO_0941,Baytown Refinery,Coker Unit,94.9,0,5
HYD_TU_0942,Gulf Coast Refinery,Hydrotreater,95.1,9,0
ISO_TA_0943,Texas City Complex,Isomerization Unit,99.9,4,6
CRU_FI_0944,Baytown Refinery,Crude Distillation Unit (CDU),94.2,8,5
FLU_DC_0945,Gulf Coast Refinery,Fluid Catalytic Cracking (FCC),97.5,17,4
HYD_SA_0946,Texas City Complex,Hydrocracking Unit (HCU),99.7,13,3
REF_FI_0947,Baytown Refinery,Reformer Unit,94.9,8,6
ALK_HM_0948,Gulf Coast Refinery,Alkylation Unit,97.5,0,6
COK_HI_0949,Texas City Complex,Coker Unit,95.8,11,2
HYD_VF_0950,Baytown Refinery,Hydrotreater,95.1,12,8
ISO_SM_0951,Gulf Coast Refinery,Isomerization Unit,99.0,2,2
CRU_CO_0952,Texas City Complex,Crude Distillation Unit (CDU),96.2,13,8
FLU_FL_0953,Baytown Refinery,Fluid Catalytic Cracking (FCC),97.7,3,7
HYD_AN_0954,Gulf Coast Refinery,Hydrocracking Unit (HCU),96.2,1,3
REF_SA_0955,Texas City Complex,Reformer Unit,99.6,19,5
ALK_CO_0956,Baytown Refinery,Alkylation Unit,94.2,12,4
COK_TU_0957,Gulf Coast Refinery,Coker Unit,98.6,11,6
HYD_TA_0958,Texas City Complex,Hydrotreater,97.2,13,6
ISO_FI_0959,Baytown Refinery,Isomerization Unit,99.3,19,5
CRU_DC_0960,Gulf Coast Refinery,Crude Distillation Unit (CDU),99.1,10,7
FLU_SA_0961,Texas City Complex,Fluid Catalytic Cracking (FCC),98.6,14,8
HYD_FI_0962,Baytown Refinery,Hydrocracking Unit (HCU),95.4,0,1
REF_HM_0963,Gulf Coast Refinery,Reformer Unit,95.5,14,2
ALK_HI_0964,Texas City Complex,Alkylation Unit,95.5,10,3
COK_VF_0965,Baytown Refinery,Coker Unit,99.7,11,1
HYD_SM_0966,Gulf Coast Refinery,Hydrotreater,95.9,14,8
ISO_CO_0967,Texas City Complex,Isomerization Unit,96.6,19,5
CRU_FL_0968,Baytown Refinery,Crude Distillation Unit (CDU),99.9,0,7
FLU_AN_0969,Gulf Coast Refinery,Fluid Catalytic Cracking (FCC),94.6,13,8
HYD_SA_0970,Texas City Complex,Hydrocracking Unit (HCU),98.9,10,2
REF_CO_0971,Baytown Refinery,Reformer Unit,95.4,15,1
ALK_TU_0972,Gulf Coast Refinery,Alkylation Unit,97.0,5,7
COK_TA_0973,Texas City Complex,Coker Unit,98.4,3,8
HYD_FI_0974,Baytown Refinery,Hydrotreater,99.0,7,7
ISO_DC_0975,Gulf Coast Refinery,Isomerization Unit,95.7,14,6
CRU_SA_0976,Texas City Complex,Crude Distillation Unit (CDU),98.9,8,4
FLU_FI_0977,Baytown Refinery,Fluid Catalytic Cracking (FCC),96.4,18,2
HYD_HM_0978,Gulf Coast Refinery,Hydrocracking Unit (HCU),98.5,5,3
REF_HI_0979,Texas City Complex,Reformer Unit,96.5,0,1
ALK_VF_0980,Baytown Refinery,Alkylation Unit,95.4,13,5
COK_SM_0981,Gulf Coast Refinery,Coker Unit,98.3,3,6
HYD_CO_0982,Texas City Complex,Hydrotreater,95.3,7,2
ISO_FL_0983,Baytown Refinery,Isomerization Unit,96.1,4,0
CRU_AN_0984,Gulf Coast Refinery,Crude Distillation Unit (CDU),96.9,6,8
FLU_SA_0985,Texas City Complex,Fluid Catalytic Cracking (FCC),94.0,13,1
HYD_CO_0986,Baytown Refinery,Hydrocracking Unit (HCU),96.0,8,1
REF_TU_0987,Gulf Coast Refinery,Reformer Unit,100.0,15,7
ALK_TA_0988,Texas City Complex,Alkylation Unit,98.2,3,4
COK_FI_0989,Baytown Refinery,Coker Unit,97.6,0,1
HYD_DC_0990,Gulf Coast Refinery,Hydrotreater,97.5,7,7
ISO_SA_0991,Texas City Complex,Isomerization Unit,98.4,15,2
CRU_FI_0992,Baytown Refinery,Crude Distillation Unit (CDU),98.0,5,3
FLU_HM_0993,Gulf Coast Refinery,Fluid Catalytic Cracking (FCC),98.7,11,3
HYD_HI_0994,Texas City Complex,Hydrocracking Unit (HCU),99.6,13,3
REF_VF_0995,Baytown Refinery,Reformer Unit,99.6,2,3
ALK_SM_0996,Gulf Coast Refinery,Alkylation Unit,98.6,1,1
COK_CO_0997,Texas City Complex,Coker Unit,95.5,10,8
HYD_FL_0998,Baytown Refinery,Hydrotreater,94.6,8,4
ISO_AN_0999,Gulf Coast Refinery,Isomerization Unit,96.1,13,7
CRU_SA_1000,Texas City Complex,Crude Distillation Unit (CDU),99.9,13,4
FLU_CO_1001,Baytown Refinery,Fluid Catalytic Cracking (FCC),94.0,10,6
HYD_TU_1002,Gulf Coast Refinery,Hydrocracking Unit (HCU),97.9,14,7
REF_TA_1003,Texas City Complex,Reformer Unit,95.2,6,2
ALK_FI_1004,Baytown Refinery,Alkylation Unit,98.9,10,6
COK_DC_1005,Gulf Coast Refinery,Coker Unit,94.6,17,5
HYD_SA_1006,Texas City Complex,Hydrotreater,96.6,5,1
ISO_FI_1007,Baytown Refinery,Isomerization Unit,97.5,10,1
CRU_HM_1008,Gulf Coast Refinery,Crude Distillation Unit (CDU),94.2,4,7
FLU_HI_1009,Texas City Complex,Fluid Catalytic Cracking (FCC),96.6,13,5
HYD_VF_1010,Baytown Refinery,Hydrocracking Unit (HCU),99.2,7,0
REF_SM_1011,Gulf Coast Refinery,Reformer Unit,95.3,20,2
ALK_CO_1012,Texas City Complex,Alkylation Unit,94.5,5,7
COK_FL_1013,Baytown Refinery,Coker Unit,99.7,6,5
HYD_AN_1014,Gulf Coast Refinery,Hydrotreater,97.5,17,4
ISO_SA_1015,Texas City Complex,Isomerization Unit,95.3,3,7
CRU_CO_1016,Baytown Refinery,Crude Distillation Unit (CDU),99.0,8,6
FLU_TU_1017,Gulf Coast Refinery,Fluid Catalytic Cracking (FCC),94.7,18,2
HYD_TA_1018,Texas City Complex,Hydrocracking Unit (HCU),97.5,13,5
REF_FI_1019,Baytown Refinery,Reformer Unit,95.4,6,2
ALK_DC_1020,Gulf Coast Refinery,Alkylation Unit,96.8,7,2
COK_SA_1021,Texas City Complex,Coker Unit,95.2,9,2
HYD_FI_1022,Baytown Refinery,Hydrotreater,98.3,13,8
ISO_HM_1023,Gulf Coast Refinery,Isomerization Unit,94.5,3,3
CRU_HI_1024,Texas City Complex,Crude Distillation Unit (CDU),95.4,12,6
FLU_VF_1025,Baytown Refinery,Fluid Catalytic Cracking (FCC),96.2,14,7
HYD_SM_1026,Gulf Coast Refinery,Hydrocracking Unit (HCU),99.4,9,5
REF_CO_1027,Texas City Complex,Reformer Unit,97.6,11,3
ALK_FL_1028,Baytown Refinery,Alkylation Unit,95.0,12,2
COK_AN_1029,Gulf Coast Refinery,Coker Unit,98.7,4,8
HYD_SA_1030,Texas City Complex,Hydrotreater,99.3,9,2
ISO_CO_1031,Baytown Refinery,Isomerization Unit,97.3,3,3
CRU_TU_1032,Gulf Coast Refinery,Crude Distillation Unit (CDU),94.3,8,1
FLU_TA_1033,Texas City Complex,Fluid Catalytic Cracking (FCC),94.6,1,1
HYD_FI_1034,Baytown Refinery,Hydrocracking Unit (HCU),94.6,11,7
REF_DC_1035,Gulf Coast Refinery,Reformer Unit,94.4,7,3
ALK_SA_1036,Texas City Complex,Alkylation Unit,97.0,9,3
COK_FI_1037,Baytown Refinery,Coker Unit,95.6,13,3
HYD_HM_1038,Gulf Coast Refinery,Hydrotreater,96.6,12,0
ISO_HI_1039,Texas City Complex,Isomerization Unit,94.2,11,2
CRU_VF_1040,Baytown Refinery,Crude Distillation Unit (CDU),97.2,17,1
FLU_SM_1041,Gulf Coast Refinery,Fluid Catalytic Cracking (FCC),97.4,9,7
HYD_CO_1042,Texas City Complex,Hydrocracking Unit (HCU),96.6,17,3
REF_FL_1043,Baytown Refinery,Reformer Unit,96.0,8,6
ALK_AN_1044,Gulf Coast Refinery,Alkylation Unit,95.6,16,5
COK_SA_1045,Texas City Complex,Coker Unit,95.9,16,3
HYD_CO_1046,Baytown Refinery,Hydrotreater,94.9,14,3
ISO_TU_1047,Gulf Coast Refinery,Isomerization Unit,99.9,6,6
CRU_TA_1048,Texas City Complex,Crude Distillation Unit (CDU),98.9,12,1
FLU_FI_1049,Baytown Refinery,Fluid Catalytic Cracking (FCC),98.3,0,5
HYD_DC_1050,Gulf Coast Refinery,Hydrocracking Unit (HCU),97.8,13,3
REF_SA_1051,Texas City Complex,Reformer Unit,96.0,17,3
ALK_FI_1052,Baytown Refinery,Alkylation Unit,95.1,13,4
COK_HM_1053,Gulf Coast Refinery,Coker Unit,99.0,12,7
HYD_HI_1054,Texas City Complex,Hydrotreater,100.0,6,3
ISO_VF_1055,Baytown Refinery,Isomerization Unit,98.2,0,1
CRU_SM_1056,Gulf Coast Refinery,Crude Distillation Unit (CDU),97.8,13,8
FLU_CO_1057,Texas City Complex,Fluid Catalytic Cracking (FCC),98.3,0,4
HYD_FL_1058,Baytown Refinery,Hydrocracking Unit (HCU),95.1,0,3
REF_AN_1059,Gulf Coast Refinery,Reformer Unit,96.2,1,5
ALK_SA_1060,Texas City Complex,Alkylation Unit,94.2,17,6
COK_CO_1061,Baytown Refinery,Coker Unit,98.1,12,0
HYD_TU_1062,Gulf Coast Refinery,Hydrotreater,97.7,16,7
ISO_TA_1063,Texas City Complex,Isomerization Unit,96.4,2,8
CRU_FI_1064,Baytown Refinery,Crude Distillation Unit (CDU),94.9,4,2
FLU_DC_1065,Gulf Coast Refinery,Fluid Catalytic Cracking (FCC),96.0,9,2
HYD_SA_1066,Texas City Complex,Hydrocracking Unit (HCU),99.1,16,4
REF_FI_1067,Baytown Refinery,Reformer Unit,94.3,10,5
ALK_HM_1068,Gulf Coast Refinery,Alkylation Unit,97.7,4,6
COK_HI_1069,Texas City Complex,Coker Unit,94.8,16,8
HYD_VF_1070,Baytown Refinery,Hydrotreater,97.1,3,1
ISO_SM_1071,Gulf Coast Refinery,Isomerization Unit,95.2,0,1
CRU_CO_1072,Texas City Complex,Crude Distillation Unit (CDU),96.1,18,7
FLU_FL_1073,Baytown Refinery,Fluid Catalytic Cracking (FCC),98.3,10,2
HYD_AN_1074,Gulf Coast Refinery,Hydrocracking Unit (HCU),96.9,10,1
REF_SA_1075,Texas City Complex,Reformer Unit,94.3,18,3
ALK_CO_1076,Baytown Refinery,Alkylation Unit,98.6,5,6
COK_TU_1077,Gulf Coast Refinery,Coker Unit,99.1,13,6
HYD_TA_1078,Texas City Complex,Hydrotreater,97.6,5,6
ISO_FI_1079,Baytown Refinery,Isomerization Unit,99.7,2,1
CRU_DC_1080,Gulf Coast Refinery,Crude Distillation Unit (CDU),96.1,18,6
FLU_SA_1081,Texas City Complex,Fluid Catalytic Cracking (FCC),95.4,15,8
