tag_id,plant,plant_code,unit,unit_code,area,device_type,security_tier,criticality,manufacturer,model,serial_number,description,location,installation_date,expected_ip,expected_protocol,vlan,safety_system,last_maintenance,warranty_expires
NSS-GEN-3673,North Substation,NSS,Generator,GEN,Generator - Zone 1,DFR,2,Critical,Eaton,EAT-DFR-5095,SN-mk501wwf-BPJAQG,DFR for Generator operations,"Generator, Station 20",2016-07-25,192.169.11.20,HART,110,SIS-GEN,2025-06-22,2028-11-29
NSS-GEN-3674,North Substation,NSS,Generator,GEN,Generator - Zone 2,HMI,1,Critical,ABB,ABB-HMI-9739,SN-mk501wwf-UEKUL3,HMI for Generator operations,"Generator, Station 1",2022-08-26,192.169.11.21,DNP3,110,SIS-GEN,2025-06-16,2027-01-22
NSS-GEN-3675,North Substation,NSS,Generator,GEN,Generator - Zone 2,Environmental Sensor,2,Critical,Toshiba,TOS-EnvironmentalSensor-1563,SN-mk501wwf-QY8KBK,Environmental Sensor for Generator operations,"Generator, Station 2",2024-03-07,192.169.11.22,Profibus,110,SIS-GEN,2025-04-13,2027-12-20
NSS-GEN-3676,North Substation,NSS,Generator,GEN,Generator - Zone 2,EMS Server,1,Critical,GE,GE-EMSServer-4992,SN-mk501wwf-OPM3IA,EMS Server for Generator operations,"Generator, Station 3",2019-09-05,192.169.11.23,IEC 61850,110,SIS-GEN,2026-01-02,2027-04-23
NSS-GEN-3677,North Substation,NSS,Generator,GEN,Generator - Zone 2,Protection Relay,1,Critical,Siemens,SIE-ProtectionRelay-8761,SN-mk501wwf-A4P7N7,Protection Relay for Generator operations,"Generator, Station 4",2017-07-21,192.169.11.24,DNP3,110,SIS-GEN,2025-03-04,2028-03-31
NSS-GEN-3678,North Substation,NSS,Generator,GEN,Generator - Zone 2,HMI,1,Critical,GE,GE-HMI-5604,SN-mk501wwf-9FK29U,HMI for Generator operations,"Generator, Station 5",2023-12-23,192.169.11.25,Modbus TCP,110,SIS-GEN,2025-06-30,2027-02-06
NSS-GEN-3679,North Substation,NSS,Generator,GEN,Generator - Zone 2,Protection Relay,1,Critical,ABB,ABB-ProtectionRelay-9535,SN-mk501wwf-KS63LQ,Protection Relay for Generator operations,"Generator, Station 6",2024-11-02,192.169.11.26,IEC 61850,110,SIS-GEN,2025-01-19,2027-05-29
NSS-GEN-3680,North Substation,NSS,Generator,GEN,Generator - Zone 2,Voltage Transformer,2,Critical,Eaton,EAT-VoltageTransformer-1657,SN-mk501wwf-TUPZZH,Voltage Transformer for Generator operations,"Generator, Station 7",2016-03-08,192.169.11.27,Foundation Fieldbus,110,SIS-GEN,2025-06-24,2026-03-17
NSS-GEN-3681,North Substation,NSS,Generator,GEN,Generator - Zone 2,Protection Relay,1,Critical,GE,GE-ProtectionRelay-4185,SN-mk501wwf-J8XX0U,Protection Relay for Generator operations,"Generator, Station 8",2017-11-25,192.169.11.28,DNP3,110,SIS-GEN,2025-06-15,2028-07-04
NSS-GEN-3682,North Substation,NSS,Generator,GEN,Generator - Zone 2,Phasor Measurement Unit,1,Critical,Siemens,SIE-PhasorMeasurementUnit-9075,SN-mk501wwf-OLVG4J,Phasor Measurement Unit for Generator operations,"Generator, Station 9",2021-09-05,192.169.11.29,Ethernet/IP,110,SIS-GEN,2025-10-01,2028-12-24
NSS-GEN-3683,North Substation,NSS,Generator,GEN,Generator - Zone 2,Metering Unit,2,Critical,GE,GE-MeteringUnit-9112,SN-mk501wwf-8JPXJJ,Metering Unit for Generator operations,"Generator, Station 10",2016-10-06,192.169.11.30,Modbus,110,SIS-GEN,2025-07-19,2027-03-21
NSS-GEN-3684,North Substation,NSS,Generator,GEN,Generator - Zone 2,Voltage Transformer,2,Critical,SEL,SEL-VoltageTransformer-2953,SN-mk501wwf-7X3NJK,Voltage Transformer for Generator operations,"Generator, Station 11",2024-10-19,192.169.11.31,Modbus,110,SIS-GEN,2025-11-21,2026-09-15
NSS-GEN-3685,North Substation,NSS,Generator,GEN,Generator - Zone 2,Protection Relay,1,Critical,GE,GE-ProtectionRelay-7248,SN-mk501wwf-NVIB1Y,Protection Relay for Generator operations,"Generator, Station 12",2019-03-18,192.169.11.32,Modbus TCP,110,SIS-GEN,2025-07-17,2026-03-18
NSS-GEN-3686,North Substation,NSS,Generator,GEN,Generator - Zone 2,Phasor Measurement Unit,1,Critical,Schneider,SCH-PhasorMeasurementUnit-9227,SN-mk501wwf-2VRLR5,Phasor Measurement Unit for Generator operations,"Generator, Station 13",2022-08-29,192.169.11.33,Ethernet/IP,110,SIS-GEN,2025-10-23,2026-10-16
NSS-GEN-3687,North Substation,NSS,Generator,GEN,Generator - Zone 2,Protection Relay,1,Critical,Hitachi,HIT-ProtectionRelay-4191,SN-mk501wwf-1EPRO6,Protection Relay for Generator operations,"Generator, Station 14",2021-07-04,192.169.11.34,DNP3,110,SIS-GEN,2025-04-03,2027-07-27
NSS-GEN-3688,North Substation,NSS,Generator,GEN,Generator - Zone 2,SCADA RTU,1,Critical,ABB,ABB-SCADARTU-4073,SN-mk501wwf-Q6LKSP,SCADA RTU for Generator operations,"Generator, Station 15",2019-06-17,192.169.11.35,Ethernet/IP,110,SIS-GEN,2025-09-03,2027-06-09
NSS-GEN-3689,North Substation,NSS,Generator,GEN,Generator - Zone 2,Disconnect Switch,2,Critical,Siemens,SIE-DisconnectSwitch-1988,SN-mk501wwf-YTWQLS,Disconnect Switch for Generator operations,"Generator, Station 16",2022-01-01,192.169.11.36,Modbus,110,SIS-GEN,2025-03-27,2028-01-14
NSS-GEN-3690,North Substation,NSS,Generator,GEN,Generator - Zone 2,Metering Unit,2,Critical,GE,GE-MeteringUnit-7928,SN-mk501wwf-T2UYBC,Metering Unit for Generator operations,"Generator, Station 17",2024-06-24,192.169.11.37,Foundation Fieldbus,110,SIS-GEN,2025-08-24,2027-05-10
NSS-GEN-3691,North Substation,NSS,Generator,GEN,Generator - Zone 2,SCADA RTU,1,Critical,Hitachi,HIT-SCADARTU-5815,SN-mk501wwf-KBTQVF,SCADA RTU for Generator operations,"Generator, Station 18",2021-06-07,192.169.11.38,OPC UA,110,SIS-GEN,2025-01-15,2028-11-12
NSS-GEN-3692,North Substation,NSS,Generator,GEN,Generator - Zone 2,Capacitor Bank Controller,2,Critical,GE,GE-CapacitorBankController-1495,SN-mk501wwf-3ULB2P,Capacitor Bank Controller for Generator operations,"Generator, Station 19",2025-09-30,192.169.11.39,Modbus,110,SIS-GEN,2025-05-25,2026-04-12
NSS-GEN-3693,North Substation,NSS,Generator,GEN,Generator - Zone 2,SCADA RTU,1,Critical,GE,GE-SCADARTU-7556,SN-mk501wwf-APQRD6,SCADA RTU for Generator operations,"Generator, Station 20",2018-12-12,192.169.11.40,Ethernet/IP,110,SIS-GEN,2025-03-11,2026-03-28
NSS-GEN-3694,North Substation,NSS,Generator,GEN,Generator - Zone 3,Phasor Measurement Unit,1,Critical,Toshiba,TOS-PhasorMeasurementUnit-2165,SN-mk501wwf-D7ZBP6,Phasor Measurement Unit for Generator operations,"Generator, Station 1",2020-04-08,192.169.11.41,OPC UA,110,SIS-GEN,2025-06-02,2028-02-29
NSS-GEN-3695,North Substation,NSS,Generator,GEN,Generator - Zone 3,Phasor Measurement Unit,1,Critical,Schneider,SCH-PhasorMeasurementUnit-8033,SN-mk501wwf-IJROPN,Phasor Measurement Unit for Generator operations,"Generator, Station 2",2016-01-21,192.169.11.42,Modbus TCP,110,SIS-GEN,2025-08-23,2027-11-05
NSS-GEN-3696,North Substation,NSS,Generator,GEN,Generator - Zone 3,HMI,1,Critical,GE,GE-HMI-8628,SN-mk501wwf-C9BGOL,HMI for Generator operations,"Generator, Station 3",2017-02-27,192.169.11.43,DNP3,110,SIS-GEN,2025-08-31,2027-01-17
NSS-GEN-3697,North Substation,NSS,Generator,GEN,Generator - Zone 3,Disconnect Switch,2,Critical,Schneider,SCH-DisconnectSwitch-8626,SN-mk501wwf-IL9LGE,Disconnect Switch for Generator operations,"Generator, Station 4",2021-10-09,192.169.11.44,Foundation Fieldbus,110,SIS-GEN,2025-06-28,2026-01-29
NSS-GEN-3698,North Substation,NSS,Generator,GEN,Generator - Zone 3,Circuit Breaker,2,Critical,Toshiba,TOS-CircuitBreaker-9672,SN-mk501wwf-3REPD6,Circuit Breaker for Generator operations,"Generator, Station 5",2022-07-26,192.169.11.45,Foundation Fieldbus,110,SIS-GEN,2025-12-11,2028-12-17
NSS-GEN-3699,North Substation,NSS,Generator,GEN,Generator - Zone 3,Protection Relay,1,Critical,SEL,SEL-ProtectionRelay-4285,SN-mk501wwf-TUVUWU,Protection Relay for Generator operations,"Generator, Station 6",2024-03-06,192.169.11.46,Modbus TCP,110,SIS-GEN,2025-05-25,2026-02-01
NSS-GEN-3700,North Substation,NSS,Generator,GEN,Generator - Zone 3,Battery Monitor,2,Critical,Eaton,EAT-BatteryMonitor-7011,SN-mk501wwf-5GA06P,Battery Monitor for Generator operations,"Generator, Station 7",2016-02-27,192.169.11.47,HART,110,SIS-GEN,2025-05-12,2028-03-27
NSS-GEN-3701,North Substation,NSS,Generator,GEN,Generator - Zone 3,EMS Server,1,Critical,GE,GE-EMSServer-8259,SN-mk501wwf-BREYWE,EMS Server for Generator operations,"Generator, Station 8",2021-07-07,192.169.11.48,IEC 61850,110,SIS-GEN,2025-02-15,2026-02-22
NSS-GEN-3702,North Substation,NSS,Generator,GEN,Generator - Zone 3,Current Transformer,2,Critical,Schneider,SCH-CurrentTransformer-2293,SN-mk501wwf-YFVJ83,Current Transformer for Generator operations,"Generator, Station 9",2019-07-08,192.169.11.49,Modbus,110,SIS-GEN,2025-05-12,2028-09-28
NSS-GEN-3703,North Substation,NSS,Generator,GEN,Generator - Zone 3,Battery Monitor,2,Critical,Eaton,EAT-BatteryMonitor-1466,SN-mk501wwf-NZU8IS,Battery Monitor for Generator operations,"Generator, Station 10",2025-12-30,192.169.11.50,Foundation Fieldbus,110,SIS-GEN,2025-04-11,2026-01-09
NSS-GEN-3704,North Substation,NSS,Generator,GEN,Generator - Zone 3,HMI,1,Critical,Toshiba,TOS-HMI-7916,SN-mk501wwf-3MPMH5,HMI for Generator operations,"Generator, Station 11",2025-07-07,192.169.11.51,Modbus TCP,110,SIS-GEN,2025-12-22,2027-11-28
NSS-GEN-3705,North Substation,NSS,Generator,GEN,Generator - Zone 3,Voltage Transformer,2,Critical,Toshiba,TOS-VoltageTransformer-8822,SN-mk501wwf-JC4315,Voltage Transformer for Generator operations,"Generator, Station 12",2025-05-23,192.169.11.52,Modbus,110,SIS-GEN,2025-10-26,2026-08-10
NSS-GEN-3706,North Substation,NSS,Generator,GEN,Generator - Zone 3,Current Transformer,2,Critical,Hitachi,HIT-CurrentTransformer-1731,SN-mk501wwf-X9CR9W,Current Transformer for Generator operations,"Generator, Station 13",2020-07-10,192.169.11.53,HART,110,SIS-GEN,2025-08-01,2028-10-12
NSS-GEN-3707,North Substation,NSS,Generator,GEN,Generator - Zone 3,IED,1,Critical,Siemens,SIE-IED-8247,SN-mk501wwf-MT9CW9,IED for Generator operations,"Generator, Station 14",2024-06-05,192.169.11.54,DNP3,110,SIS-GEN,2025-11-02,2026-10-23
NSS-GEN-3708,North Substation,NSS,Generator,GEN,Generator - Zone 3,Tap Changer Controller,2,Critical,Schneider,SCH-TapChangerController-8607,SN-mk501wwf-4C8C1A,Tap Changer Controller for Generator operations,"Generator, Station 15",2025-10-12,192.169.11.55,Modbus,110,SIS-GEN,2025-09-24,2028-06-29
NSS-GEN-3709,North Substation,NSS,Generator,GEN,Generator - Zone 3,Battery Monitor,2,Critical,Toshiba,TOS-BatteryMonitor-4134,SN-mk501wwf-0IHLCL,Battery Monitor for Generator operations,"Generator, Station 16",2019-08-22,192.169.11.56,Foundation Fieldbus,110,SIS-GEN,2025-11-06,2027-07-05
NSS-GEN-3710,North Substation,NSS,Generator,GEN,Generator - Zone 3,Capacitor Bank Controller,2,Critical,Hitachi,HIT-CapacitorBankController-1636,SN-mk501wwf-6ED9UC,Capacitor Bank Controller for Generator operations,"Generator, Station 17",2023-09-06,192.169.11.57,Profibus,110,SIS-GEN,2025-05-15,2026-08-12
NSS-GEN-3711,North Substation,NSS,Generator,GEN,Generator - Zone 3,Metering Unit,2,Critical,Siemens,SIE-MeteringUnit-2310,SN-mk501wwf-8DB8Z1,Metering Unit for Generator operations,"Generator, Station 18",2019-09-20,192.169.11.58,Profibus,110,SIS-GEN,2025-01-27,2027-09-13
NSS-GEN-3712,North Substation,NSS,Generator,GEN,Generator - Zone 3,Metering Unit,2,Critical,Siemens,SIE-MeteringUnit-1334,SN-mk501wwf-ZTD2FX,Metering Unit for Generator operations,"Generator, Station 19",2024-10-01,192.169.11.59,HART,110,SIS-GEN,2025-07-22,2026-08-31
NSS-GEN-3713,North Substation,NSS,Generator,GEN,Generator - Zone 3,Metering Unit,2,Critical,Siemens,SIE-MeteringUnit-8367,SN-mk501wwf-0CGJ43,Metering Unit for Generator operations,"Generator, Station 20",2024-02-02,192.169.11.60,HART,110,SIS-GEN,2025-04-27,2028-09-10
NSS-GEN-3714,North Substation,NSS,Generator,GEN,Generator - Zone 4,Voltage Transformer,2,Critical,Schneider,SCH-VoltageTransformer-7890,SN-mk501wwf-XGDGSU,Voltage Transformer for Generator operations,"Generator, Station 1",2021-12-13,192.169.11.61,Modbus,110,SIS-GEN,2025-01-18,2028-11-23
NSS-GEN-3715,North Substation,NSS,Generator,GEN,Generator - Zone 4,Voltage Transformer,2,Critical,Hitachi,HIT-VoltageTransformer-5817,SN-mk501wwf-8MU7ZB,Voltage Transformer for Generator operations,"Generator, Station 2",2018-11-14,192.169.11.62,Foundation Fieldbus,110,SIS-GEN,2025-10-06,2026-05-26
NSS-GEN-3716,North Substation,NSS,Generator,GEN,Generator - Zone 4,Environmental Sensor,2,Critical,GE,GE-EnvironmentalSensor-7170,SN-mk501wwf-NQITK4,Environmental Sensor for Generator operations,"Generator, Station 3",2019-03-21,192.169.11.63,Profibus,110,SIS-GEN,2025-06-23,2027-07-11
NSS-GEN-3717,North Substation,NSS,Generator,GEN,Generator - Zone 4,Tap Changer Controller,2,Critical,Eaton,EAT-TapChangerController-8890,SN-mk501wwf-9QXWNI,Tap Changer Controller for Generator operations,"Generator, Station 4",2024-11-26,192.169.11.64,HART,110,SIS-GEN,2025-06-04,2028-04-12
NSS-GEN-3718,North Substation,NSS,Generator,GEN,Generator - Zone 4,Current Transformer,2,Critical,Eaton,EAT-CurrentTransformer-6440,SN-mk501wwf-85UQZY,Current Transformer for Generator operations,"Generator, Station 5",2019-03-31,192.169.11.65,HART,110,SIS-GEN,2025-03-28,2028-10-29
NSS-GEN-3719,North Substation,NSS,Generator,GEN,Generator - Zone 4,IED,1,Critical,Hitachi,HIT-IED-4082,SN-mk501wwf-78TENK,IED for Generator operations,"Generator, Station 6",2016-03-17,192.169.11.66,Ethernet/IP,110,SIS-GEN,2025-06-04,2026-04-25
NSS-GEN-3720,North Substation,NSS,Generator,GEN,Generator - Zone 4,Disconnect Switch,2,Critical,Toshiba,TOS-DisconnectSwitch-8320,SN-mk501wwf-JCLRKD,Disconnect Switch for Generator operations,"Generator, Station 7",2016-09-08,192.169.11.67,HART,110,SIS-GEN,2025-03-03,2028-05-06
NSS-GEN-3721,North Substation,NSS,Generator,GEN,Generator - Zone 4,Metering Unit,2,Critical,Siemens,SIE-MeteringUnit-4752,SN-mk501wwf-Y35AWW,Metering Unit for Generator operations,"Generator, Station 8",2019-10-01,192.169.11.68,Profibus,110,SIS-GEN,2025-02-01,2028-06-30
NSS-GEN-3722,North Substation,NSS,Generator,GEN,Generator - Zone 4,Voltage Transformer,2,Critical,Schneider,SCH-VoltageTransformer-9821,SN-mk501wwf-RGW48H,Voltage Transformer for Generator operations,"Generator, Station 9",2017-03-12,192.169.11.69,Modbus,110,SIS-GEN,2025-03-10,2026-05-01
NSS-GEN-3723,North Substation,NSS,Generator,GEN,Generator - Zone 4,Protection Relay,1,Critical,Toshiba,TOS-ProtectionRelay-9702,SN-mk501wwf-LMA0RY,Protection Relay for Generator operations,"Generator, Station 10",2016-02-28,192.169.11.70,DNP3,110,SIS-GEN,2025-04-14,2028-06-22
NSS-GEN-3724,North Substation,NSS,Generator,GEN,Generator - Zone 4,Circuit Breaker,2,Critical,SEL,SEL-CircuitBreaker-8854,SN-mk501wwf-JAT4AH,Circuit Breaker for Generator operations,"Generator, Station 11",2020-12-11,192.169.11.71,Modbus,110,SIS-GEN,2025-06-07,2027-11-29
NSS-GEN-3725,North Substation,NSS,Generator,GEN,Generator - Zone 4,Environmental Sensor,2,Critical,Siemens,SIE-EnvironmentalSensor-5485,SN-mk501wwf-RVRF85,Environmental Sensor for Generator operations,"Generator, Station 12",2020-08-06,192.169.11.72,Modbus,110,SIS-GEN,2025-03-31,2027-12-25
NSS-GEN-3726,North Substation,NSS,Generator,GEN,Generator - Zone 4,Disconnect Switch,2,Critical,ABB,ABB-DisconnectSwitch-2499,SN-mk501wwf-5IWI6V,Disconnect Switch for Generator operations,"Generator, Station 13",2023-10-01,192.169.11.73,Foundation Fieldbus,110,SIS-GEN,2025-06-21,2027-03-07
NSS-GEN-3727,North Substation,NSS,Generator,GEN,Generator - Zone 4,Current Transformer,2,Critical,Hitachi,HIT-CurrentTransformer-2713,SN-mk501wwf-YN2M3B,Current Transformer for Generator operations,"Generator, Station 14",2017-07-23,192.169.11.74,Modbus,110,SIS-GEN,2025-05-24,2028-03-27
NSS-GEN-3728,North Substation,NSS,Generator,GEN,Generator - Zone 4,Current Transformer,2,Critical,Hitachi,HIT-CurrentTransformer-8509,SN-mk501wwf-BNUVQW,Current Transformer for Generator operations,"Generator, Station 15",2023-06-22,192.169.11.75,HART,110,SIS-GEN,2025-10-16,2028-10-21
NSS-GEN-3729,North Substation,NSS,Generator,GEN,Generator - Zone 4,EMS Server,1,Critical,GE,GE-EMSServer-6353,SN-mk501wwf-0W3OIU,EMS Server for Generator operations,"Generator, Station 16",2016-06-21,192.169.11.76,Ethernet/IP,110,SIS-GEN,2025-12-03,2027-12-29
NSS-GEN-3730,North Substation,NSS,Generator,GEN,Generator - Zone 4,Environmental Sensor,2,Critical,SEL,SEL-EnvironmentalSensor-7759,SN-mk501wwf-U83AI4,Environmental Sensor for Generator operations,"Generator, Station 17",2019-06-17,192.169.11.77,Modbus,110,SIS-GEN,2025-01-27,2027-11-27
NSS-GEN-3731,North Substation,NSS,Generator,GEN,Generator - Zone 4,HMI,1,Critical,Eaton,EAT-HMI-6697,SN-mk501wwf-Y72EES,HMI for Generator operations,"Generator, Station 18",2019-01-21,192.169.11.78,IEC 61850,110,SIS-GEN,2025-07-27,2028-07-30
NSS-GEN-3732,North Substation,NSS,Generator,GEN,Generator - Zone 4,Manual Indicator,3,Critical,Siemens,SIE-ManualIndicator-3305,SN-mk501wwf-C998V6,Manual Indicator for Generator operations,"Generator, Station 19",2025-05-19,,,110,SIS-GEN,2025-04-08,2028-05-17
NSS-GEN-3733,North Substation,NSS,Generator,GEN,Generator - Zone 4,Battery Monitor,2,Critical,Eaton,EAT-BatteryMonitor-7128,SN-mk501wwf-CFOW0M,Battery Monitor for Generator operations,"Generator, Station 20",2017-11-20,192.169.11.80,HART,110,SIS-GEN,2025-04-20,2027-07-14
NSS-GEN-3734,North Substation,NSS,Generator,GEN,Generator - Zone 5,Tap Changer Controller,2,Critical,GE,GE-TapChangerController-7753,SN-mk501wwf-41WS0E,Tap Changer Controller for Generator operations,"Generator, Station 1",2018-04-14,192.169.11.81,Foundation Fieldbus,110,SIS-GEN,2025-09-30,2026-10-06
NSS-GEN-3735,North Substation,NSS,Generator,GEN,Generator - Zone 5,Current Transformer,2,Critical,Hitachi,HIT-CurrentTransformer-4751,SN-mk501wwf-GJ6VQB,Current Transformer for Generator operations,"Generator, Station 2",2022-09-10,192.169.11.82,HART,110,SIS-GEN,2025-04-26,2026-01-28
NSS-GEN-3736,North Substation,NSS,Generator,GEN,Generator - Zone 5,IED,1,Critical,GE,GE-IED-1416,SN-mk501wwf-M1S09O,IED for Generator operations,"Generator, Station 3",2019-11-13,192.169.11.83,Modbus TCP,110,SIS-GEN,2025-10-02,2027-01-11
NSS-GEN-3737,North Substation,NSS,Generator,GEN,Generator - Zone 5,Environmental Sensor,2,Critical,Toshiba,TOS-EnvironmentalSensor-9633,SN-mk501wwf-2DZFXB,Environmental Sensor for Generator operations,"Generator, Station 4",2021-10-18,192.169.11.84,Profibus,110,SIS-GEN,2025-02-02,2026-02-19
NSS-GEN-3738,North Substation,NSS,Generator,GEN,Generator - Zone 5,Phasor Measurement Unit,1,Critical,SEL,SEL-PhasorMeasurementUnit-6960,SN-mk501wwf-LPAT9V,Phasor Measurement Unit for Generator operations,"Generator, Station 5",2017-06-08,192.169.11.85,IEC 61850,110,SIS-GEN,2025-04-13,2026-04-15
NSS-GEN-3739,North Substation,NSS,Generator,GEN,Generator - Zone 5,Current Transformer,2,Critical,ABB,ABB-CurrentTransformer-6185,SN-mk501wwf-OYFNVN,Current Transformer for Generator operations,"Generator, Station 6",2022-10-26,192.169.11.86,HART,110,SIS-GEN,2025-08-05,2027-09-22
NSS-GEN-3740,North Substation,NSS,Generator,GEN,Generator - Zone 5,Disconnect Switch,2,Critical,Eaton,EAT-DisconnectSwitch-3581,SN-mk501wwf-USD1T9,Disconnect Switch for Generator operations,"Generator, Station 7",2024-08-22,192.169.11.87,Profibus,110,SIS-GEN,2025-07-11,2027-11-29
NSS-GEN-3741,North Substation,NSS,Generator,GEN,Generator - Zone 5,Manual Indicator,3,Critical,SEL,SEL-ManualIndicator-1094,SN-mk501wwf-237HYH,Manual Indicator for Generator operations,"Generator, Station 8",2025-05-10,,,110,SIS-GEN,2025-10-14,2028-11-23
NSS-GEN-3742,North Substation,NSS,Generator,GEN,Generator - Zone 5,Environmental Sensor,2,Critical,SEL,SEL-EnvironmentalSensor-7238,SN-mk501wwf-7H7D0I,Environmental Sensor for Generator operations,"Generator, Station 9",2024-09-26,192.169.11.89,Foundation Fieldbus,110,SIS-GEN,2025-06-05,2026-07-07
NSS-GEN-3743,North Substation,NSS,Generator,GEN,Generator - Zone 5,Protection Relay,1,Critical,GE,GE-ProtectionRelay-6098,SN-mk501wwf-S9I3XY,Protection Relay for Generator operations,"Generator, Station 10",2019-05-03,192.169.11.90,IEC 61850,110,SIS-GEN,2025-11-28,2026-02-14
NSS-GEN-3744,North Substation,NSS,Generator,GEN,Generator - Zone 5,Manual Indicator,3,Critical,Eaton,EAT-ManualIndicator-8046,SN-mk501wwf-RMJA4Q,Manual Indicator for Generator operations,"Generator, Station 11",2018-07-04,,,110,SIS-GEN,2025-11-14,2027-04-01
NSS-GEN-3745,North Substation,NSS,Generator,GEN,Generator - Zone 5,Voltage Transformer,2,Critical,Hitachi,HIT-VoltageTransformer-1940,SN-mk501wwf-T5JZ26,Voltage Transformer for Generator operations,"Generator, Station 12",2016-12-14,192.169.11.92,Modbus,110,SIS-GEN,2025-07-09,2028-11-15
NSS-GEN-3746,North Substation,NSS,Generator,GEN,Generator - Zone 5,Protection Relay,1,Critical,Siemens,SIE-ProtectionRelay-9175,SN-mk501wwf-5M8BIV,Protection Relay for Generator operations,"Generator, Station 13",2025-11-13,192.169.11.93,DNP3,110,SIS-GEN,2025-09-26,2026-03-30
NSS-GEN-3747,North Substation,NSS,Generator,GEN,Generator - Zone 5,Capacitor Bank Controller,2,Critical,SEL,SEL-CapacitorBankController-7978,SN-mk501wwf-ZN96M4,Capacitor Bank Controller for Generator operations,"Generator, Station 14",2019-03-20,192.169.11.94,Modbus,110,SIS-GEN,2025-02-04,2027-11-23
NSS-GEN-3748,North Substation,NSS,Generator,GEN,Generator - Zone 5,HMI,1,Critical,Schneider,SCH-HMI-2845,SN-mk501wwf-VFHZ1H,HMI for Generator operations,"Generator, Station 15",2021-03-23,192.169.11.95,DNP3,110,SIS-GEN,2025-01-21,2027-07-19
NSS-GEN-3749,North Substation,NSS,Generator,GEN,Generator - Zone 5,Environmental Sensor,2,Critical,ABB,ABB-EnvironmentalSensor-7739,SN-mk501wwf-1RS4XL,Environmental Sensor for Generator operations,"Generator, Station 16",2022-07-18,192.169.11.96,Foundation Fieldbus,110,SIS-GEN,2025-07-07,2026-06-05
NSS-GEN-3750,North Substation,NSS,Generator,GEN,Generator - Zone 5,DFR,2,Critical,Eaton,EAT-DFR-1222,SN-mk501wwf-Y0JOCY,DFR for Generator operations,"Generator, Station 17",2025-03-26,192.169.11.97,HART,110,SIS-GEN,2025-01-08,2026-08-03
NSS-GEN-3751,North Substation,NSS,Generator,GEN,Generator - Zone 5,Battery Monitor,2,Critical,GE,GE-BatteryMonitor-7710,SN-mk501wwf-UU7W96,Battery Monitor for Generator operations,"Generator, Station 18",2024-02-12,192.169.11.98,Foundation Fieldbus,110,SIS-GEN,2025-08-15,2027-10-02
NSS-GEN-3752,North Substation,NSS,Generator,GEN,Generator - Zone 5,Metering Unit,2,Critical,Toshiba,TOS-MeteringUnit-7513,SN-mk501wwf-WQT57V,Metering Unit for Generator operations,"Generator, Station 19",2020-09-15,192.169.11.99,HART,110,SIS-GEN,2025-03-26,2026-12-22
NSS-GEN-3753,North Substation,NSS,Generator,GEN,Generator - Zone 5,IED,1,Critical,Hitachi,HIT-IED-8656,SN-mk501wwf-ATOI16,IED for Generator operations,"Generator, Station 20",2019-09-28,192.169.11.100,DNP3,110,SIS-GEN,2025-12-21,2027-11-12
NSS-GEN-3754,North Substation,NSS,Generator,GEN,Generator - Zone 6,SCADA RTU,1,Critical,Schneider,SCH-SCADARTU-8002,SN-mk501wwf-FH40DM,SCADA RTU for Generator operations,"Generator, Station 1",2025-04-09,192.169.11.101,DNP3,110,SIS-GEN,2025-01-29,2027-07-05
NSS-GEN-3755,North Substation,NSS,Generator,GEN,Generator - Zone 6,Manual Indicator,3,Critical,Toshiba,TOS-ManualIndicator-6225,SN-mk501wwf-SSNXNA,Manual Indicator for Generator operations,"Generator, Station 2",2017-09-25,,,110,SIS-GEN,2025-07-27,2027-08-10
NSS-GEN-3756,North Substation,NSS,Generator,GEN,Generator - Zone 6,SCADA RTU,1,Critical,ABB,ABB-SCADARTU-8922,SN-mk501wwf-WCOGH8,SCADA RTU for Generator operations,"Generator, Station 3",2017-05-20,192.169.11.103,IEC 61850,110,SIS-GEN,2025-04-01,2026-09-25
NSS-GEN-3757,North Substation,NSS,Generator,GEN,Generator - Zone 6,HMI,1,Critical,GE,GE-HMI-5330,SN-mk501wwf-POCY3Z,HMI for Generator operations,"Generator, Station 4",2024-01-18,192.169.11.104,Ethernet/IP,110,SIS-GEN,2025-11-01,2028-12-31
NSS-GEN-3758,North Substation,NSS,Generator,GEN,Generator - Zone 6,SCADA RTU,1,Critical,ABB,ABB-SCADARTU-5900,SN-mk501wwf-BY91AK,SCADA RTU for Generator operations,"Generator, Station 5",2020-12-16,192.169.11.105,Modbus TCP,110,SIS-GEN,2025-05-26,2027-02-22
NSS-GEN-3759,North Substation,NSS,Generator,GEN,Generator - Zone 6,Protection Relay,1,Critical,Siemens,SIE-ProtectionRelay-2748,SN-mk501wwf-GN46CH,Protection Relay for Generator operations,"Generator, Station 6",2017-08-24,192.169.11.106,IEC 61850,110,SIS-GEN,2025-02-07,2027-10-14
NSS-GEN-3760,North Substation,NSS,Generator,GEN,Generator - Zone 6,Protection Relay,1,Critical,GE,GE-ProtectionRelay-3458,SN-mk501wwf-UI88W5,Protection Relay for Generator operations,"Generator, Station 7",2022-02-01,192.169.11.107,Modbus TCP,110,SIS-GEN,2025-06-09,2028-06-27
