tag_id,plant,unit,instrument_type,criticality,description,manufacturer,model,location,gmp_critical,fda21cfr11,batch_tracking
"QUA-018","San Diego Biotech","Quality Control Lab","Serialization System","Critical","Serialization System for Quality Control Lab operations","Rockwell","SerializationSystem-6731","Quality Control Lab - Batch 1","true","true","false"
"QUA-019","San Diego Biotech","Quality Control Lab","Temperature Controller","Critical","Temperature Controller for Quality Control Lab operations","Siemens","TemperatureController-6228","Quality Control Lab - Batch 2","true","true","false"
"QUA-020","San Diego Biotech","Quality Control Lab","LIMS","Critical","LIMS for Quality Control Lab operations","Siemens","LIMS-1472","Quality Control Lab - Batch 3","true","true","false"
"QUA-021","San Diego Biotech","Quality Control Lab","SCADA","Critical","SCADA for Quality Control Lab operations","Schneider","SCADA-9641","Quality Control Lab - Batch 8","true","true","false"
"UTI-001","San Diego Biotech","Utilities","Safety PLC","High","Safety PLC for Utilities operations","Emerson","SafetyPLC-7825","Utilities - Batch 9","false","true","false"
"UTI-002","San Diego Biotech","Utilities","PLC","High","PLC for Utilities operations","Emerson","PLC-8558","Utilities - Batch 3","false","true","false"
"UTI-003","San Diego Biotech","Utilities","LIMS","High","LIMS for Utilities operations","Siemens","LIMS-5085","Utilities - Batch 5","false","true","false"
"UTI-004","San Diego Biotech","Utilities","Serialization System","High","Serialization System for Utilities operations","Siemens","SerializationSystem-8975","Utilities - Batch 8","false","true","false"
"UTI-005","San Diego Biotech","Utilities","Environmental Monitor","High","Environmental Monitor for Utilities operations","Schneider","EnvironmentalMonitor-6435","Utilities - Batch 4","false","true","false"
"UTI-006","San Diego Biotech","Utilities","HMI","High","HMI for Utilities operations","Siemens","HMI-3508","Utilities - Batch 4","false","true","false"
"UTI-007","San Diego Biotech","Utilities","Temperature Controller","High","Temperature Controller for Utilities operations","Siemens","TemperatureController-9450","Utilities - Batch 3","false","true","false"
"UTI-008","San Diego Biotech","Utilities","Safety PLC","High","Safety PLC for Utilities operations","Rockwell","SafetyPLC-7298","Utilities - Batch 3","false","true","false"
"UTI-009","San Diego Biotech","Utilities","LIMS","High","LIMS for Utilities operations","Siemens","LIMS-9782","Utilities - Batch 2","false","true","false"
"UTI-010","San Diego Biotech","Utilities","Safety PLC","High","Safety PLC for Utilities operations","Siemens","SafetyPLC-2879","Utilities - Batch 8","false","true","false"
"UTI-011","San Diego Biotech","Utilities","LIMS","High","LIMS for Utilities operations","Rockwell","LIMS-8808","Utilities - Batch 7","false","true","false"
"UTI-012","San Diego Biotech","Utilities","SCADA","High","SCADA for Utilities operations","Schneider","SCADA-6155","Utilities - Batch 1","false","true","false"
"UTI-013","San Diego Biotech","Utilities","Safety PLC","High","Safety PLC for Utilities operations","Siemens","SafetyPLC-5879","Utilities - Batch 6","false","true","false"
"UTI-014","San Diego Biotech","Utilities","Serialization System","High","Serialization System for Utilities operations","Rockwell","SerializationSystem-1979","Utilities - Batch 3","false","true","false"
"UTI-015","San Diego Biotech","Utilities","Temperature Controller","High","Temperature Controller for Utilities operations","Schneider","TemperatureController-8510","Utilities - Batch 10","false","true","false"
"UTI-016","San Diego Biotech","Utilities","PLC","High","PLC for Utilities operations","Rockwell","PLC-8547","Utilities - Batch 3","false","true","false"
"UTI-017","San Diego Biotech","Utilities","Serialization System","High","Serialization System for Utilities operations","Rockwell","SerializationSystem-5039","Utilities - Batch 1","false","true","false"
"WAR-001","San Diego Biotech","Warehouse","SCADA","Medium","SCADA for Warehouse operations","Schneider","SCADA-3306","Warehouse - Batch 6","false","true","false"
"WAR-002","San Diego Biotech","Warehouse","SCADA","Medium","SCADA for Warehouse operations","Emerson","SCADA-7194","Warehouse - Batch 2","false","true","false"
"WAR-003","San Diego Biotech","Warehouse","MES","Medium","MES for Warehouse operations","Siemens","MES-7259","Warehouse - Batch 5","false","true","false"
"WAR-004","San Diego Biotech","Warehouse","HMI","Medium","HMI for Warehouse operations","Siemens","HMI-5713","Warehouse - Batch 1","false","true","false"
"WAR-005","San Diego Biotech","Warehouse","MES","Medium","MES for Warehouse operations","Emerson","MES-7301","Warehouse - Batch 8","false","true","false"
"WAR-006","San Diego Biotech","Warehouse","Environmental Monitor","Medium","Environmental Monitor for Warehouse operations","Schneider","EnvironmentalMonitor-7386","Warehouse - Batch 1","false","true","false"
"WAR-007","San Diego Biotech","Warehouse","Temperature Controller","Medium","Temperature Controller for Warehouse operations","Rockwell","TemperatureController-6911","Warehouse - Batch 4","false","true","false"
"WAR-008","San Diego Biotech","Warehouse","Serialization System","Medium","Serialization System for Warehouse operations","Honeywell","SerializationSystem-8140","Warehouse - Batch 10","false","true","false"
"WAR-009","San Diego Biotech","Warehouse","Temperature Controller","Medium","Temperature Controller for Warehouse operations","Siemens","TemperatureController-7314","Warehouse - Batch 8","false","true","false"
"WAR-010","San Diego Biotech","Warehouse","PLC","Medium","PLC for Warehouse operations","Siemens","PLC-9096","Warehouse - Batch 2","false","true","false"
"WAR-011","San Diego Biotech","Warehouse","Batch Controller","Medium","Batch Controller for Warehouse operations","Rockwell","BatchController-3432","Warehouse - Batch 7","false","true","false"
"WAR-012","San Diego Biotech","Warehouse","Serialization System","Medium","Serialization System for Warehouse operations","Schneider","SerializationSystem-6522","Warehouse - Batch 10","false","true","false"
"WAR-013","San Diego Biotech","Warehouse","MES","Medium","MES for Warehouse operations","Emerson","MES-5527","Warehouse - Batch 9","false","true","false"
"WAR-014","San Diego Biotech","Warehouse","Safety PLC","Medium","Safety PLC for Warehouse operations","Schneider","SafetyPLC-3699","Warehouse - Batch 5","false","true","false"
"WAR-015","San Diego Biotech","Warehouse","HMI","Medium","HMI for Warehouse operations","Rockwell","HMI-1994","Warehouse - Batch 7","false","true","false"
"WAR-016","San Diego Biotech","Warehouse","Batch Controller","Medium","Batch Controller for Warehouse operations","Rockwell","BatchController-2087","Warehouse - Batch 3","false","true","false"
"WAR-017","San Diego Biotech","Warehouse","PLC","Medium","PLC for Warehouse operations","Schneider","PLC-1411","Warehouse - Batch 2","false","true","false"
"API-001","New Jersey Labs","API Manufacturing","Serialization System","Critical","Serialization System for API Manufacturing operations","Schneider","SerializationSystem-4415","API Manufacturing - Batch 8","true","true","true"
"API-002","New Jersey Labs","API Manufacturing","Serialization System","Critical","Serialization System for API Manufacturing operations","Emerson","SerializationSystem-2229","API Manufacturing - Batch 1","true","true","true"
"API-003","New Jersey Labs","API Manufacturing","Safety PLC","Critical","Safety PLC for API Manufacturing operations","Rockwell","SafetyPLC-1044","API Manufacturing - Batch 10","true","true","true"
"API-004","New Jersey Labs","API Manufacturing","LIMS","Critical","LIMS for API Manufacturing operations","Schneider","LIMS-9906","API Manufacturing - Batch 5","true","true","true"
"API-005","New Jersey Labs","API Manufacturing","SCADA","Critical","SCADA for API Manufacturing operations","Siemens","SCADA-2606","API Manufacturing - Batch 3","true","true","true"
"API-006","New Jersey Labs","API Manufacturing","Safety PLC","Critical","Safety PLC for API Manufacturing operations","Emerson","SafetyPLC-9608","API Manufacturing - Batch 5","true","true","true"
"API-007","New Jersey Labs","API Manufacturing","LIMS","Critical","LIMS for API Manufacturing operations","Emerson","LIMS-7206","API Manufacturing - Batch 10","true","true","true"
"API-008","New Jersey Labs","API Manufacturing","Batch Controller","Critical","Batch Controller for API Manufacturing operations","Siemens","BatchController-2339","API Manufacturing - Batch 4","true","true","true"
"API-009","New Jersey Labs","API Manufacturing","HMI","Critical","HMI for API Manufacturing operations","Schneider","HMI-8591","API Manufacturing - Batch 5","true","true","true"
"API-010","New Jersey Labs","API Manufacturing","Safety PLC","Critical","Safety PLC for API Manufacturing operations","Honeywell","SafetyPLC-2421","API Manufacturing - Batch 1","true","true","true"
"API-011","New Jersey Labs","API Manufacturing","Serialization System","Critical","Serialization System for API Manufacturing operations","Siemens","SerializationSystem-6011","API Manufacturing - Batch 7","true","true","true"
"API-012","New Jersey Labs","API Manufacturing","Temperature Controller","Critical","Temperature Controller for API Manufacturing operations","Honeywell","TemperatureController-7257","API Manufacturing - Batch 7","true","true","true"
"API-013","New Jersey Labs","API Manufacturing","SCADA","Critical","SCADA for API Manufacturing operations","Rockwell","SCADA-4524","API Manufacturing - Batch 1","true","true","true"
"API-014","New Jersey Labs","API Manufacturing","Safety PLC","Critical","Safety PLC for API Manufacturing operations","Rockwell","SafetyPLC-2629","API Manufacturing - Batch 1","true","true","true"
"API-015","New Jersey Labs","API Manufacturing","MES","Critical","MES for API Manufacturing operations","Emerson","MES-6445","API Manufacturing - Batch 8","true","true","true"
"API-016","New Jersey Labs","API Manufacturing","Temperature Controller","Critical","Temperature Controller for API Manufacturing operations","Rockwell","TemperatureController-3584","API Manufacturing - Batch 3","true","true","true"
"API-017","New Jersey Labs","API Manufacturing","Batch Controller","Critical","Batch Controller for API Manufacturing operations","Rockwell","BatchController-7593","API Manufacturing - Batch 1","true","true","true"
"API-018","New Jersey Labs","API Manufacturing","LIMS","Critical","LIMS for API Manufacturing operations","Rockwell","LIMS-8702","API Manufacturing - Batch 9","true","true","true"
"API-019","New Jersey Labs","API Manufacturing","Serialization System","Critical","Serialization System for API Manufacturing operations","Schneider","SerializationSystem-9493","API Manufacturing - Batch 5","true","true","true"
"API-020","New Jersey Labs","API Manufacturing","HMI","Critical","HMI for API Manufacturing operations","Emerson","HMI-3984","API Manufacturing - Batch 7","true","true","true"
"API-021","New Jersey Labs","API Manufacturing","LIMS","Critical","LIMS for API Manufacturing operations","Emerson","LIMS-6957","API Manufacturing - Batch 3","true","true","true"
"API-022","New Jersey Labs","API Manufacturing","PLC","Critical","PLC for API Manufacturing operations","Schneider","PLC-8435","API Manufacturing - Batch 7","true","true","true"
"API-023","New Jersey Labs","API Manufacturing","Temperature Controller","Critical","Temperature Controller for API Manufacturing operations","Honeywell","TemperatureController-2308","API Manufacturing - Batch 4","true","true","true"
"API-024","New Jersey Labs","API Manufacturing","HMI","Critical","HMI for API Manufacturing operations","Emerson","HMI-7413","API Manufacturing - Batch 3","true","true","true"
"API-025","New Jersey Labs","API Manufacturing","PLC","Critical","PLC for API Manufacturing operations","Schneider","PLC-5082","API Manufacturing - Batch 3","true","true","true"
"API-026","New Jersey Labs","API Manufacturing","Batch Controller","Critical","Batch Controller for API Manufacturing operations","Emerson","BatchController-6599","API Manufacturing - Batch 8","true","true","true"
"API-027","New Jersey Labs","API Manufacturing","SCADA","Critical","SCADA for API Manufacturing operations","Rockwell","SCADA-2443","API Manufacturing - Batch 7","true","true","true"
"API-028","New Jersey Labs","API Manufacturing","Environmental Monitor","Critical","Environmental Monitor for API Manufacturing operations","Siemens","EnvironmentalMonitor-9116","API Manufacturing - Batch 5","true","true","true"
"API-029","New Jersey Labs","API Manufacturing","Serialization System","Critical","Serialization System for API Manufacturing operations","Schneider","SerializationSystem-3601","API Manufacturing - Batch 7","true","true","true"
"API-030","New Jersey Labs","API Manufacturing","SCADA","Critical","SCADA for API Manufacturing operations","Rockwell","SCADA-6090","API Manufacturing - Batch 9","true","true","true"
"API-031","New Jersey Labs","API Manufacturing","LIMS","Critical","LIMS for API Manufacturing operations","Honeywell","LIMS-9945","API Manufacturing - Batch 7","true","true","true"
"API-032","New Jersey Labs","API Manufacturing","Serialization System","Critical","Serialization System for API Manufacturing operations","Honeywell","SerializationSystem-5710","API Manufacturing - Batch 10","true","true","true"
"API-033","New Jersey Labs","API Manufacturing","Environmental Monitor","Critical","Environmental Monitor for API Manufacturing operations","Siemens","EnvironmentalMonitor-7104","API Manufacturing - Batch 2","true","true","true"
"API-034","New Jersey Labs","API Manufacturing","Safety PLC","Critical","Safety PLC for API Manufacturing operations","Honeywell","SafetyPLC-7101","API Manufacturing - Batch 10","true","true","true"
"API-035","New Jersey Labs","API Manufacturing","Temperature Controller","Critical","Temperature Controller for API Manufacturing operations","Rockwell","TemperatureController-8736","API Manufacturing - Batch 1","true","true","true"
"API-036","New Jersey Labs","API Manufacturing","HMI","Critical","HMI for API Manufacturing operations","Honeywell","HMI-1887","API Manufacturing - Batch 9","true","true","true"
"API-037","New Jersey Labs","API Manufacturing","Environmental Monitor","Critical","Environmental Monitor for API Manufacturing operations","Schneider","EnvironmentalMonitor-6137","API Manufacturing - Batch 5","true","true","true"
"API-038","New Jersey Labs","API Manufacturing","LIMS","Critical","LIMS for API Manufacturing operations","Honeywell","LIMS-1084","API Manufacturing - Batch 9","true","true","true"
"API-039","New Jersey Labs","API Manufacturing","Serialization System","Critical","Serialization System for API Manufacturing operations","Siemens","SerializationSystem-2934","API Manufacturing - Batch 2","true","true","true"
"API-040","New Jersey Labs","API Manufacturing","SCADA","Critical","SCADA for API Manufacturing operations","Honeywell","SCADA-5866","API Manufacturing - Batch 9","true","true","true"
"API-041","New Jersey Labs","API Manufacturing","LIMS","Critical","LIMS for API Manufacturing operations","Honeywell","LIMS-8824","API Manufacturing - Batch 4","true","true","true"
"API-042","New Jersey Labs","API Manufacturing","Environmental Monitor","Critical","Environmental Monitor for API Manufacturing operations","Emerson","EnvironmentalMonitor-4743","API Manufacturing - Batch 2","true","true","true"
"API-043","New Jersey Labs","API Manufacturing","PLC","Critical","PLC for API Manufacturing operations","Siemens","PLC-5149","API Manufacturing - Batch 4","true","true","true"
"API-044","New Jersey Labs","API Manufacturing","Safety PLC","Critical","Safety PLC for API Manufacturing operations","Emerson","SafetyPLC-2573","API Manufacturing - Batch 6","true","true","true"
"API-045","New Jersey Labs","API Manufacturing","PLC","Critical","PLC for API Manufacturing operations","Schneider","PLC-5227","API Manufacturing - Batch 2","true","true","true"
"API-046","New Jersey Labs","API Manufacturing","HMI","Critical","HMI for API Manufacturing operations","Schneider","HMI-4067","API Manufacturing - Batch 4","true","true","true"
"API-047","New Jersey Labs","API Manufacturing","Safety PLC","Critical","Safety PLC for API Manufacturing operations","Rockwell","SafetyPLC-3565","API Manufacturing - Batch 7","true","true","true"
"API-048","New Jersey Labs","API Manufacturing","SCADA","Critical","SCADA for API Manufacturing operations","Emerson","SCADA-6420","API Manufacturing - Batch 5","true","true","true"
"API-049","New Jersey Labs","API Manufacturing","Environmental Monitor","Critical","Environmental Monitor for API Manufacturing operations","Emerson","EnvironmentalMonitor-4668","API Manufacturing - Batch 6","true","true","true"
"FOR-001","New Jersey Labs","Formulation","HMI","Critical","HMI for Formulation operations","Schneider","HMI-5426","Formulation - Batch 10","true","true","true"
"FOR-002","New Jersey Labs","Formulation","PLC","Critical","PLC for Formulation operations","Rockwell","PLC-4131","Formulation - Batch 1","true","true","true"
"FOR-003","New Jersey Labs","Formulation","SCADA","Critical","SCADA for Formulation operations","Rockwell","SCADA-4442","Formulation - Batch 10","true","true","true"
"FOR-004","New Jersey Labs","Formulation","Batch Controller","Critical","Batch Controller for Formulation operations","Rockwell","BatchController-8228","Formulation - Batch 2","true","true","true"
"FOR-005","New Jersey Labs","Formulation","Environmental Monitor","Critical","Environmental Monitor for Formulation operations","Emerson","EnvironmentalMonitor-1353","Formulation - Batch 3","true","true","true"
"FOR-006","New Jersey Labs","Formulation","PLC","Critical","PLC for Formulation operations","Schneider","PLC-3882","Formulation - Batch 1","true","true","true"
"FOR-007","New Jersey Labs","Formulation","Safety PLC","Critical","Safety PLC for Formulation operations","Honeywell","SafetyPLC-1460","Formulation - Batch 9","true","true","true"
"FOR-008","New Jersey Labs","Formulation","Serialization System","Critical","Serialization System for Formulation operations","Emerson","SerializationSystem-9912","Formulation - Batch 5","true","true","true"
"FOR-009","New Jersey Labs","Formulation","PLC","Critical","PLC for Formulation operations","Emerson","PLC-7337","Formulation - Batch 8","true","true","true"
"FOR-010","New Jersey Labs","Formulation","HMI","Critical","HMI for Formulation operations","Siemens","HMI-7694","Formulation - Batch 10","true","true","true"
"FOR-011","New Jersey Labs","Formulation","Safety PLC","Critical","Safety PLC for Formulation operations","Emerson","SafetyPLC-1642","Formulation - Batch 7","true","true","true"
"FOR-012","New Jersey Labs","Formulation","Environmental Monitor","Critical","Environmental Monitor for Formulation operations","Honeywell","EnvironmentalMonitor-3796","Formulation - Batch 3","true","true","true"
"FOR-013","New Jersey Labs","Formulation","Safety PLC","Critical","Safety PLC for Formulation operations","Rockwell","SafetyPLC-5611","Formulation - Batch 3","true","true","true"
"FOR-014","New Jersey Labs","Formulation","Serialization System","Critical","Serialization System for Formulation operations","Rockwell","SerializationSystem-9417","Formulation - Batch 6","true","true","true"
"FOR-015","New Jersey Labs","Formulation","HMI","Critical","HMI for Formulation operations","Rockwell","HMI-5639","Formulation - Batch 4","true","true","true"
"FOR-016","New Jersey Labs","Formulation","HMI","Critical","HMI for Formulation operations","Schneider","HMI-8110","Formulation - Batch 7","true","true","true"
"FOR-017","New Jersey Labs","Formulation","Serialization System","Critical","Serialization System for Formulation operations","Emerson","SerializationSystem-6175","Formulation - Batch 5","true","true","true"
"FOR-018","New Jersey Labs","Formulation","Temperature Controller","Critical","Temperature Controller for Formulation operations","Siemens","TemperatureController-2618","Formulation - Batch 4","true","true","true"
"FOR-019","New Jersey Labs","Formulation","MES","Critical","MES for Formulation operations","Emerson","MES-1145","Formulation - Batch 9","true","true","true"
"FOR-020","New Jersey Labs","Formulation","Temperature Controller","Critical","Temperature Controller for Formulation operations","Rockwell","TemperatureController-3727","Formulation - Batch 2","true","true","true"
"FOR-021","New Jersey Labs","Formulation","Batch Controller","Critical","Batch Controller for Formulation operations","Honeywell","BatchController-5512","Formulation - Batch 4","true","true","true"
"FOR-022","New Jersey Labs","Formulation","MES","Critical","MES for Formulation operations","Schneider","MES-2461","Formulation - Batch 6","true","true","true"
"FOR-023","New Jersey Labs","Formulation","Temperature Controller","Critical","Temperature Controller for Formulation operations","Honeywell","TemperatureController-7304","Formulation - Batch 1","true","true","true"
"FOR-024","New Jersey Labs","Formulation","MES","Critical","MES for Formulation operations","Schneider","MES-3347","Formulation - Batch 3","true","true","true"
"FOR-025","New Jersey Labs","Formulation","MES","Critical","MES for Formulation operations","Schneider","MES-4820","Formulation - Batch 9","true","true","true"
"FOR-026","New Jersey Labs","Formulation","Environmental Monitor","Critical","Environmental Monitor for Formulation operations","Rockwell","EnvironmentalMonitor-3517","Formulation - Batch 7","true","true","true"
"FOR-027","New Jersey Labs","Formulation","Serialization System","Critical","Serialization System for Formulation operations","Emerson","SerializationSystem-9161","Formulation - Batch 2","true","true","true"
"FOR-028","New Jersey Labs","Formulation","HMI","Critical","HMI for Formulation operations","Honeywell","HMI-9762","Formulation - Batch 9","true","true","true"
"FOR-029","New Jersey Labs","Formulation","Temperature Controller","Critical","Temperature Controller for Formulation operations","Honeywell","TemperatureController-8022","Formulation - Batch 8","true","true","true"
"FOR-030","New Jersey Labs","Formulation","Temperature Controller","Critical","Temperature Controller for Formulation operations","Honeywell","TemperatureController-9352","Formulation - Batch 6","true","true","true"
"FOR-031","New Jersey Labs","Formulation","Safety PLC","Critical","Safety PLC for Formulation operations","Schneider","SafetyPLC-4081","Formulation - Batch 6","true","true","true"
"FOR-032","New Jersey Labs","Formulation","HMI","Critical","HMI for Formulation operations","Emerson","HMI-4578","Formulation - Batch 5","true","true","true"
"FOR-033","New Jersey Labs","Formulation","Batch Controller","Critical","Batch Controller for Formulation operations","Emerson","BatchController-7218","Formulation - Batch 7","true","true","true"
"FOR-034","New Jersey Labs","Formulation","MES","Critical","MES for Formulation operations","Schneider","MES-1312","Formulation - Batch 4","true","true","true"
"FOR-035","New Jersey Labs","Formulation","MES","Critical","MES for Formulation operations","Schneider","MES-6983","Formulation - Batch 8","true","true","true"
"FOR-036","New Jersey Labs","Formulation","Temperature Controller","Critical","Temperature Controller for Formulation operations","Rockwell","TemperatureController-5836","Formulation - Batch 2","true","true","true"
"FOR-037","New Jersey Labs","Formulation","HMI","Critical","HMI for Formulation operations","Schneider","HMI-9563","Formulation - Batch 4","true","true","true"
"FOR-038","New Jersey Labs","Formulation","Batch Controller","Critical","Batch Controller for Formulation operations","Siemens","BatchController-9150","Formulation - Batch 2","true","true","true"
"FOR-039","New Jersey Labs","Formulation","SCADA","Critical","SCADA for Formulation operations","Honeywell","SCADA-4743","Formulation - Batch 3","true","true","true"
"FOR-040","New Jersey Labs","Formulation","Serialization System","Critical","Serialization System for Formulation operations","Emerson","SerializationSystem-6231","Formulation - Batch 5","true","true","true"
"FOR-041","New Jersey Labs","Formulation","MES","Critical","MES for Formulation operations","Honeywell","MES-6913","Formulation - Batch 6","true","true","true"
"FOR-042","New Jersey Labs","Formulation","HMI","Critical","HMI for Formulation operations","Emerson","HMI-5295","Formulation - Batch 9","true","true","true"
"FOR-043","New Jersey Labs","Formulation","Serialization System","Critical","Serialization System for Formulation operations","Rockwell","SerializationSystem-7178","Formulation - Batch 2","true","true","true"
"FOR-044","New Jersey Labs","Formulation","MES","Critical","MES for Formulation operations","Emerson","MES-1884","Formulation - Batch 2","true","true","true"
"FOR-045","New Jersey Labs","Formulation","LIMS","Critical","LIMS for Formulation operations","Schneider","LIMS-5598","Formulation - Batch 1","true","true","true"
"FOR-046","New Jersey Labs","Formulation","Batch Controller","Critical","Batch Controller for Formulation operations","Schneider","BatchController-8968","Formulation - Batch 8","true","true","true"
"FOR-047","New Jersey Labs","Formulation","Temperature Controller","Critical","Temperature Controller for Formulation operations","Emerson","TemperatureController-7110","Formulation - Batch 3","true","true","true"
"FOR-048","New Jersey Labs","Formulation","PLC","Critical","PLC for Formulation operations","Emerson","PLC-2020","Formulation - Batch 2","true","true","true"
"FOR-049","New Jersey Labs","Formulation","Batch Controller","Critical","Batch Controller for Formulation operations","Emerson","BatchController-5883","Formulation - Batch 4","true","true","true"
"FOR-050","New Jersey Labs","Formulation","Safety PLC","Critical","Safety PLC for Formulation operations","Honeywell","SafetyPLC-5519","Formulation - Batch 10","true","true","true"
"FOR-051","New Jersey Labs","Formulation","Safety PLC","Critical","Safety PLC for Formulation operations","Schneider","SafetyPLC-3311","Formulation - Batch 3","true","true","true"
"FOR-052","New Jersey Labs","Formulation","LIMS","Critical","LIMS for Formulation operations","Siemens","LIMS-8991","Formulation - Batch 5","true","true","true"
"FOR-053","New Jersey Labs","Formulation","Safety PLC","Critical","Safety PLC for Formulation operations","Emerson","SafetyPLC-9826","Formulation - Batch 7","true","true","true"
"FOR-054","New Jersey Labs","Formulation","HMI","Critical","HMI for Formulation operations","Siemens","HMI-6147","Formulation - Batch 8","true","true","true"
"PAC-001","New Jersey Labs","Packaging","PLC","High","PLC for Packaging operations","Honeywell","PLC-7247","Packaging - Batch 9","false","true","true"
"PAC-002","New Jersey Labs","Packaging","Environmental Monitor","High","Environmental Monitor for Packaging operations","Rockwell","EnvironmentalMonitor-7399","Packaging - Batch 3","false","true","true"
"PAC-003","New Jersey Labs","Packaging","Environmental Monitor","High","Environmental Monitor for Packaging operations","Schneider","EnvironmentalMonitor-1403","Packaging - Batch 3","false","true","true"
"PAC-004","New Jersey Labs","Packaging","Serialization System","High","Serialization System for Packaging operations","Siemens","SerializationSystem-8887","Packaging - Batch 1","false","true","true"
"PAC-005","New Jersey Labs","Packaging","Serialization System","High","Serialization System for Packaging operations","Rockwell","SerializationSystem-2684","Packaging - Batch 8","false","true","true"
"PAC-006","New Jersey Labs","Packaging","Safety PLC","High","Safety PLC for Packaging operations","Honeywell","SafetyPLC-4521","Packaging - Batch 6","false","true","true"
"PAC-007","New Jersey Labs","Packaging","SCADA","High","SCADA for Packaging operations","Emerson","SCADA-2253","Packaging - Batch 4","false","true","true"
"PAC-008","New Jersey Labs","Packaging","Serialization System","High","Serialization System for Packaging operations","Rockwell","SerializationSystem-9711","Packaging - Batch 8","false","true","true"
"PAC-009","New Jersey Labs","Packaging","Batch Controller","High","Batch Controller for Packaging operations","Rockwell","BatchController-1172","Packaging - Batch 1","false","true","true"
"PAC-010","New Jersey Labs","Packaging","Batch Controller","High","Batch Controller for Packaging operations","Siemens","BatchController-4337","Packaging - Batch 5","false","true","true"
"PAC-011","New Jersey Labs","Packaging","Serialization System","High","Serialization System for Packaging operations","Honeywell","SerializationSystem-2791","Packaging - Batch 4","false","true","true"
"PAC-012","New Jersey Labs","Packaging","Batch Controller","High","Batch Controller for Packaging operations","Siemens","BatchController-3296","Packaging - Batch 10","false","true","true"
"PAC-013","New Jersey Labs","Packaging","Batch Controller","High","Batch Controller for Packaging operations","Rockwell","BatchController-3706","Packaging - Batch 10","false","true","true"
"PAC-014","New Jersey Labs","Packaging","Batch Controller","High","Batch Controller for Packaging operations","Emerson","BatchController-8213","Packaging - Batch 6","false","true","true"
"PAC-015","New Jersey Labs","Packaging","SCADA","High","SCADA for Packaging operations","Schneider","SCADA-9774","Packaging - Batch 6","false","true","true"
"PAC-016","New Jersey Labs","Packaging","MES","High","MES for Packaging operations","Schneider","MES-5586","Packaging - Batch 3","false","true","true"
"PAC-017","New Jersey Labs","Packaging","Environmental Monitor","High","Environmental Monitor for Packaging operations","Siemens","EnvironmentalMonitor-8447","Packaging - Batch 7","false","true","true"
"PAC-018","New Jersey Labs","Packaging","Safety PLC","High","Safety PLC for Packaging operations","Siemens","SafetyPLC-1004","Packaging - Batch 8","false","true","true"
"PAC-019","New Jersey Labs","Packaging","Serialization System","High","Serialization System for Packaging operations","Schneider","SerializationSystem-2843","Packaging - Batch 7","false","true","true"
"PAC-020","New Jersey Labs","Packaging","LIMS","High","LIMS for Packaging operations","Schneider","LIMS-3407","Packaging - Batch 8","false","true","true"
"PAC-021","New Jersey Labs","Packaging","SCADA","High","SCADA for Packaging operations","Honeywell","SCADA-4588","Packaging - Batch 5","false","true","true"
"PAC-022","New Jersey Labs","Packaging","Temperature Controller","High","Temperature Controller for Packaging operations","Emerson","TemperatureController-9607","Packaging - Batch 2","false","true","true"
"PAC-023","New Jersey Labs","Packaging","Environmental Monitor","High","Environmental Monitor for Packaging operations","Honeywell","EnvironmentalMonitor-4102","Packaging - Batch 4","false","true","true"
"PAC-024","New Jersey Labs","Packaging","Safety PLC","High","Safety PLC for Packaging operations","Schneider","SafetyPLC-5017","Packaging - Batch 4","false","true","true"
"PAC-025","New Jersey Labs","Packaging","SCADA","High","SCADA for Packaging operations","Emerson","SCADA-7158","Packaging - Batch 6","false","true","true"
"PAC-026","New Jersey Labs","Packaging","MES","High","MES for Packaging operations","Rockwell","MES-2906","Packaging - Batch 9","false","true","true"
"PAC-027","New Jersey Labs","Packaging","Environmental Monitor","High","Environmental Monitor for Packaging operations","Siemens","EnvironmentalMonitor-9838","Packaging - Batch 8","false","true","true"
"PAC-028","New Jersey Labs","Packaging","HMI","High","HMI for Packaging operations","Siemens","HMI-9960","Packaging - Batch 7","false","true","true"
"PAC-029","New Jersey Labs","Packaging","Temperature Controller","High","Temperature Controller for Packaging operations","Rockwell","TemperatureController-1351","Packaging - Batch 1","false","true","true"
"PAC-030","New Jersey Labs","Packaging","Serialization System","High","Serialization System for Packaging operations","Siemens","SerializationSystem-6768","Packaging - Batch 7","false","true","true"
"PAC-031","New Jersey Labs","Packaging","Temperature Controller","High","Temperature Controller for Packaging operations","Emerson","TemperatureController-9982","Packaging - Batch 5","false","true","true"
"PAC-032","New Jersey Labs","Packaging","Batch Controller","High","Batch Controller for Packaging operations","Schneider","BatchController-6255","Packaging - Batch 2","false","true","true"
"PAC-033","New Jersey Labs","Packaging","MES","High","MES for Packaging operations","Rockwell","MES-9759","Packaging - Batch 2","false","true","true"
"PAC-034","New Jersey Labs","Packaging","MES","High","MES for Packaging operations","Emerson","MES-2082","Packaging - Batch 10","false","true","true"
"PAC-035","New Jersey Labs","Packaging","SCADA","High","SCADA for Packaging operations","Siemens","SCADA-4525","Packaging - Batch 6","false","true","true"
"PAC-036","New Jersey Labs","Packaging","Temperature Controller","High","Temperature Controller for Packaging operations","Emerson","TemperatureController-5110","Packaging - Batch 9","false","true","true"
"PAC-037","New Jersey Labs","Packaging","HMI","High","HMI for Packaging operations","Emerson","HMI-9268","Packaging - Batch 1","false","true","true"
