tag_id,plant,unit,instrument_type,criticality,description,manufacturer,model,location,nerc_cip,ferc_regulated,grid_stability
"GEN-074","Midwest Electric","Generation Unit","SCADA","Critical","SCADA for Generation Unit operations","Schneider","SCADA-4254","Generation Unit - Bay 14","true","true","true"
"GEN-075","Midwest Electric","Generation Unit","Arc Flash Monitor","Critical","Arc Flash Monitor for Generation Unit operations","Honeywell","ArcFlashMonitor-8445","Generation Unit - Bay 3","true","true","true"
"GEN-076","Midwest Electric","Generation Unit","HMI","Critical","HMI for Generation Unit operations","Siemens","HMI-6126","Generation Unit - Bay 15","true","true","true"
"GEN-077","Midwest Electric","Generation Unit","SCADA","Critical","SCADA for Generation Unit operations","Siemens","SCADA-3262","Generation Unit - Bay 15","true","true","true"
"TRA-001","Midwest Electric","Transmission","IED","Critical","IED for Transmission operations","ABB","IED-1980","Transmission - Bay 14","true","true","true"
"TRA-002","Midwest Electric","Transmission","IED","Critical","IED for Transmission operations","GE","IED-4830","Transmission - Bay 20","true","true","true"
"TRA-003","Midwest Electric","Transmission","Protection Relay","Critical","Protection Relay for Transmission operations","GE","ProtectionRelay-8327","Transmission - Bay 13","true","true","true"
"TRA-004","Midwest Electric","Transmission","Environmental Monitor","Critical","Environmental Monitor for Transmission operations","Siemens","EnvironmentalMonitor-5922","Transmission - Bay 9","true","true","true"
"TRA-005","Midwest Electric","Transmission","DMS","Critical","DMS for Transmission operations","ABB","DMS-1886","Transmission - Bay 12","true","true","true"
"TRA-006","Midwest Electric","Transmission","EMS","Critical","EMS for Transmission operations","Honeywell","EMS-1967","Transmission - Bay 1","true","true","true"
"TRA-007","Midwest Electric","Transmission","DMS","Critical","DMS for Transmission operations","Siemens","DMS-8361","Transmission - Bay 8","true","true","true"
"TRA-008","Midwest Electric","Transmission","Grid Controller","Critical","Grid Controller for Transmission operations","Schneider","GridController-7554","Transmission - Bay 7","true","true","true"
"TRA-009","Midwest Electric","Transmission","HMI","Critical","HMI for Transmission operations","GE","HMI-7070","Transmission - Bay 11","true","true","true"
"TRA-010","Midwest Electric","Transmission","IED","Critical","IED for Transmission operations","GE","IED-3860","Transmission - Bay 17","true","true","true"
"TRA-011","Midwest Electric","Transmission","Environmental Monitor","Critical","Environmental Monitor for Transmission operations","ABB","EnvironmentalMonitor-7120","Transmission - Bay 3","true","true","true"
"TRA-012","Midwest Electric","Transmission","DMS","Critical","DMS for Transmission operations","Honeywell","DMS-7308","Transmission - Bay 1","true","true","true"
"TRA-013","Midwest Electric","Transmission","Arc Flash Monitor","Critical","Arc Flash Monitor for Transmission operations","GE","ArcFlashMonitor-4733","Transmission - Bay 7","true","true","true"
"TRA-014","Midwest Electric","Transmission","EMS","Critical","EMS for Transmission operations","Schneider","EMS-1570","Transmission - Bay 14","true","true","true"
"TRA-015","Midwest Electric","Transmission","RTU","Critical","RTU for Transmission operations","Siemens","RTU-1727","Transmission - Bay 18","true","true","true"
"TRA-016","Midwest Electric","Transmission","DMS","Critical","DMS for Transmission operations","Siemens","DMS-2646","Transmission - Bay 8","true","true","true"
"TRA-017","Midwest Electric","Transmission","IED","Critical","IED for Transmission operations","Schneider","IED-6541","Transmission - Bay 14","true","true","true"
"TRA-018","Midwest Electric","Transmission","RTU","Critical","RTU for Transmission operations","Honeywell","RTU-2552","Transmission - Bay 17","true","true","true"
"TRA-019","Midwest Electric","Transmission","DMS","Critical","DMS for Transmission operations","GE","DMS-6771","Transmission - Bay 4","true","true","true"
"TRA-020","Midwest Electric","Transmission","Arc Flash Monitor","Critical","Arc Flash Monitor for Transmission operations","GE","ArcFlashMonitor-7300","Transmission - Bay 20","true","true","true"
"TRA-021","Midwest Electric","Transmission","Grid Controller","Critical","Grid Controller for Transmission operations","ABB","GridController-9192","Transmission - Bay 10","true","true","true"
"TRA-022","Midwest Electric","Transmission","HMI","Critical","HMI for Transmission operations","ABB","HMI-5097","Transmission - Bay 6","true","true","true"
"TRA-023","Midwest Electric","Transmission","RTU","Critical","RTU for Transmission operations","Honeywell","RTU-3092","Transmission - Bay 17","true","true","true"
"TRA-024","Midwest Electric","Transmission","HMI","Critical","HMI for Transmission operations","GE","HMI-7137","Transmission - Bay 20","true","true","true"
"TRA-025","Midwest Electric","Transmission","Grid Controller","Critical","Grid Controller for Transmission operations","Honeywell","GridController-7066","Transmission - Bay 8","true","true","true"
"TRA-026","Midwest Electric","Transmission","EMS","Critical","EMS for Transmission operations","ABB","EMS-4990","Transmission - Bay 6","true","true","true"
"TRA-027","Midwest Electric","Transmission","HMI","Critical","HMI for Transmission operations","Siemens","HMI-7097","Transmission - Bay 13","true","true","true"
"TRA-028","Midwest Electric","Transmission","Grid Controller","Critical","Grid Controller for Transmission operations","Siemens","GridController-9922","Transmission - Bay 9","true","true","true"
"TRA-029","Midwest Electric","Transmission","DMS","Critical","DMS for Transmission operations","Schneider","DMS-5484","Transmission - Bay 2","true","true","true"
"TRA-030","Midwest Electric","Transmission","Grid Controller","Critical","Grid Controller for Transmission operations","GE","GridController-9772","Transmission - Bay 3","true","true","true"
"TRA-031","Midwest Electric","Transmission","Arc Flash Monitor","Critical","Arc Flash Monitor for Transmission operations","Schneider","ArcFlashMonitor-3299","Transmission - Bay 1","true","true","true"
"TRA-032","Midwest Electric","Transmission","Protection Relay","Critical","Protection Relay for Transmission operations","Honeywell","ProtectionRelay-2935","Transmission - Bay 2","true","true","true"
"TRA-033","Midwest Electric","Transmission","EMS","Critical","EMS for Transmission operations","Siemens","EMS-6866","Transmission - Bay 7","true","true","true"
"TRA-034","Midwest Electric","Transmission","DMS","Critical","DMS for Transmission operations","ABB","DMS-9630","Transmission - Bay 9","true","true","true"
"TRA-035","Midwest Electric","Transmission","DMS","Critical","DMS for Transmission operations","Siemens","DMS-8399","Transmission - Bay 17","true","true","true"
"TRA-036","Midwest Electric","Transmission","IED","Critical","IED for Transmission operations","GE","IED-4085","Transmission - Bay 1","true","true","true"
"TRA-037","Midwest Electric","Transmission","HMI","Critical","HMI for Transmission operations","Honeywell","HMI-2976","Transmission - Bay 19","true","true","true"
"TRA-038","Midwest Electric","Transmission","SCADA","Critical","SCADA for Transmission operations","Siemens","SCADA-8494","Transmission - Bay 20","true","true","true"
"TRA-039","Midwest Electric","Transmission","Grid Controller","Critical","Grid Controller for Transmission operations","Siemens","GridController-7363","Transmission - Bay 11","true","true","true"
"TRA-040","Midwest Electric","Transmission","DMS","Critical","DMS for Transmission operations","GE","DMS-5360","Transmission - Bay 12","true","true","true"
"TRA-041","Midwest Electric","Transmission","Environmental Monitor","Critical","Environmental Monitor for Transmission operations","GE","EnvironmentalMonitor-9745","Transmission - Bay 11","true","true","true"
"TRA-042","Midwest Electric","Transmission","Arc Flash Monitor","Critical","Arc Flash Monitor for Transmission operations","GE","ArcFlashMonitor-4795","Transmission - Bay 17","true","true","true"
"TRA-043","Midwest Electric","Transmission","DMS","Critical","DMS for Transmission operations","Honeywell","DMS-9429","Transmission - Bay 11","true","true","true"
"TRA-044","Midwest Electric","Transmission","Environmental Monitor","Critical","Environmental Monitor for Transmission operations","Schneider","EnvironmentalMonitor-1722","Transmission - Bay 17","true","true","true"
"TRA-045","Midwest Electric","Transmission","Protection Relay","Critical","Protection Relay for Transmission operations","Schneider","ProtectionRelay-8346","Transmission - Bay 5","true","true","true"
"TRA-046","Midwest Electric","Transmission","IED","Critical","IED for Transmission operations","Siemens","IED-7920","Transmission - Bay 11","true","true","true"
"TRA-047","Midwest Electric","Transmission","IED","Critical","IED for Transmission operations","ABB","IED-9794","Transmission - Bay 10","true","true","true"
"TRA-048","Midwest Electric","Transmission","RTU","Critical","RTU for Transmission operations","Honeywell","RTU-2701","Transmission - Bay 20","true","true","true"
"TRA-049","Midwest Electric","Transmission","Arc Flash Monitor","Critical","Arc Flash Monitor for Transmission operations","Schneider","ArcFlashMonitor-1044","Transmission - Bay 17","true","true","true"
"TRA-050","Midwest Electric","Transmission","HMI","Critical","HMI for Transmission operations","Schneider","HMI-2346","Transmission - Bay 8","true","true","true"
"TRA-051","Midwest Electric","Transmission","IED","Critical","IED for Transmission operations","GE","IED-7823","Transmission - Bay 15","true","true","true"
"TRA-052","Midwest Electric","Transmission","Environmental Monitor","Critical","Environmental Monitor for Transmission operations","Honeywell","EnvironmentalMonitor-3464","Transmission - Bay 19","true","true","true"
"TRA-053","Midwest Electric","Transmission","Grid Controller","Critical","Grid Controller for Transmission operations","GE","GridController-5472","Transmission - Bay 20","true","true","true"
"TRA-054","Midwest Electric","Transmission","Environmental Monitor","Critical","Environmental Monitor for Transmission operations","ABB","EnvironmentalMonitor-8295","Transmission - Bay 13","true","true","true"
"DIS-001","Midwest Electric","Distribution","SCADA","High","SCADA for Distribution operations","Schneider","SCADA-5328","Distribution - Bay 12","true","true","false"
"DIS-002","Midwest Electric","Distribution","EMS","High","EMS for Distribution operations","GE","EMS-5207","Distribution - Bay 7","true","true","false"
"DIS-003","Midwest Electric","Distribution","Protection Relay","High","Protection Relay for Distribution operations","Siemens","ProtectionRelay-8512","Distribution - Bay 13","true","true","false"
"DIS-004","Midwest Electric","Distribution","SCADA","High","SCADA for Distribution operations","ABB","SCADA-7759","Distribution - Bay 15","true","true","false"
"DIS-005","Midwest Electric","Distribution","EMS","High","EMS for Distribution operations","Honeywell","EMS-2591","Distribution - Bay 7","true","true","false"
"DIS-006","Midwest Electric","Distribution","Environmental Monitor","High","Environmental Monitor for Distribution operations","GE","EnvironmentalMonitor-3024","Distribution - Bay 6","true","true","false"
"DIS-007","Midwest Electric","Distribution","Environmental Monitor","High","Environmental Monitor for Distribution operations","Schneider","EnvironmentalMonitor-8301","Distribution - Bay 8","true","true","false"
"DIS-008","Midwest Electric","Distribution","RTU","High","RTU for Distribution operations","ABB","RTU-4274","Distribution - Bay 13","true","true","false"
"DIS-009","Midwest Electric","Distribution","IED","High","IED for Distribution operations","Siemens","IED-8904","Distribution - Bay 19","true","true","false"
"DIS-010","Midwest Electric","Distribution","RTU","High","RTU for Distribution operations","Siemens","RTU-7805","Distribution - Bay 1","true","true","false"
"DIS-011","Midwest Electric","Distribution","HMI","High","HMI for Distribution operations","Siemens","HMI-4022","Distribution - Bay 18","true","true","false"
"DIS-012","Midwest Electric","Distribution","RTU","High","RTU for Distribution operations","GE","RTU-9641","Distribution - Bay 7","true","true","false"
"DIS-013","Midwest Electric","Distribution","Grid Controller","High","Grid Controller for Distribution operations","Schneider","GridController-8923","Distribution - Bay 13","true","true","false"
"DIS-014","Midwest Electric","Distribution","Protection Relay","High","Protection Relay for Distribution operations","Siemens","ProtectionRelay-2944","Distribution - Bay 6","true","true","false"
"DIS-015","Midwest Electric","Distribution","RTU","High","RTU for Distribution operations","Siemens","RTU-7137","Distribution - Bay 16","true","true","false"
"DIS-016","Midwest Electric","Distribution","EMS","High","EMS for Distribution operations","Siemens","EMS-7147","Distribution - Bay 7","true","true","false"
"DIS-017","Midwest Electric","Distribution","RTU","High","RTU for Distribution operations","Siemens","RTU-9358","Distribution - Bay 20","true","true","false"
"DIS-018","Midwest Electric","Distribution","Grid Controller","High","Grid Controller for Distribution operations","ABB","GridController-7829","Distribution - Bay 11","true","true","false"
"DIS-019","Midwest Electric","Distribution","HMI","High","HMI for Distribution operations","Siemens","HMI-2933","Distribution - Bay 16","true","true","false"
"DIS-020","Midwest Electric","Distribution","Environmental Monitor","High","Environmental Monitor for Distribution operations","ABB","EnvironmentalMonitor-6710","Distribution - Bay 20","true","true","false"
"DIS-021","Midwest Electric","Distribution","HMI","High","HMI for Distribution operations","Siemens","HMI-7222","Distribution - Bay 9","true","true","false"
"DIS-022","Midwest Electric","Distribution","DMS","High","DMS for Distribution operations","Schneider","DMS-3845","Distribution - Bay 12","true","true","false"
"DIS-023","Midwest Electric","Distribution","SCADA","High","SCADA for Distribution operations","Schneider","SCADA-2477","Distribution - Bay 14","true","true","false"
"DIS-024","Midwest Electric","Distribution","Arc Flash Monitor","High","Arc Flash Monitor for Distribution operations","GE","ArcFlashMonitor-5730","Distribution - Bay 8","true","true","false"
"DIS-025","Midwest Electric","Distribution","IED","High","IED for Distribution operations","Schneider","IED-4513","Distribution - Bay 6","true","true","false"
"DIS-026","Midwest Electric","Distribution","SCADA","High","SCADA for Distribution operations","Schneider","SCADA-6228","Distribution - Bay 4","true","true","false"
"DIS-027","Midwest Electric","Distribution","IED","High","IED for Distribution operations","ABB","IED-5614","Distribution - Bay 15","true","true","false"
"DIS-028","Midwest Electric","Distribution","Arc Flash Monitor","High","Arc Flash Monitor for Distribution operations","Siemens","ArcFlashMonitor-3709","Distribution - Bay 10","true","true","false"
"DIS-029","Midwest Electric","Distribution","Grid Controller","High","Grid Controller for Distribution operations","Siemens","GridController-1061","Distribution - Bay 20","true","true","false"
"DIS-030","Midwest Electric","Distribution","IED","High","IED for Distribution operations","Schneider","IED-3777","Distribution - Bay 2","true","true","false"
"DIS-031","Midwest Electric","Distribution","RTU","High","RTU for Distribution operations","Schneider","RTU-7504","Distribution - Bay 8","true","true","false"
"DIS-032","Midwest Electric","Distribution","Grid Controller","High","Grid Controller for Distribution operations","Siemens","GridController-2653","Distribution - Bay 13","true","true","false"
"DIS-033","Midwest Electric","Distribution","HMI","High","HMI for Distribution operations","Siemens","HMI-4701","Distribution - Bay 17","true","true","false"
"DIS-034","Midwest Electric","Distribution","Arc Flash Monitor","High","Arc Flash Monitor for Distribution operations","Honeywell","ArcFlashMonitor-5274","Distribution - Bay 16","true","true","false"
"DIS-035","Midwest Electric","Distribution","HMI","High","HMI for Distribution operations","GE","HMI-4678","Distribution - Bay 2","true","true","false"
"DIS-036","Midwest Electric","Distribution","RTU","High","RTU for Distribution operations","Schneider","RTU-2902","Distribution - Bay 5","true","true","false"
"DIS-037","Midwest Electric","Distribution","Arc Flash Monitor","High","Arc Flash Monitor for Distribution operations","Siemens","ArcFlashMonitor-3100","Distribution - Bay 13","true","true","false"
"DIS-038","Midwest Electric","Distribution","DMS","High","DMS for Distribution operations","GE","DMS-4355","Distribution - Bay 10","true","true","false"
"DIS-039","Midwest Electric","Distribution","DMS","High","DMS for Distribution operations","Honeywell","DMS-1540","Distribution - Bay 3","true","true","false"
"DIS-040","Midwest Electric","Distribution","Grid Controller","High","Grid Controller for Distribution operations","Honeywell","GridController-7168","Distribution - Bay 3","true","true","false"
"DIS-041","Midwest Electric","Distribution","IED","High","IED for Distribution operations","Siemens","IED-5279","Distribution - Bay 14","true","true","false"
"DIS-042","Midwest Electric","Distribution","Grid Controller","High","Grid Controller for Distribution operations","Schneider","GridController-7821","Distribution - Bay 9","true","true","false"
"DIS-043","Midwest Electric","Distribution","Grid Controller","High","Grid Controller for Distribution operations","ABB","GridController-3459","Distribution - Bay 13","true","true","false"
"DIS-044","Midwest Electric","Distribution","RTU","High","RTU for Distribution operations","Honeywell","RTU-3355","Distribution - Bay 2","true","true","false"
"DIS-045","Midwest Electric","Distribution","Grid Controller","High","Grid Controller for Distribution operations","Honeywell","GridController-1704","Distribution - Bay 4","true","true","false"
"DIS-046","Midwest Electric","Distribution","EMS","High","EMS for Distribution operations","Schneider","EMS-5047","Distribution - Bay 13","true","true","false"
"DIS-047","Midwest Electric","Distribution","RTU","High","RTU for Distribution operations","ABB","RTU-1351","Distribution - Bay 3","true","true","false"
"CON-001","Midwest Electric","Control Center","DMS","Critical","DMS for Control Center operations","GE","DMS-5625","Control Center - Bay 8","true","true","true"
"CON-002","Midwest Electric","Control Center","SCADA","Critical","SCADA for Control Center operations","GE","SCADA-5323","Control Center - Bay 7","true","true","true"
"CON-003","Midwest Electric","Control Center","RTU","Critical","RTU for Control Center operations","GE","RTU-6555","Control Center - Bay 4","true","true","true"
"CON-004","Midwest Electric","Control Center","Environmental Monitor","Critical","Environmental Monitor for Control Center operations","Schneider","EnvironmentalMonitor-6688","Control Center - Bay 1","true","true","true"
"CON-005","Midwest Electric","Control Center","DMS","Critical","DMS for Control Center operations","Honeywell","DMS-4672","Control Center - Bay 4","true","true","true"
"CON-006","Midwest Electric","Control Center","Protection Relay","Critical","Protection Relay for Control Center operations","Schneider","ProtectionRelay-9348","Control Center - Bay 8","true","true","true"
"CON-007","Midwest Electric","Control Center","Protection Relay","Critical","Protection Relay for Control Center operations","Schneider","ProtectionRelay-5501","Control Center - Bay 15","true","true","true"
"CON-008","Midwest Electric","Control Center","EMS","Critical","EMS for Control Center operations","GE","EMS-2177","Control Center - Bay 3","true","true","true"
"CON-009","Midwest Electric","Control Center","EMS","Critical","EMS for Control Center operations","Siemens","EMS-4020","Control Center - Bay 3","true","true","true"
"CON-010","Midwest Electric","Control Center","Environmental Monitor","Critical","Environmental Monitor for Control Center operations","GE","EnvironmentalMonitor-9431","Control Center - Bay 6","true","true","true"
"CON-011","Midwest Electric","Control Center","Protection Relay","Critical","Protection Relay for Control Center operations","Schneider","ProtectionRelay-7944","Control Center - Bay 4","true","true","true"
"CON-012","Midwest Electric","Control Center","Environmental Monitor","Critical","Environmental Monitor for Control Center operations","ABB","EnvironmentalMonitor-2658","Control Center - Bay 9","true","true","true"
"CON-013","Midwest Electric","Control Center","DMS","Critical","DMS for Control Center operations","Honeywell","DMS-8044","Control Center - Bay 15","true","true","true"
"CON-014","Midwest Electric","Control Center","EMS","Critical","EMS for Control Center operations","Siemens","EMS-3619","Control Center - Bay 15","true","true","true"
"CON-015","Midwest Electric","Control Center","IED","Critical","IED for Control Center operations","GE","IED-2840","Control Center - Bay 19","true","true","true"
"CON-016","Midwest Electric","Control Center","IED","Critical","IED for Control Center operations","ABB","IED-3511","Control Center - Bay 12","true","true","true"
"CON-017","Midwest Electric","Control Center","Protection Relay","Critical","Protection Relay for Control Center operations","ABB","ProtectionRelay-4457","Control Center - Bay 16","true","true","true"
"CON-018","Midwest Electric","Control Center","IED","Critical","IED for Control Center operations","Schneider","IED-9317","Control Center - Bay 16","true","true","true"
"CON-019","Midwest Electric","Control Center","EMS","Critical","EMS for Control Center operations","Siemens","EMS-5158","Control Center - Bay 3","true","true","true"
"CON-020","Midwest Electric","Control Center","DMS","Critical","DMS for Control Center operations","GE","DMS-1695","Control Center - Bay 2","true","true","true"
"CON-021","Midwest Electric","Control Center","DMS","Critical","DMS for Control Center operations","Schneider","DMS-1208","Control Center - Bay 5","true","true","true"
"CON-022","Midwest Electric","Control Center","Protection Relay","Critical","Protection Relay for Control Center operations","ABB","ProtectionRelay-4951","Control Center - Bay 3","true","true","true"
"CON-023","Midwest Electric","Control Center","EMS","Critical","EMS for Control Center operations","ABB","EMS-5798","Control Center - Bay 9","true","true","true"
"CON-024","Midwest Electric","Control Center","Arc Flash Monitor","Critical","Arc Flash Monitor for Control Center operations","Schneider","ArcFlashMonitor-8964","Control Center - Bay 12","true","true","true"
"CON-025","Midwest Electric","Control Center","DMS","Critical","DMS for Control Center operations","Schneider","DMS-1695","Control Center - Bay 15","true","true","true"
"CON-026","Midwest Electric","Control Center","Grid Controller","Critical","Grid Controller for Control Center operations","ABB","GridController-5167","Control Center - Bay 15","true","true","true"
"CON-027","Midwest Electric","Control Center","DMS","Critical","DMS for Control Center operations","Schneider","DMS-5232","Control Center - Bay 5","true","true","true"
"CON-028","Midwest Electric","Control Center","Protection Relay","Critical","Protection Relay for Control Center operations","Siemens","ProtectionRelay-3619","Control Center - Bay 17","true","true","true"
"CON-029","Midwest Electric","Control Center","Grid Controller","Critical","Grid Controller for Control Center operations","Siemens","GridController-8646","Control Center - Bay 18","true","true","true"
"CON-030","Midwest Electric","Control Center","SCADA","Critical","SCADA for Control Center operations","Siemens","SCADA-9850","Control Center - Bay 20","true","true","true"
"CON-031","Midwest Electric","Control Center","DMS","Critical","DMS for Control Center operations","GE","DMS-3237","Control Center - Bay 18","true","true","true"
"CON-032","Midwest Electric","Control Center","SCADA","Critical","SCADA for Control Center operations","Honeywell","SCADA-6959","Control Center - Bay 18","true","true","true"
"CON-033","Midwest Electric","Control Center","Arc Flash Monitor","Critical","Arc Flash Monitor for Control Center operations","Schneider","ArcFlashMonitor-5679","Control Center - Bay 17","true","true","true"
"CON-034","Midwest Electric","Control Center","Protection Relay","Critical","Protection Relay for Control Center operations","GE","ProtectionRelay-9689","Control Center - Bay 4","true","true","true"
"SUB-001","Midwest Electric","Substation","RTU","High","RTU for Substation operations","ABB","RTU-2916","Substation - Bay 15","true","true","false"
"SUB-002","Midwest Electric","Substation","EMS","High","EMS for Substation operations","Schneider","EMS-5714","Substation - Bay 6","true","true","false"
"SUB-003","Midwest Electric","Substation","Grid Controller","High","Grid Controller for Substation operations","Siemens","GridController-3282","Substation - Bay 6","true","true","false"
"SUB-004","Midwest Electric","Substation","DMS","High","DMS for Substation operations","Schneider","DMS-4355","Substation - Bay 19","true","true","false"
"SUB-005","Midwest Electric","Substation","DMS","High","DMS for Substation operations","Schneider","DMS-4349","Substation - Bay 11","true","true","false"
"SUB-006","Midwest Electric","Substation","Protection Relay","High","Protection Relay for Substation operations","ABB","ProtectionRelay-7524","Substation - Bay 3","true","true","false"
"SUB-007","Midwest Electric","Substation","RTU","High","RTU for Substation operations","Schneider","RTU-8616","Substation - Bay 16","true","true","false"
"SUB-008","Midwest Electric","Substation","DMS","High","DMS for Substation operations","ABB","DMS-1800","Substation - Bay 8","true","true","false"
"SUB-009","Midwest Electric","Substation","DMS","High","DMS for Substation operations","Schneider","DMS-7399","Substation - Bay 11","true","true","false"
"SUB-010","Midwest Electric","Substation","HMI","High","HMI for Substation operations","ABB","HMI-1810","Substation - Bay 8","true","true","false"
"SUB-011","Midwest Electric","Substation","HMI","High","HMI for Substation operations","Siemens","HMI-7852","Substation - Bay 14","true","true","false"
"SUB-012","Midwest Electric","Substation","HMI","High","HMI for Substation operations","Schneider","HMI-2093","Substation - Bay 15","true","true","false"
"SUB-013","Midwest Electric","Substation","HMI","High","HMI for Substation operations","Siemens","HMI-3806","Substation - Bay 11","true","true","false"
"SUB-014","Midwest Electric","Substation","RTU","High","RTU for Substation operations","Honeywell","RTU-6701","Substation - Bay 9","true","true","false"
"SUB-015","Midwest Electric","Substation","DMS","High","DMS for Substation operations","Schneider","DMS-4690","Substation - Bay 7","true","true","false"
"SUB-016","Midwest Electric","Substation","IED","High","IED for Substation operations","Honeywell","IED-7154","Substation - Bay 13","true","true","false"
"SUB-017","Midwest Electric","Substation","Protection Relay","High","Protection Relay for Substation operations","GE","ProtectionRelay-6614","Substation - Bay 11","true","true","false"
"SUB-018","Midwest Electric","Substation","IED","High","IED for Substation operations","ABB","IED-7514","Substation - Bay 11","true","true","false"
"SUB-019","Midwest Electric","Substation","EMS","High","EMS for Substation operations","Honeywell","EMS-9258","Substation - Bay 11","true","true","false"
"SUB-020","Midwest Electric","Substation","Grid Controller","High","Grid Controller for Substation operations","GE","GridController-6662","Substation - Bay 13","true","true","false"
"SUB-021","Midwest Electric","Substation","Grid Controller","High","Grid Controller for Substation operations","GE","GridController-8879","Substation - Bay 8","true","true","false"
"SUB-022","Midwest Electric","Substation","IED","High","IED for Substation operations","Honeywell","IED-1547","Substation - Bay 17","true","true","false"
"SUB-023","Midwest Electric","Substation","Protection Relay","High","Protection Relay for Substation operations","Siemens","ProtectionRelay-3471","Substation - Bay 13","true","true","false"
"SUB-024","Midwest Electric","Substation","HMI","High","HMI for Substation operations","ABB","HMI-5213","Substation - Bay 5","true","true","false"
"SUB-025","Midwest Electric","Substation","RTU","High","RTU for Substation operations","GE","RTU-6998","Substation - Bay 20","true","true","false"
"SUB-026","Midwest Electric","Substation","IED","High","IED for Substation operations","Honeywell","IED-1948","Substation - Bay 11","true","true","false"
"SUB-027","Midwest Electric","Substation","Arc Flash Monitor","High","Arc Flash Monitor for Substation operations","Honeywell","ArcFlashMonitor-6603","Substation - Bay 9","true","true","false"
"SUB-028","Midwest Electric","Substation","Protection Relay","High","Protection Relay for Substation operations","ABB","ProtectionRelay-8136","Substation - Bay 7","true","true","false"
"SUB-029","Midwest Electric","Substation","HMI","High","HMI for Substation operations","Honeywell","HMI-1611","Substation - Bay 1","true","true","false"
"SUB-030","Midwest Electric","Substation","Arc Flash Monitor","High","Arc Flash Monitor for Substation operations","Schneider","ArcFlashMonitor-8762","Substation - Bay 4","true","true","false"
"SUB-031","Midwest Electric","Substation","EMS","High","EMS for Substation operations","Siemens","EMS-4559","Substation - Bay 20","true","true","false"
"SUB-032","Midwest Electric","Substation","DMS","High","DMS for Substation operations","Schneider","DMS-1307","Substation - Bay 7","true","true","false"
"SUB-033","Midwest Electric","Substation","RTU","High","RTU for Substation operations","Siemens","RTU-2005","Substation - Bay 6","true","true","false"
"SUB-034","Midwest Electric","Substation","RTU","High","RTU for Substation operations","Honeywell","RTU-3340","Substation - Bay 16","true","true","false"
"SUB-035","Midwest Electric","Substation","EMS","High","EMS for Substation operations","Honeywell","EMS-6782","Substation - Bay 7","true","true","false"
"SUB-036","Midwest Electric","Substation","SCADA","High","SCADA for Substation operations","Schneider","SCADA-2673","Substation - Bay 10","true","true","false"
"SUB-037","Midwest Electric","Substation","DMS","High","DMS for Substation operations","ABB","DMS-4931","Substation - Bay 15","true","true","false"
"SUB-038","Midwest Electric","Substation","RTU","High","RTU for Substation operations","ABB","RTU-2374","Substation - Bay 15","true","true","false"
"SUB-039","Midwest Electric","Substation","DMS","High","DMS for Substation operations","Schneider","DMS-8305","Substation - Bay 20","true","true","false"
"SUB-040","Midwest Electric","Substation","Environmental Monitor","High","Environmental Monitor for Substation operations","GE","EnvironmentalMonitor-3122","Substation - Bay 4","true","true","false"
"SUB-041","Midwest Electric","Substation","Grid Controller","High","Grid Controller for Substation operations","Siemens","GridController-3154","Substation - Bay 1","true","true","false"
"SUB-042","Midwest Electric","Substation","Protection Relay","High","Protection Relay for Substation operations","ABB","ProtectionRelay-1496","Substation - Bay 15","true","true","false"
"SUB-043","Midwest Electric","Substation","HMI","High","HMI for Substation operations","ABB","HMI-5057","Substation - Bay 11","true","true","false"
"SUB-044","Midwest Electric","Substation","Protection Relay","High","Protection Relay for Substation operations","Schneider","ProtectionRelay-1272","Substation - Bay 3","true","true","false"
"SUB-045","Midwest Electric","Substation","RTU","High","RTU for Substation operations","ABB","RTU-1504","Substation - Bay 4","true","true","false"
"SUB-046","Midwest Electric","Substation","HMI","High","HMI for Substation operations","Schneider","HMI-9224","Substation - Bay 4","true","true","false"
"SUB-047","Midwest Electric","Substation","DMS","High","DMS for Substation operations","Honeywell","DMS-2095","Substation - Bay 13","true","true","false"
"SUB-048","Midwest Electric","Substation","Protection Relay","High","Protection Relay for Substation operations","Schneider","ProtectionRelay-5979","Substation - Bay 17","true","true","false"
"SUB-049","Midwest Electric","Substation","RTU","High","RTU for Substation operations","Honeywell","RTU-8269","Substation - Bay 9","true","true","false"
"SUB-050","Midwest Electric","Substation","Protection Relay","High","Protection Relay for Substation operations","ABB","ProtectionRelay-6305","Substation - Bay 19","true","true","false"
"SUB-051","Midwest Electric","Substation","IED","High","IED for Substation operations","Honeywell","IED-9121","Substation - Bay 1","true","true","false"
"SUB-052","Midwest Electric","Substation","DMS","High","DMS for Substation operations","Siemens","DMS-8639","Substation - Bay 16","true","true","false"
"SUB-053","Midwest Electric","Substation","Arc Flash Monitor","High","Arc Flash Monitor for Substation operations","ABB","ArcFlashMonitor-3860","Substation - Bay 4","true","true","false"
"SUB-054","Midwest Electric","Substation","RTU","High","RTU for Substation operations","Siemens","RTU-8417","Substation - Bay 9","true","true","false"
"SUB-055","Midwest Electric","Substation","RTU","High","RTU for Substation operations","Schneider","RTU-6082","Substation - Bay 15","true","true","false"
"SUB-056","Midwest Electric","Substation","IED","High","IED for Substation operations","ABB","IED-1384","Substation - Bay 8","true","true","false"
"SUB-057","Midwest Electric","Substation","IED","High","IED for Substation operations","ABB","IED-2239","Substation - Bay 1","true","true","false"
