asset_id,plant,unit,instrument_type,oem,model,last_patch_date,maintenance_status,next_maintenance,criticality,gmp_critical,validation_status
"PAC-014","New Jersey Labs","Packaging","Batch Controller","Emerson","BatchController-8213","2025-09-22","Current","2026-01-07","High","false","Validated"
"PAC-015","New Jersey Labs","Packaging","SCADA","Schneider","SCADA-9774","2025-05-29","Current","2026-01-08","High","false","Pending"
"PAC-016","New Jersey Labs","Packaging","MES","Schneider","MES-5586","2025-01-12","Current","2026-01-10","High","false","Pending"
"PAC-017","New Jersey Labs","Packaging","Environmental Monitor","Siemens","EnvironmentalMonitor-8447","2025-06-30","Current","2025-11-30","High","false","Validated"
"PAC-018","New Jersey Labs","Packaging","Safety PLC","Siemens","SafetyPLC-1004","2024-11-30","Current","2025-12-24","High","false","Validated"
"PAC-019","New Jersey Labs","Packaging","Serialization System","Schneider","SerializationSystem-2843","2025-05-24","Overdue","2025-12-02","High","false","Pending"
"PAC-020","New Jersey Labs","Packaging","LIMS","Schneider","LIMS-3407","2025-07-23","Current","2026-01-06","High","false","Pending"
"PAC-022","New Jersey Labs","Packaging","Temperature Controller","Emerson","TemperatureController-9607","2025-05-28","Current","2025-12-20","High","false","Validated"
"PAC-023","New Jersey Labs","Packaging","Environmental Monitor","Honeywell","EnvironmentalMonitor-4102","2025-07-28","Current","2025-12-23","High","false","Pending"
"PAC-024","New Jersey Labs","Packaging","Safety PLC","Schneider","SafetyPLC-5017","2025-07-12","Overdue","2026-01-13","High","false","Pending"
"PAC-025","New Jersey Labs","Packaging","SCADA","Emerson","SCADA-7158","2025-01-05","Current","2025-12-22","High","false","Validated"
"PAC-026","New Jersey Labs","Packaging","MES","Rockwell","MES-2906","2024-11-21","Current","2025-12-17","High","false","Validated"
"PAC-027","New Jersey Labs","Packaging","Environmental Monitor","Siemens","EnvironmentalMonitor-9838","2025-09-25","Current","2026-01-22","High","false","Validated"
"PAC-028","New Jersey Labs","Packaging","HMI","Siemens","HMI-9960","2025-04-08","Overdue","2025-10-24","High","false","Pending"
"PAC-029","New Jersey Labs","Packaging","Temperature Controller","Rockwell","TemperatureController-1351","2025-08-19","Current","2025-10-25","High","false","Pending"
"PAC-031","New Jersey Labs","Packaging","Temperature Controller","Emerson","TemperatureController-9982","2025-07-26","Overdue","2025-12-27","High","false","Validated"
"PAC-032","New Jersey Labs","Packaging","Batch Controller","Schneider","BatchController-6255","2025-09-11","Overdue","2026-01-15","High","false","Pending"
"PAC-033","New Jersey Labs","Packaging","MES","Rockwell","MES-9759","2025-07-21","Overdue","2025-12-16","High","false","Validated"
"PAC-034","New Jersey Labs","Packaging","MES","Emerson","MES-2082","2024-12-23","Overdue","2025-11-07","High","false","Validated"
"PAC-035","New Jersey Labs","Packaging","SCADA","Siemens","SCADA-4525","2025-01-14","Overdue","2025-12-10","High","false","Pending"
"PAC-036","New Jersey Labs","Packaging","Temperature Controller","Emerson","TemperatureController-5110","2025-08-18","Overdue","2025-11-19","High","false","Validated"
"PAC-037","New Jersey Labs","Packaging","HMI","Emerson","HMI-9268","2025-04-22","Current","2025-11-30","High","false","Validated"
"PAC-038","New Jersey Labs","Packaging","HMI","Honeywell","HMI-1548","2025-03-15","Overdue","2025-11-11","High","false","Pending"
"PAC-039","New Jersey Labs","Packaging","SCADA","Rockwell","SCADA-7087","2025-04-22","Current","2025-11-05","High","false","Pending"
"PAC-040","New Jersey Labs","Packaging","LIMS","Siemens","LIMS-4944","2025-10-14","Current","2026-01-10","High","false","Pending"
"PAC-041","New Jersey Labs","Packaging","Temperature Controller","Honeywell","TemperatureController-8821","2025-10-19","Current","2026-01-12","High","false","Validated"
"QUA-003","New Jersey Labs","Quality Control Lab","HMI","Siemens","HMI-7726","2025-01-20","Overdue","2025-12-16","Critical","true","Pending"
"QUA-004","New Jersey Labs","Quality Control Lab","LIMS","Emerson","LIMS-4293","2024-11-01","Current","2025-11-05","Critical","true","Validated"
"QUA-005","New Jersey Labs","Quality Control Lab","Batch Controller","Siemens","BatchController-2413","2025-05-18","Current","2025-11-11","Critical","true","Validated"
"QUA-007","New Jersey Labs","Quality Control Lab","MES","Siemens","MES-6444","2024-11-05","Current","2025-11-02","Critical","true","Validated"
"QUA-010","New Jersey Labs","Quality Control Lab","Safety PLC","Siemens","SafetyPLC-5736","2025-01-10","Current","2026-01-13","Critical","true","Validated"
"QUA-011","New Jersey Labs","Quality Control Lab","Temperature Controller","Siemens","TemperatureController-8656","2025-07-12","Overdue","2025-12-09","Critical","true","Validated"
"QUA-012","New Jersey Labs","Quality Control Lab","Safety PLC","Emerson","SafetyPLC-6122","2025-03-11","Current","2026-01-04","Critical","true","Validated"
"QUA-013","New Jersey Labs","Quality Control Lab","PLC","Honeywell","PLC-6622","2024-11-16","Current","2025-12-29","Critical","true","Pending"
"QUA-014","New Jersey Labs","Quality Control Lab","Serialization System","Rockwell","SerializationSystem-6219","2024-11-15","Overdue","2026-01-07","Critical","true","Validated"
"QUA-015","New Jersey Labs","Quality Control Lab","Temperature Controller","Honeywell","TemperatureController-8495","2025-02-16","Current","2025-12-20","Critical","true","Pending"
"QUA-017","New Jersey Labs","Quality Control Lab","LIMS","Rockwell","LIMS-3696","2025-05-24","Current","2025-11-04","Critical","true","Validated"
"QUA-018","New Jersey Labs","Quality Control Lab","MES","Rockwell","MES-5784","2025-03-13","Overdue","2026-01-05","Critical","true","Validated"
"QUA-019","New Jersey Labs","Quality Control Lab","HMI","Honeywell","HMI-4267","2025-05-24","Overdue","2025-12-29","Critical","true","Pending"
"QUA-020","New Jersey Labs","Quality Control Lab","SCADA","Honeywell","SCADA-9878","2025-01-19","Overdue","2025-10-26","Critical","true","Pending"
"QUA-021","New Jersey Labs","Quality Control Lab","Temperature Controller","Rockwell","TemperatureController-4524","2025-06-08","Overdue","2025-12-08","Critical","true","Pending"
"QUA-022","New Jersey Labs","Quality Control Lab","Temperature Controller","Schneider","TemperatureController-7724","2024-10-31","Current","2026-01-09","Critical","true","Pending"
"QUA-023","New Jersey Labs","Quality Control Lab","Safety PLC","Schneider","SafetyPLC-8179","2024-12-20","Overdue","2025-11-16","Critical","true","Validated"
"QUA-026","New Jersey Labs","Quality Control Lab","LIMS","Emerson","LIMS-1032","2025-04-14","Current","2025-11-08","Critical","true","Validated"
"QUA-027","New Jersey Labs","Quality Control Lab","MES","Siemens","MES-7537","2025-05-03","Current","2025-11-09","Critical","true","Validated"
"QUA-029","New Jersey Labs","Quality Control Lab","MES","Schneider","MES-4839","2025-01-26","Current","2025-11-13","Critical","true","Validated"
"QUA-030","New Jersey Labs","Quality Control Lab","Temperature Controller","Siemens","TemperatureController-2931","2025-07-20","Current","2025-12-26","Critical","true","Pending"
"QUA-031","New Jersey Labs","Quality Control Lab","SCADA","Honeywell","SCADA-5833","2025-09-18","Current","2026-01-15","Critical","true","Pending"
"QUA-032","New Jersey Labs","Quality Control Lab","SCADA","Emerson","SCADA-5247","2025-06-01","Current","2025-12-30","Critical","true","Validated"
"QUA-033","New Jersey Labs","Quality Control Lab","Batch Controller","Schneider","BatchController-9983","2024-12-25","Overdue","2025-11-18","Critical","true","Pending"
"QUA-034","New Jersey Labs","Quality Control Lab","Safety PLC","Emerson","SafetyPLC-6255","2025-06-22","Overdue","2025-12-16","Critical","true","Validated"
"QUA-035","New Jersey Labs","Quality Control Lab","Temperature Controller","Honeywell","TemperatureController-4723","2025-10-01","Current","2025-11-28","Critical","true","Validated"
"QUA-036","New Jersey Labs","Quality Control Lab","PLC","Rockwell","PLC-9423","2024-11-09","Overdue","2026-01-18","Critical","true","Pending"
"QUA-038","New Jersey Labs","Quality Control Lab","Environmental Monitor","Siemens","EnvironmentalMonitor-8016","2025-06-01","Current","2025-11-02","Critical","true","Pending"
"QUA-039","New Jersey Labs","Quality Control Lab","MES","Siemens","MES-9368","2025-04-28","Overdue","2025-10-25","Critical","true","Validated"
"QUA-040","New Jersey Labs","Quality Control Lab","Serialization System","Rockwell","SerializationSystem-9236","2024-10-31","Current","2025-11-11","Critical","true","Validated"
"UTI-001","New Jersey Labs","Utilities","Temperature Controller","Rockwell","TemperatureController-2737","2025-04-10","Overdue","2025-11-25","High","false","Validated"
"UTI-002","New Jersey Labs","Utilities","LIMS","Honeywell","LIMS-4882","2025-03-20","Current","2025-11-25","High","false","Pending"
"UTI-003","New Jersey Labs","Utilities","Serialization System","Schneider","SerializationSystem-2908","2025-03-17","Overdue","2025-12-02","High","false","Pending"
"UTI-005","New Jersey Labs","Utilities","Temperature Controller","Emerson","TemperatureController-8705","2025-09-12","Overdue","2025-11-08","High","false","Validated"
"UTI-008","New Jersey Labs","Utilities","Temperature Controller","Honeywell","TemperatureController-4930","2025-07-12","Current","2025-11-13","High","false","Validated"
"UTI-009","New Jersey Labs","Utilities","PLC","Siemens","PLC-2249","2024-12-23","Current","2025-11-24","High","false","Validated"
"UTI-010","New Jersey Labs","Utilities","MES","Honeywell","MES-7555","2025-06-28","Current","2025-11-19","High","false","Validated"
"UTI-011","New Jersey Labs","Utilities","Temperature Controller","Schneider","TemperatureController-2850","2025-02-08","Overdue","2025-11-11","High","false","Pending"
"UTI-012","New Jersey Labs","Utilities","Serialization System","Honeywell","SerializationSystem-8166","2025-03-10","Current","2025-12-11","High","false","Validated"
"UTI-014","New Jersey Labs","Utilities","SCADA","Honeywell","SCADA-2954","2025-05-09","Current","2025-10-25","High","false","Pending"
"UTI-016","New Jersey Labs","Utilities","Environmental Monitor","Honeywell","EnvironmentalMonitor-3334","2025-06-17","Current","2026-01-07","High","false","Pending"
"UTI-017","New Jersey Labs","Utilities","Safety PLC","Rockwell","SafetyPLC-7119","2024-12-16","Current","2026-01-06","High","false","Validated"
"UTI-018","New Jersey Labs","Utilities","SCADA","Rockwell","SCADA-2162","2025-06-05","Current","2025-11-21","High","false","Validated"
"UTI-019","New Jersey Labs","Utilities","PLC","Rockwell","PLC-3469","2025-05-14","Current","2025-10-31","High","false","Pending"
"UTI-020","New Jersey Labs","Utilities","Serialization System","Siemens","SerializationSystem-6829","2025-03-13","Current","2025-11-29","High","false","Pending"
"UTI-021","New Jersey Labs","Utilities","MES","Schneider","MES-9747","2025-03-03","Current","2026-01-01","High","false","Validated"
"UTI-022","New Jersey Labs","Utilities","Safety PLC","Rockwell","SafetyPLC-7427","2025-05-05","Current","2025-10-31","High","false","Validated"
"UTI-023","New Jersey Labs","Utilities","HMI","Schneider","HMI-5009","2025-09-27","Current","2025-12-26","High","false","Pending"
"UTI-024","New Jersey Labs","Utilities","Temperature Controller","Schneider","TemperatureController-3020","2025-06-08","Current","2025-12-29","High","false","Pending"
"UTI-025","New Jersey Labs","Utilities","LIMS","Schneider","LIMS-4640","2024-12-01","Current","2026-01-12","High","false","Validated"
"UTI-026","New Jersey Labs","Utilities","HMI","Siemens","HMI-9309","2025-03-10","Current","2026-01-08","High","false","Validated"
"UTI-027","New Jersey Labs","Utilities","MES","Rockwell","MES-2613","2025-05-05","Current","2025-12-27","High","false","Validated"
"UTI-029","New Jersey Labs","Utilities","MES","Siemens","MES-7496","2025-08-04","Current","2025-11-03","High","false","Validated"
"UTI-033","New Jersey Labs","Utilities","MES","Schneider","MES-7564","2025-04-15","Current","2025-10-28","High","false","Validated"
"UTI-034","New Jersey Labs","Utilities","Temperature Controller","Siemens","TemperatureController-6206","2024-11-23","Current","2026-01-03","High","false","Validated"
"UTI-035","New Jersey Labs","Utilities","SCADA","Emerson","SCADA-9844","2024-11-11","Current","2026-01-22","High","false","Pending"
"UTI-036","New Jersey Labs","Utilities","Serialization System","Siemens","SerializationSystem-6122","2025-04-16","Current","2025-11-22","High","false","Validated"
"UTI-037","New Jersey Labs","Utilities","Batch Controller","Siemens","BatchController-4149","2025-03-19","Current","2026-01-14","High","false","Validated"
"UTI-039","New Jersey Labs","Utilities","Batch Controller","Schneider","BatchController-2173","2025-05-08","Current","2025-11-26","High","false","Validated"
"UTI-041","New Jersey Labs","Utilities","Temperature Controller","Honeywell","TemperatureController-2105","2025-04-20","Current","2025-12-16","High","false","Validated"
"UTI-042","New Jersey Labs","Utilities","Safety PLC","Honeywell","SafetyPLC-7869","2025-01-25","Current","2025-12-29","High","false","Validated"
"UTI-043","New Jersey Labs","Utilities","MES","Siemens","MES-5657","2025-06-28","Current","2025-11-01","High","false","Pending"
"UTI-044","New Jersey Labs","Utilities","LIMS","Siemens","LIMS-5831","2024-11-27","Current","2025-12-27","High","false","Validated"
"UTI-045","New Jersey Labs","Utilities","MES","Schneider","MES-7965","2025-06-03","Current","2025-11-30","High","false","Validated"
"UTI-046","New Jersey Labs","Utilities","LIMS","Rockwell","LIMS-9210","2025-05-17","Current","2025-11-19","High","false","Pending"
"UTI-047","New Jersey Labs","Utilities","Safety PLC","Emerson","SafetyPLC-3403","2025-07-13","Current","2025-12-20","High","false","Validated"
"UTI-048","New Jersey Labs","Utilities","PLC","Rockwell","PLC-2574","2025-10-03","Current","2025-12-27","High","false","Pending"
"UTI-049","New Jersey Labs","Utilities","Temperature Controller","Emerson","TemperatureController-3786","2025-06-16","Overdue","2025-12-03","High","false","Validated"
"UTI-050","New Jersey Labs","Utilities","MES","Honeywell","MES-4257","2025-06-27","Current","2025-12-16","High","false","Validated"
"UTI-051","New Jersey Labs","Utilities","Temperature Controller","Siemens","TemperatureController-4387","2025-07-29","Current","2025-12-23","High","false","Validated"
"WAR-001","New Jersey Labs","Warehouse","HMI","Siemens","HMI-1779","2025-06-05","Overdue","2026-01-02","Medium","false","Validated"
"WAR-003","New Jersey Labs","Warehouse","LIMS","Honeywell","LIMS-8877","2025-05-26","Current","2026-01-01","Medium","false","Pending"
"WAR-006","New Jersey Labs","Warehouse","Batch Controller","Siemens","BatchController-9629","2024-12-02","Current","2026-01-13","Medium","false","Pending"
"WAR-007","New Jersey Labs","Warehouse","SCADA","Honeywell","SCADA-3896","2024-12-28","Current","2025-12-09","Medium","false","Pending"
"WAR-009","New Jersey Labs","Warehouse","Serialization System","Siemens","SerializationSystem-9953","2024-11-30","Current","2025-12-02","Medium","false","Pending"
"WAR-010","New Jersey Labs","Warehouse","PLC","Rockwell","PLC-1830","2025-04-20","Current","2025-11-29","Medium","false","Pending"
"WAR-012","New Jersey Labs","Warehouse","Batch Controller","Emerson","BatchController-6018","2025-06-18","Current","2025-12-14","Medium","false","Pending"
"WAR-013","New Jersey Labs","Warehouse","Batch Controller","Honeywell","BatchController-7252","2025-09-12","Current","2025-12-26","Medium","false","Pending"
"WAR-014","New Jersey Labs","Warehouse","MES","Siemens","MES-1955","2024-12-28","Current","2025-12-22","Medium","false","Pending"
"WAR-015","New Jersey Labs","Warehouse","Environmental Monitor","Schneider","EnvironmentalMonitor-9381","2025-09-22","Overdue","2026-01-13","Medium","false","Validated"
"WAR-016","New Jersey Labs","Warehouse","MES","Schneider","MES-2157","2025-08-07","Overdue","2025-12-09","Medium","false","Validated"
"WAR-017","New Jersey Labs","Warehouse","Temperature Controller","Rockwell","TemperatureController-8167","2025-10-17","Current","2025-10-25","Medium","false","Pending"
