tag_id,plant,plant_code,unit,unit_code,area,device_type,security_tier,criticality,manufacturer,model,serial_number,description,location,installation_date,expected_ip,expected_protocol,vlan,safety_system,last_maintenance,warranty_expires
TMMTX-BDY-0547,Texas Manufacturing,TMMTX,Body Shop,BDY,Body Shop - Zone 3,Cell PLC,1,Critical,Pilz,PIL-CellPLC-8754,SN-MQJJGSO1VS,Cell PLC for Tundra/Tacoma/Sequoia production,"San Antonio, TX, Building A, Area 9",2023-04-19,192.168.12.12,EtherCAT,100,,2025-04-04,2026-07-01
TMMTX-BDY-0548,Texas Manufacturing,TMMTX,Body Shop,BDY,Body Shop - Zone 1,Cell PLC,1,Critical,SICK,SIC-CellPLC-1956,SN-1KA01EB8GE,Cell PLC for Tundra/Tacoma/Sequoia production,"San Antonio, TX, Building A, Area 8",2023-05-24,192.168.12.12,EtherCAT,100,,2025-09-14,2026-10-11
TMMTX-BDY-0549,Texas Manufacturing,TMMTX,Body Shop,BDY,Body Shop - Zone 3,Cell PLC,1,Critical,Kawasaki,KAW-CellPLC-6906,SN-O4NWQ88TFL,Cell PLC for Tundra/Tacoma/Sequoia production,"San Antonio, TX, Building A, Area 6",2020-11-30,192.168.12.12,OPC UA,100,,2025-07-21,2027-07-19
TMMTX-BDY-0550,Texas Manufacturing,TMMTX,Body Shop,BDY,Body Shop - Zone 2,Cell PLC,1,Critical,Rockwell,ROC-CellPLC-8747,SN-TPCZP45EDQ,Cell PLC for Tundra/Tacoma/Sequoia production,"San Antonio, TX, Building A, Area 5",2024-07-23,192.168.12.12,OPC UA,100,,2025-10-04,2027-08-25
TMMTX-BDY-0551,Texas Manufacturing,TMMTX,Body Shop,BDY,Body Shop - Zone 3,Cell PLC,1,Critical,ABB,ABB-CellPLC-2123,SN-MU3G8TPRVD,Cell PLC for Tundra/Tacoma/Sequoia production,"San Antonio, TX, Building A, Area 3",2020-10-07,192.168.12.12,OPC UA,100,,2025-12-27,2026-11-28
TMMTX-BDY-0552,Texas Manufacturing,TMMTX,Body Shop,BDY,Body Shop - Zone 1,Cell PLC,1,Critical,Siemens,SIE-CellPLC-2847,SN-XNLUKCWAUL,Cell PLC for Tundra/Tacoma/Sequoia production,"San Antonio, TX, Building A, Area 8",2024-01-11,192.168.12.12,Modbus TCP,100,,2025-05-22,2026-09-20
TMMTX-BDY-0553,Texas Manufacturing,TMMTX,Body Shop,BDY,Body Shop - Zone 1,Cell PLC,1,Critical,Pilz,PIL-CellPLC-1814,SN-IMIENUD3A2,Cell PLC for Tundra/Tacoma/Sequoia production,"San Antonio, TX, Building A, Area 3",2025-09-17,192.168.12.12,Modbus TCP,100,,2025-12-09,2026-09-24
TMMTX-BDY-0554,Texas Manufacturing,TMMTX,Body Shop,BDY,Body Shop - Zone 1,Cell PLC,1,Critical,Siemens,SIE-CellPLC-6939,SN-DOH1IS0MAW,Cell PLC for Tundra/Tacoma/Sequoia production,"San Antonio, TX, Building A, Area 9",2022-11-02,192.168.12.12,OPC UA,100,,2025-08-06,2026-03-16
TMMTX-BDY-0555,Texas Manufacturing,TMMTX,Body Shop,BDY,Body Shop - Zone 1,Cell PLC,1,Critical,Fanuc,FAN-CellPLC-7738,SN-S5LZSZJSRF,Cell PLC for Tundra/Tacoma/Sequoia production,"San Antonio, TX, Building A, Area 10",2024-09-28,192.168.12.12,Ethernet/IP,100,,2025-07-22,2026-12-21
TMMTX-BDY-0556,Texas Manufacturing,TMMTX,Body Shop,BDY,Body Shop - Zone 3,Cell PLC,1,Critical,Lincoln Electric,LIN-CellPLC-7152,SN-PJD4B55ASC,Cell PLC for Tundra/Tacoma/Sequoia production,"San Antonio, TX, Building A, Area 1",2022-07-02,192.168.12.12,Ethernet/IP,100,,2025-11-11,2026-03-09
TMMTX-BDY-0557,Texas Manufacturing,TMMTX,Body Shop,BDY,Body Shop - Zone 2,Cell PLC,1,Critical,Lincoln Electric,LIN-CellPLC-9422,SN-X5HLODIPPE,Cell PLC for Tundra/Tacoma/Sequoia production,"San Antonio, TX, Building A, Area 5",2020-11-20,192.168.12.12,PROFINET,100,,2025-11-11,2026-09-24
TMMTX-BDY-0558,Texas Manufacturing,TMMTX,Body Shop,BDY,Body Shop - Zone 2,Cell PLC,1,Critical,SICK,SIC-CellPLC-1054,SN-YE67KWUG7W,Cell PLC for Tundra/Tacoma/Sequoia production,"San Antonio, TX, Building A, Area 9",2024-02-11,192.168.12.12,PROFINET,100,,2025-03-08,2026-11-02
TMMTX-BDY-0559,Texas Manufacturing,TMMTX,Body Shop,BDY,Body Shop - Zone 2,Cell PLC,1,Critical,Pilz,PIL-CellPLC-2941,SN-ZOHGQDONCV,Cell PLC for Tundra/Tacoma/Sequoia production,"San Antonio, TX, Building A, Area 10",2022-06-27,192.168.12.12,EtherCAT,100,,2025-04-27,2028-01-06
TMMTX-BDY-0560,Texas Manufacturing,TMMTX,Body Shop,BDY,Body Shop - Zone 3,Cell PLC,1,Critical,ABB,ABB-CellPLC-3233,SN-FYDHRMPI46,Cell PLC for Tundra/Tacoma/Sequoia production,"San Antonio, TX, Building A, Area 3",2025-08-19,192.168.12.12,Ethernet/IP,100,,2025-11-16,2027-07-01
TMMTX-BDY-0561,Texas Manufacturing,TMMTX,Body Shop,BDY,Body Shop - Zone 1,Cell PLC,1,Critical,SICK,SIC-CellPLC-8987,SN-K4K1HEEXC8,Cell PLC for Tundra/Tacoma/Sequoia production,"San Antonio, TX, Building A, Area 1",2025-07-10,192.168.12.12,PROFINET,100,,2025-10-24,2027-06-01
TMMTX-BDY-0562,Texas Manufacturing,TMMTX,Body Shop,BDY,Body Shop - Zone 1,Cell PLC,1,Critical,Fronius,FRO-CellPLC-5288,SN-DSAL8ITUQV,Cell PLC for Tundra/Tacoma/Sequoia production,"San Antonio, TX, Building A, Area 3",2024-11-01,192.168.12.12,Ethernet/IP,100,,2025-09-02,2026-06-26
TMMTX-BDY-0563,Texas Manufacturing,TMMTX,Body Shop,BDY,Body Shop - Zone 2,Cell PLC,1,Critical,ABB,ABB-CellPLC-4623,SN-AD8O6WNRJC,Cell PLC for Tundra/Tacoma/Sequoia production,"San Antonio, TX, Building A, Area 6",2021-10-25,192.168.12.12,Ethernet/IP,100,,2025-04-02,2026-07-08
TMMTX-BDY-0564,Texas Manufacturing,TMMTX,Body Shop,BDY,Body Shop - Zone 2,Cell PLC,1,Critical,Kawasaki,KAW-CellPLC-5920,SN-FTB3DPRU76,Cell PLC for Tundra/Tacoma/Sequoia production,"San Antonio, TX, Building A, Area 3",2025-10-06,192.168.12.12,EtherCAT,100,,2025-07-22,2026-06-11
TMMTX-BDY-0565,Texas Manufacturing,TMMTX,Body Shop,BDY,Body Shop - Zone 4,Cell PLC,1,Critical,Fanuc,FAN-CellPLC-5831,SN-XA6B9EXS81,Cell PLC for Tundra/Tacoma/Sequoia production,"San Antonio, TX, Building A, Area 2",2023-11-29,192.168.12.12,EtherCAT,100,,2025-02-25,2026-11-20
TMMTX-BDY-0566,Texas Manufacturing,TMMTX,Body Shop,BDY,Body Shop - Zone 2,Cell PLC,1,Critical,Fronius,FRO-CellPLC-6918,SN-L0GYSAI9F6,Cell PLC for Tundra/Tacoma/Sequoia production,"San Antonio, TX, Building A, Area 8",2021-06-17,192.168.12.12,EtherCAT,100,,2026-01-09,2027-09-12
TMMTX-BDY-0567,Texas Manufacturing,TMMTX,Body Shop,BDY,Body Shop - Zone 2,Cell PLC,1,Critical,Fronius,FRO-CellPLC-9520,SN-VHDN2LEXZH,Cell PLC for Tundra/Tacoma/Sequoia production,"San Antonio, TX, Building A, Area 2",2024-05-31,192.168.12.12,PROFINET,100,,2025-12-11,2026-12-22
TMMTX-BDY-0568,Texas Manufacturing,TMMTX,Body Shop,BDY,Body Shop - Zone 1,Cell PLC,1,Critical,Kawasaki,KAW-CellPLC-8390,SN-KVW1K7S3OY,Cell PLC for Tundra/Tacoma/Sequoia production,"San Antonio, TX, Building A, Area 6",2024-09-03,192.168.12.12,PROFINET,100,,2025-05-22,2027-03-27
TMMTX-BDY-0569,Texas Manufacturing,TMMTX,Body Shop,BDY,Body Shop - Zone 1,Cell PLC,1,Critical,Pilz,PIL-CellPLC-9952,SN-GCYV1V6WKB,Cell PLC for Tundra/Tacoma/Sequoia production,"San Antonio, TX, Building A, Area 2",2025-11-12,192.168.12.12,Modbus TCP,100,,2025-12-08,2027-06-08
TMMTX-BDY-0570,Texas Manufacturing,TMMTX,Body Shop,BDY,Body Shop - Zone 2,Cell PLC,1,Critical,ABB,ABB-CellPLC-3346,SN-VZ34J1Z793,Cell PLC for Tundra/Tacoma/Sequoia production,"San Antonio, TX, Building A, Area 4",2023-01-17,192.168.12.12,Ethernet/IP,100,,2025-03-08,2027-02-01
TMMTX-BDY-0571,Texas Manufacturing,TMMTX,Body Shop,BDY,Body Shop - Zone 2,Cell PLC,1,Critical,Fronius,FRO-CellPLC-7111,SN-VBZ7UZWBI6,Cell PLC for Tundra/Tacoma/Sequoia production,"San Antonio, TX, Building A, Area 2",2022-06-02,192.168.12.12,Modbus TCP,100,,2025-08-03,2026-03-24
TMMTX-BDY-0572,Texas Manufacturing,TMMTX,Body Shop,BDY,Body Shop - Zone 2,Cell PLC,1,Critical,Fanuc,FAN-CellPLC-4361,SN-ZDHRJWVQBY,Cell PLC for Tundra/Tacoma/Sequoia production,"San Antonio, TX, Building A, Area 5",2020-08-01,192.168.12.12,EtherCAT,100,,2025-11-26,2026-06-08
TMMTX-BDY-0573,Texas Manufacturing,TMMTX,Body Shop,BDY,Body Shop - Zone 3,Cell PLC,1,Critical,Bosch Rexroth,BOS-CellPLC-3404,SN-I4HGTQB0AV,Cell PLC for Tundra/Tacoma/Sequoia production,"San Antonio, TX, Building A, Area 6",2021-02-15,192.168.12.12,Ethernet/IP,100,,2025-11-03,2027-10-04
TMMTX-BDY-0574,Texas Manufacturing,TMMTX,Body Shop,BDY,Body Shop - Zone 3,Cell PLC,1,Critical,Lincoln Electric,LIN-CellPLC-5417,SN-UMNWKYJ6WO,Cell PLC for Tundra/Tacoma/Sequoia production,"San Antonio, TX, Building A, Area 6",2020-08-29,192.168.12.12,Modbus TCP,100,,2025-09-26,2026-05-12
TMMTX-BDY-0575,Texas Manufacturing,TMMTX,Body Shop,BDY,Body Shop - Zone 3,Cell PLC,1,Critical,Pilz,PIL-CellPLC-3470,SN-5RZ97C1Z6W,Cell PLC for Tundra/Tacoma/Sequoia production,"San Antonio, TX, Building A, Area 2",2023-01-15,192.168.12.12,Ethernet/IP,100,,2025-07-09,2027-06-04
TMMTX-BDY-0576,Texas Manufacturing,TMMTX,Body Shop,BDY,Body Shop - Zone 2,Cell PLC,1,Critical,Rockwell,ROC-CellPLC-4885,SN-27GGDUPF7D,Cell PLC for Tundra/Tacoma/Sequoia production,"San Antonio, TX, Building A, Area 4",2025-10-01,192.168.12.12,OPC UA,100,,2026-01-12,2026-02-13
TMMTX-BDY-0577,Texas Manufacturing,TMMTX,Body Shop,BDY,Body Shop - Zone 2,Cell PLC,1,Critical,Fanuc,FAN-CellPLC-6890,SN-HEX5CLHX7X,Cell PLC for Tundra/Tacoma/Sequoia production,"San Antonio, TX, Building A, Area 7",2024-08-16,192.168.12.12,Modbus TCP,100,,2025-04-04,2027-02-28
TMMTX-BDY-0578,Texas Manufacturing,TMMTX,Body Shop,BDY,Body Shop - Zone 4,Vision System,2,High,Fronius,FRO-VisionSystem-2036,SN-IGPZM50MEZ,Vision System for Tundra/Tacoma/Sequoia production,"San Antonio, TX, Building A, Area 8",2021-01-11,192.168.12.12,Modbus TCP,100,,2025-04-06,2026-08-06
TMMTX-BDY-0579,Texas Manufacturing,TMMTX,Body Shop,BDY,Body Shop - Zone 4,Vision System,2,High,Siemens,SIE-VisionSystem-6261,SN-XX4G40TTO5,Vision System for Tundra/Tacoma/Sequoia production,"San Antonio, TX, Building A, Area 3",2021-01-11,192.168.12.12,Modbus TCP,100,,2025-06-05,2026-07-27
TMMTX-BDY-0580,Texas Manufacturing,TMMTX,Body Shop,BDY,Body Shop - Zone 4,Vision System,2,High,Kawasaki,KAW-VisionSystem-5884,SN-B7PJCW0WKQ,Vision System for Tundra/Tacoma/Sequoia production,"San Antonio, TX, Building A, Area 2",2025-04-20,192.168.12.12,EtherCAT,100,,2025-06-28,2026-11-05
TMMTX-BDY-0581,Texas Manufacturing,TMMTX,Body Shop,BDY,Body Shop - Zone 2,Vision System,2,High,Lincoln Electric,LIN-VisionSystem-2000,SN-3GPJAD3AZI,Vision System for Tundra/Tacoma/Sequoia production,"San Antonio, TX, Building A, Area 9",2023-04-28,192.168.12.12,Modbus TCP,100,,2025-10-21,2026-06-10
TMMTX-BDY-0582,Texas Manufacturing,TMMTX,Body Shop,BDY,Body Shop - Zone 2,Vision System,2,High,Bosch Rexroth,BOS-VisionSystem-5907,SN-L08CZJX6ST,Vision System for Tundra/Tacoma/Sequoia production,"San Antonio, TX, Building A, Area 6",2021-01-31,192.168.12.12,OPC UA,100,,2026-01-12,2027-02-16
TMMTX-BDY-0583,Texas Manufacturing,TMMTX,Body Shop,BDY,Body Shop - Zone 2,Vision System,2,High,Kawasaki,KAW-VisionSystem-6161,SN-Z26R4L4VRM,Vision System for Tundra/Tacoma/Sequoia production,"San Antonio, TX, Building A, Area 4",2025-04-25,192.168.12.12,Ethernet/IP,100,,2026-01-23,2026-06-17
TMMTX-BDY-0584,Texas Manufacturing,TMMTX,Body Shop,BDY,Body Shop - Zone 2,Vision System,2,High,Siemens,SIE-VisionSystem-9044,SN-M0B2CZMF9D,Vision System for Tundra/Tacoma/Sequoia production,"San Antonio, TX, Building A, Area 7",2023-11-02,192.168.12.12,Ethernet/IP,100,,2025-09-25,2026-11-15
TMMTX-BDY-0585,Texas Manufacturing,TMMTX,Body Shop,BDY,Body Shop - Zone 1,Vision System,2,High,Bosch Rexroth,BOS-VisionSystem-2243,SN-FX9IPXWW3Q,Vision System for Tundra/Tacoma/Sequoia production,"San Antonio, TX, Building A, Area 9",2024-05-17,192.168.12.12,PROFINET,100,,2025-07-09,2026-02-22
TMMTX-BDY-0586,Texas Manufacturing,TMMTX,Body Shop,BDY,Body Shop - Zone 2,Vision System,2,High,Kawasaki,KAW-VisionSystem-1236,SN-YKLUX6XORH,Vision System for Tundra/Tacoma/Sequoia production,"San Antonio, TX, Building A, Area 4",2022-11-04,192.168.12.12,EtherCAT,100,,2025-12-20,2026-08-11
TMMTX-BDY-0587,Texas Manufacturing,TMMTX,Body Shop,BDY,Body Shop - Zone 2,Vision System,2,High,Rockwell,ROC-VisionSystem-2941,SN-E4U1NZN5Z1,Vision System for Tundra/Tacoma/Sequoia production,"San Antonio, TX, Building A, Area 4",2020-10-14,192.168.12.12,EtherCAT,100,,2025-06-14,2027-05-02
TMMTX-BDY-0588,Texas Manufacturing,TMMTX,Body Shop,BDY,Body Shop - Zone 1,Vision System,2,High,Lincoln Electric,LIN-VisionSystem-9963,SN-KY4JUSMWU6,Vision System for Tundra/Tacoma/Sequoia production,"San Antonio, TX, Building A, Area 3",2024-03-05,192.168.12.12,EtherCAT,100,,2025-07-30,2026-08-29
TMMTX-BDY-0589,Texas Manufacturing,TMMTX,Body Shop,BDY,Body Shop - Zone 2,Vision System,2,High,Fanuc,FAN-VisionSystem-7635,SN-1XQ692DXOJ,Vision System for Tundra/Tacoma/Sequoia production,"San Antonio, TX, Building A, Area 8",2020-02-08,192.168.12.12,Ethernet/IP,100,,2025-07-28,2026-02-23
TMMTX-BDY-0590,Texas Manufacturing,TMMTX,Body Shop,BDY,Body Shop - Zone 2,Vision System,2,High,Pilz,PIL-VisionSystem-8050,SN-R4AUC6XY2T,Vision System for Tundra/Tacoma/Sequoia production,"San Antonio, TX, Building A, Area 1",2025-05-20,192.168.12.12,Ethernet/IP,100,,2025-03-20,2027-03-09
TMMTX-BDY-0591,Texas Manufacturing,TMMTX,Body Shop,BDY,Body Shop - Zone 4,Vision System,2,High,Bosch Rexroth,BOS-VisionSystem-2584,SN-N6W9AVFW4I,Vision System for Tundra/Tacoma/Sequoia production,"San Antonio, TX, Building A, Area 8",2022-11-15,192.168.12.12,Ethernet/IP,100,,2025-05-01,2026-02-21
TMMTX-BDY-0592,Texas Manufacturing,TMMTX,Body Shop,BDY,Body Shop - Zone 2,Vision System,2,High,SICK,SIC-VisionSystem-1791,SN-0HW5DFO20E,Vision System for Tundra/Tacoma/Sequoia production,"San Antonio, TX, Building A, Area 5",2024-11-23,192.168.12.12,Ethernet/IP,100,,2025-10-03,2026-04-28
TMMTX-BDY-0593,Texas Manufacturing,TMMTX,Body Shop,BDY,Body Shop - Zone 2,Vision System,2,High,Bosch Rexroth,BOS-VisionSystem-2239,SN-ZAX718EYHT,Vision System for Tundra/Tacoma/Sequoia production,"San Antonio, TX, Building A, Area 3",2021-05-19,192.168.12.12,Ethernet/IP,100,,2026-01-23,2027-06-16
TMMTX-BDY-0594,Texas Manufacturing,TMMTX,Body Shop,BDY,Body Shop - Zone 4,Vision System,2,High,Kawasaki,KAW-VisionSystem-5254,SN-989DVJYVFR,Vision System for Tundra/Tacoma/Sequoia production,"San Antonio, TX, Building A, Area 6",2020-02-02,192.168.12.12,Modbus TCP,100,,2025-04-06,2026-05-04
TMMTX-BDY-0595,Texas Manufacturing,TMMTX,Body Shop,BDY,Body Shop - Zone 1,Vision System,2,High,Lincoln Electric,LIN-VisionSystem-6589,SN-LL0L5TPCY1,Vision System for Tundra/Tacoma/Sequoia production,"San Antonio, TX, Building A, Area 5",2023-03-23,192.168.12.12,Ethernet/IP,100,,2025-02-16,2027-10-24
TMMTX-BDY-0596,Texas Manufacturing,TMMTX,Body Shop,BDY,Body Shop - Zone 4,Vision System,2,High,Rockwell,ROC-VisionSystem-9808,SN-T4TOTMPEJD,Vision System for Tundra/Tacoma/Sequoia production,"San Antonio, TX, Building A, Area 9",2022-08-17,192.168.12.12,PROFINET,100,,2025-05-01,2027-05-22
TMMTX-BDY-0597,Texas Manufacturing,TMMTX,Body Shop,BDY,Body Shop - Zone 2,Vision System,2,High,ABB,ABB-VisionSystem-1882,SN-6JMEKPLZCB,Vision System for Tundra/Tacoma/Sequoia production,"San Antonio, TX, Building A, Area 1",2025-09-04,192.168.12.12,PROFINET,100,,2025-11-15,2027-08-13
TMMTX-BDY-0598,Texas Manufacturing,TMMTX,Body Shop,BDY,Body Shop - Zone 2,Vision System,2,High,Pilz,PIL-VisionSystem-8647,SN-EUFVIJ0RKA,Vision System for Tundra/Tacoma/Sequoia production,"San Antonio, TX, Building A, Area 10",2022-08-08,192.168.12.12,PROFINET,100,,2026-01-15,2027-09-05
TMMTX-BDY-0599,Texas Manufacturing,TMMTX,Body Shop,BDY,Body Shop - Zone 1,Vision System,2,High,Siemens,SIE-VisionSystem-9106,SN-AGA555E4XJ,Vision System for Tundra/Tacoma/Sequoia production,"San Antonio, TX, Building A, Area 5",2023-07-19,192.168.12.12,OPC UA,100,,2025-07-06,2027-03-17
TMMTX-BDY-0600,Texas Manufacturing,TMMTX,Body Shop,BDY,Body Shop - Zone 3,Vision System,2,High,SICK,SIC-VisionSystem-6189,SN-DBBZ6J9KXT,Vision System for Tundra/Tacoma/Sequoia production,"San Antonio, TX, Building A, Area 8",2021-08-22,192.168.12.12,EtherCAT,100,,2025-10-01,2027-08-01
TMMTX-BDY-0601,Texas Manufacturing,TMMTX,Body Shop,BDY,Body Shop - Zone 1,Vision System,2,High,Bosch Rexroth,BOS-VisionSystem-4788,SN-XNEL47TXB1,Vision System for Tundra/Tacoma/Sequoia production,"San Antonio, TX, Building A, Area 4",2020-05-23,192.168.12.12,Modbus TCP,100,,2025-09-21,2027-03-16
TMMTX-BDY-0602,Texas Manufacturing,TMMTX,Body Shop,BDY,Body Shop - Zone 2,Vision System,2,High,Fanuc,FAN-VisionSystem-3027,SN-QM37B9420E,Vision System for Tundra/Tacoma/Sequoia production,"San Antonio, TX, Building A, Area 3",2021-12-12,192.168.12.12,Ethernet/IP,100,,2025-02-16,2027-02-18
TMMTX-BDY-0603,Texas Manufacturing,TMMTX,Body Shop,BDY,Body Shop - Zone 3,Vision System,2,High,Pilz,PIL-VisionSystem-5332,SN-ENUT2YA1K3,Vision System for Tundra/Tacoma/Sequoia production,"San Antonio, TX, Building A, Area 4",2024-06-14,192.168.12.12,Ethernet/IP,100,,2025-10-05,2026-04-03
TMMTX-BDY-0604,Texas Manufacturing,TMMTX,Body Shop,BDY,Body Shop - Zone 4,Vision System,2,High,SICK,SIC-VisionSystem-6312,SN-AM2FFWOC9I,Vision System for Tundra/Tacoma/Sequoia production,"San Antonio, TX, Building A, Area 8",2025-11-07,192.168.12.12,OPC UA,100,,2025-07-12,2027-06-21
TMMTX-BDY-0605,Texas Manufacturing,TMMTX,Body Shop,BDY,Body Shop - Zone 3,Vision System,2,High,SICK,SIC-VisionSystem-8710,SN-78PO4BZ61D,Vision System for Tundra/Tacoma/Sequoia production,"San Antonio, TX, Building A, Area 5",2022-03-10,192.168.12.12,Ethernet/IP,100,,2025-10-29,2027-07-19
TMMTX-BDY-0606,Texas Manufacturing,TMMTX,Body Shop,BDY,Body Shop - Zone 4,Vision System,2,High,Rockwell,ROC-VisionSystem-6703,SN-31Q9X6XAOH,Vision System for Tundra/Tacoma/Sequoia production,"San Antonio, TX, Building A, Area 8",2020-10-21,192.168.12.12,OPC UA,100,,2026-01-04,2027-03-23
TMMTX-BDY-0607,Texas Manufacturing,TMMTX,Body Shop,BDY,Body Shop - Zone 4,Vision System,2,High,Kawasaki,KAW-VisionSystem-4252,SN-WEB13C149A,Vision System for Tundra/Tacoma/Sequoia production,"San Antonio, TX, Building A, Area 3",2024-01-22,192.168.12.12,PROFINET,100,,2025-07-21,2026-03-11
TMMTX-BDY-0608,Texas Manufacturing,TMMTX,Body Shop,BDY,Body Shop - Zone 4,Vision System,2,High,Fanuc,FAN-VisionSystem-6123,SN-GAQ6WVIRVF,Vision System for Tundra/Tacoma/Sequoia production,"San Antonio, TX, Building A, Area 2",2021-09-03,192.168.12.12,Modbus TCP,100,,2025-05-25,2027-01-05
TMMTX-BDY-0609,Texas Manufacturing,TMMTX,Body Shop,BDY,Body Shop - Zone 3,Vision System,2,High,Fanuc,FAN-VisionSystem-4417,SN-G57QODUX5D,Vision System for Tundra/Tacoma/Sequoia production,"San Antonio, TX, Building A, Area 3",2023-04-22,192.168.12.12,Modbus TCP,100,,2025-02-23,2026-11-02
TMMTX-BDY-0610,Texas Manufacturing,TMMTX,Body Shop,BDY,Body Shop - Zone 3,Vision System,2,High,Fronius,FRO-VisionSystem-3363,SN-ER2SU8KO96,Vision System for Tundra/Tacoma/Sequoia production,"San Antonio, TX, Building A, Area 8",2025-08-06,192.168.12.12,Ethernet/IP,100,,2025-07-17,2027-11-04
TMMTX-BDY-0611,Texas Manufacturing,TMMTX,Body Shop,BDY,Body Shop - Zone 4,Vision System,2,High,Fronius,FRO-VisionSystem-7295,SN-H1MEH2ERFI,Vision System for Tundra/Tacoma/Sequoia production,"San Antonio, TX, Building A, Area 4",2025-09-03,192.168.12.12,PROFINET,100,,2025-04-10,2026-03-12
TMMTX-BDY-0612,Texas Manufacturing,TMMTX,Body Shop,BDY,Body Shop - Zone 4,Vision System,2,High,Fronius,FRO-VisionSystem-7227,SN-0LLCAIVXWD,Vision System for Tundra/Tacoma/Sequoia production,"San Antonio, TX, Building A, Area 7",2023-04-17,192.168.12.12,OPC UA,100,,2025-11-02,2027-01-28
TMMTX-BDY-0613,Texas Manufacturing,TMMTX,Body Shop,BDY,Body Shop - Zone 1,Vision System,2,High,Siemens,SIE-VisionSystem-9380,SN-6NLDB6YE2S,Vision System for Tundra/Tacoma/Sequoia production,"San Antonio, TX, Building A, Area 6",2024-08-23,192.168.12.12,OPC UA,100,,2025-03-31,2027-09-26
TMMTX-BDY-0614,Texas Manufacturing,TMMTX,Body Shop,BDY,Body Shop - Zone 2,Vision System,2,High,Siemens,SIE-VisionSystem-1123,SN-IXCTKI3UH0,Vision System for Tundra/Tacoma/Sequoia production,"San Antonio, TX, Building A, Area 2",2025-05-12,192.168.12.12,Ethernet/IP,100,,2025-10-16,2026-02-17
TMMTX-BDY-0615,Texas Manufacturing,TMMTX,Body Shop,BDY,Body Shop - Zone 4,Vision System,2,High,SICK,SIC-VisionSystem-4108,SN-NGE2BG3XL4,Vision System for Tundra/Tacoma/Sequoia production,"San Antonio, TX, Building A, Area 10",2025-12-03,192.168.12.12,Modbus TCP,100,,2025-07-03,2026-03-14
TMMTX-BDY-0616,Texas Manufacturing,TMMTX,Body Shop,BDY,Body Shop - Zone 1,Vision System,2,High,ABB,ABB-VisionSystem-5086,SN-36QK29GZQM,Vision System for Tundra/Tacoma/Sequoia production,"San Antonio, TX, Building A, Area 8",2022-04-25,192.168.12.12,Modbus TCP,100,,2025-03-23,2027-01-21
TMMTX-BDY-0617,Texas Manufacturing,TMMTX,Body Shop,BDY,Body Shop - Zone 2,Vision System,2,High,SICK,SIC-VisionSystem-1685,SN-3WN0PL0ACE,Vision System for Tundra/Tacoma/Sequoia production,"San Antonio, TX, Building A, Area 4",2024-06-16,192.168.12.12,EtherCAT,100,,2025-06-14,2026-08-26
TMMTX-BDY-0618,Texas Manufacturing,TMMTX,Body Shop,BDY,Body Shop - Zone 3,Vision System,2,High,ABB,ABB-VisionSystem-1317,SN-OTG2XV3RUU,Vision System for Tundra/Tacoma/Sequoia production,"San Antonio, TX, Building A, Area 4",2021-03-08,192.168.12.12,OPC UA,100,,2025-03-24,2027-01-05
TMMTX-BDY-0619,Texas Manufacturing,TMMTX,Body Shop,BDY,Body Shop - Zone 2,Vision System,2,High,Fanuc,FAN-VisionSystem-4924,SN-WLLOZEXBZ5,Vision System for Tundra/Tacoma/Sequoia production,"San Antonio, TX, Building A, Area 9",2023-06-23,192.168.12.12,EtherCAT,100,,2025-08-21,2026-12-03
TMMTX-BDY-0620,Texas Manufacturing,TMMTX,Body Shop,BDY,Body Shop - Zone 2,Geometry Station,1,Critical,Lincoln Electric,LIN-GeometryStation-5057,SN-PNRKEVMDJD,Geometry Station for Tundra/Tacoma/Sequoia production,"San Antonio, TX, Building A, Area 2",2025-04-22,192.168.12.12,OPC UA,100,,2026-01-06,2027-11-06
TMMTX-BDY-0621,Texas Manufacturing,TMMTX,Body Shop,BDY,Body Shop - Zone 3,Geometry Station,1,Critical,Pilz,PIL-GeometryStation-4743,SN-260X98DJYK,Geometry Station for Tundra/Tacoma/Sequoia production,"San Antonio, TX, Building A, Area 10",2022-09-09,192.168.12.12,OPC UA,100,,2025-04-23,2026-03-31
TMMTX-BDY-0622,Texas Manufacturing,TMMTX,Body Shop,BDY,Body Shop - Zone 4,Geometry Station,1,Critical,Pilz,PIL-GeometryStation-2992,SN-0ZWMPOC9X5,Geometry Station for Tundra/Tacoma/Sequoia production,"San Antonio, TX, Building A, Area 3",2024-08-23,192.168.12.12,EtherCAT,100,,2025-10-01,2027-03-05
TMMTX-BDY-0623,Texas Manufacturing,TMMTX,Body Shop,BDY,Body Shop - Zone 4,Geometry Station,1,Critical,Lincoln Electric,LIN-GeometryStation-9455,SN-8J7N4E8O3W,Geometry Station for Tundra/Tacoma/Sequoia production,"San Antonio, TX, Building A, Area 1",2020-03-13,192.168.12.12,Ethernet/IP,100,,2025-07-16,2027-10-15
TMMTX-BDY-0624,Texas Manufacturing,TMMTX,Body Shop,BDY,Body Shop - Zone 3,Geometry Station,1,Critical,Rockwell,ROC-GeometryStation-5471,SN-I8XTN60WOV,Geometry Station for Tundra/Tacoma/Sequoia production,"San Antonio, TX, Building A, Area 6",2024-05-02,192.168.12.12,Modbus TCP,100,,2025-09-10,2027-10-25
