tag_id,plant,unit,instrument_type,criticality,description,manufacturer,model,location
"QUA-002","Kentucky Assembly","Quality Control","Paint Robot","High","Paint Robot for Quality Control operations","Fanuc","PaintRobot-4600","Quality Control - Station 2"
"QUA-003","Kentucky Assembly","Quality Control","Conveyor Controller","High","Conveyor Controller for Quality Control operations","Rockwell","ConveyorController-5391","Quality Control - Station 3"
"QUA-004","Kentucky Assembly","Quality Control","Welding Robot","High","Welding Robot for Quality Control operations","Rockwell","WeldingRobot-5786","Quality Control - Station 4"
"QUA-005","Kentucky Assembly","Quality Control","Welding Controller","High","Welding Controller for Quality Control operations","Fanuc","WeldingController-5446","Quality Control - Station 5"
"QUA-006","Kentucky Assembly","Quality Control","Welding Robot","High","Welding Robot for Quality Control operations","ABB","WeldingRobot-8167","Quality Control - Station 6"
"QUA-007","Kentucky Assembly","Quality Control","Welding Controller","High","Welding Controller for Quality Control operations","Rockwell","WeldingController-2377","Quality Control - Station 7"
"QUA-008","Kentucky Assembly","Quality Control","Paint Robot","High","Paint Robot for Quality Control operations","Fanuc","PaintRobot-4008","Quality Control - Station 8"
"QUA-009","Kentucky Assembly","Quality Control","Vision System","High","Vision System for Quality Control operations","Rockwell","VisionSystem-3440","Quality Control - Station 9"
"QUA-010","Kentucky Assembly","Quality Control","Vision System","High","Vision System for Quality Control operations","Rockwell","VisionSystem-9488","Quality Control - Station 10"
"QUA-011","Kentucky Assembly","Quality Control","Vision System","High","Vision System for Quality Control operations","Siemens","VisionSystem-7712","Quality Control - Station 11"
"QUA-012","Kentucky Assembly","Quality Control","Vision System","High","Vision System for Quality Control operations","KUKA","VisionSystem-4163","Quality Control - Station 12"
"QUA-013","Kentucky Assembly","Quality Control","Welding Robot","High","Welding Robot for Quality Control operations","KUKA","WeldingRobot-4844","Quality Control - Station 13"
"QUA-014","Kentucky Assembly","Quality Control","SCADA System","High","SCADA System for Quality Control operations","Rockwell","SCADASystem-6962","Quality Control - Station 14"
"QUA-015","Kentucky Assembly","Quality Control","HMI Station","High","HMI Station for Quality Control operations","Rockwell","HMIStation-3192","Quality Control - Station 15"
"QUA-016","Kentucky Assembly","Quality Control","Conveyor Controller","High","Conveyor Controller for Quality Control operations","Rockwell","ConveyorController-5700","Quality Control - Station 16"
"QUA-017","Kentucky Assembly","Quality Control","Welding Controller","High","Welding Controller for Quality Control operations","Siemens","WeldingController-6997","Quality Control - Station 17"
"QUA-018","Kentucky Assembly","Quality Control","Vision System","High","Vision System for Quality Control operations","Fanuc","VisionSystem-6006","Quality Control - Station 18"
"QUA-019","Kentucky Assembly","Quality Control","Quality Scanner","High","Quality Scanner for Quality Control operations","ABB","QualityScanner-9836","Quality Control - Station 19"
"QUA-020","Kentucky Assembly","Quality Control","Welding Robot","High","Welding Robot for Quality Control operations","KUKA","WeldingRobot-1353","Quality Control - Station 20"
"QUA-021","Kentucky Assembly","Quality Control","Vision System","High","Vision System for Quality Control operations","ABB","VisionSystem-7741","Quality Control - Station 21"
"QUA-022","Kentucky Assembly","Quality Control","Welding Robot","High","Welding Robot for Quality Control operations","KUKA","WeldingRobot-4666","Quality Control - Station 22"
"QUA-023","Kentucky Assembly","Quality Control","Assembly Robot","High","Assembly Robot for Quality Control operations","Rockwell","AssemblyRobot-8947","Quality Control - Station 23"
"QUA-024","Kentucky Assembly","Quality Control","Welding Robot","High","Welding Robot for Quality Control operations","Fanuc","WeldingRobot-2274","Quality Control - Station 24"
"QUA-025","Kentucky Assembly","Quality Control","Quality Scanner","High","Quality Scanner for Quality Control operations","ABB","QualityScanner-3402","Quality Control - Station 25"
"QUA-026","Kentucky Assembly","Quality Control","HMI Station","High","HMI Station for Quality Control operations","KUKA","HMIStation-8686","Quality Control - Station 26"
"STA-001","Kentucky Assembly","Stamping","Conveyor Controller","Medium","Conveyor Controller for Stamping operations","KUKA","ConveyorController-2119","Stamping - Station 1"
"STA-002","Kentucky Assembly","Stamping","Paint Robot","Medium","Paint Robot for Stamping operations","Rockwell","PaintRobot-8954","Stamping - Station 2"
"STA-003","Kentucky Assembly","Stamping","Conveyor Controller","Medium","Conveyor Controller for Stamping operations","KUKA","ConveyorController-6966","Stamping - Station 3"
"STA-004","Kentucky Assembly","Stamping","SCADA System","Medium","SCADA System for Stamping operations","Rockwell","SCADASystem-9116","Stamping - Station 4"
"STA-005","Kentucky Assembly","Stamping","Assembly Robot","Medium","Assembly Robot for Stamping operations","KUKA","AssemblyRobot-8666","Stamping - Station 5"
"STA-006","Kentucky Assembly","Stamping","HMI Station","Medium","HMI Station for Stamping operations","Siemens","HMIStation-5703","Stamping - Station 6"
"STA-007","Kentucky Assembly","Stamping","Vision System","Medium","Vision System for Stamping operations","Siemens","VisionSystem-2649","Stamping - Station 7"
"STA-008","Kentucky Assembly","Stamping","Assembly Robot","Medium","Assembly Robot for Stamping operations","KUKA","AssemblyRobot-2934","Stamping - Station 8"
"STA-009","Kentucky Assembly","Stamping","HMI Station","Medium","HMI Station for Stamping operations","Siemens","HMIStation-4523","Stamping - Station 9"
"STA-010","Kentucky Assembly","Stamping","Quality Scanner","Medium","Quality Scanner for Stamping operations","Siemens","QualityScanner-5982","Stamping - Station 10"
"STA-011","Kentucky Assembly","Stamping","Conveyor Controller","Medium","Conveyor Controller for Stamping operations","ABB","ConveyorController-1470","Stamping - Station 11"
"STA-012","Kentucky Assembly","Stamping","HMI Station","Medium","HMI Station for Stamping operations","KUKA","HMIStation-5126","Stamping - Station 12"
"STA-013","Kentucky Assembly","Stamping","Conveyor Controller","Medium","Conveyor Controller for Stamping operations","Siemens","ConveyorController-4353","Stamping - Station 13"
"STA-014","Kentucky Assembly","Stamping","HMI Station","Medium","HMI Station for Stamping operations","ABB","HMIStation-8785","Stamping - Station 14"
"STA-015","Kentucky Assembly","Stamping","Quality Scanner","Medium","Quality Scanner for Stamping operations","KUKA","QualityScanner-4242","Stamping - Station 15"
"STA-016","Kentucky Assembly","Stamping","Robot Controller","Medium","Robot Controller for Stamping operations","Rockwell","RobotController-8846","Stamping - Station 16"
"STA-017","Kentucky Assembly","Stamping","Vision System","Medium","Vision System for Stamping operations","Fanuc","VisionSystem-5814","Stamping - Station 17"
"STA-018","Kentucky Assembly","Stamping","Safety PLC","Medium","Safety PLC for Stamping operations","Rockwell","SafetyPLC-6776","Stamping - Station 18"
"STA-019","Kentucky Assembly","Stamping","Paint Controller","Medium","Paint Controller for Stamping operations","Siemens","PaintController-5126","Stamping - Station 19"
"STA-020","Kentucky Assembly","Stamping","Paint Robot","Medium","Paint Robot for Stamping operations","ABB","PaintRobot-2545","Stamping - Station 20"
"STA-021","Kentucky Assembly","Stamping","Welding Robot","Medium","Welding Robot for Stamping operations","ABB","WeldingRobot-5998","Stamping - Station 21"
"STA-022","Kentucky Assembly","Stamping","Paint Controller","Medium","Paint Controller for Stamping operations","Rockwell","PaintController-9992","Stamping - Station 22"
"STA-023","Kentucky Assembly","Stamping","Assembly Robot","Medium","Assembly Robot for Stamping operations","Siemens","AssemblyRobot-8793","Stamping - Station 23"
"STA-024","Kentucky Assembly","Stamping","Welding Controller","Medium","Welding Controller for Stamping operations","Fanuc","WeldingController-1194","Stamping - Station 24"
"STA-025","Kentucky Assembly","Stamping","Quality Scanner","Medium","Quality Scanner for Stamping operations","Fanuc","QualityScanner-5132","Stamping - Station 25"
"STA-026","Kentucky Assembly","Stamping","Quality Scanner","Medium","Quality Scanner for Stamping operations","Siemens","QualityScanner-3891","Stamping - Station 26"
"STA-027","Kentucky Assembly","Stamping","Quality Scanner","Medium","Quality Scanner for Stamping operations","ABB","QualityScanner-1945","Stamping - Station 27"
"STA-028","Kentucky Assembly","Stamping","Quality Scanner","Medium","Quality Scanner for Stamping operations","Rockwell","QualityScanner-5946","Stamping - Station 28"
"STA-029","Kentucky Assembly","Stamping","Robot Controller","Medium","Robot Controller for Stamping operations","Siemens","RobotController-3616","Stamping - Station 29"
"STA-030","Kentucky Assembly","Stamping","Robot Controller","Medium","Robot Controller for Stamping operations","Fanuc","RobotController-3586","Stamping - Station 30"
"STA-031","Kentucky Assembly","Stamping","Safety PLC","Medium","Safety PLC for Stamping operations","Siemens","SafetyPLC-3690","Stamping - Station 31"
"STA-032","Kentucky Assembly","Stamping","Welding Controller","Medium","Welding Controller for Stamping operations","Fanuc","WeldingController-9945","Stamping - Station 32"
"STA-033","Kentucky Assembly","Stamping","SCADA System","Medium","SCADA System for Stamping operations","Fanuc","SCADASystem-8228","Stamping - Station 33"
"STA-034","Kentucky Assembly","Stamping","Conveyor Controller","Medium","Conveyor Controller for Stamping operations","Siemens","ConveyorController-1602","Stamping - Station 34"
"STA-035","Kentucky Assembly","Stamping","Conveyor Controller","Medium","Conveyor Controller for Stamping operations","KUKA","ConveyorController-4171","Stamping - Station 35"
"STA-036","Kentucky Assembly","Stamping","Safety PLC","Medium","Safety PLC for Stamping operations","KUKA","SafetyPLC-1542","Stamping - Station 36"
"STA-037","Kentucky Assembly","Stamping","Welding Controller","Medium","Welding Controller for Stamping operations","Rockwell","WeldingController-8604","Stamping - Station 37"
"STA-038","Kentucky Assembly","Stamping","SCADA System","Medium","SCADA System for Stamping operations","Rockwell","SCADASystem-1607","Stamping - Station 38"
"STA-039","Kentucky Assembly","Stamping","Paint Controller","Medium","Paint Controller for Stamping operations","KUKA","PaintController-9339","Stamping - Station 39"
"BOD-001","Texas Assembly","Body Shop","Welding Controller","Critical","Welding Controller for Body Shop operations","ABB","WeldingController-3549","Body Shop - Station 1"
"BOD-002","Texas Assembly","Body Shop","Vision System","Critical","Vision System for Body Shop operations","Siemens","VisionSystem-6065","Body Shop - Station 2"
"BOD-003","Texas Assembly","Body Shop","SCADA System","Critical","SCADA System for Body Shop operations","Siemens","SCADASystem-8988","Body Shop - Station 3"
"BOD-004","Texas Assembly","Body Shop","Robot Controller","Critical","Robot Controller for Body Shop operations","ABB","RobotController-2649","Body Shop - Station 4"
"BOD-005","Texas Assembly","Body Shop","Welding Controller","Critical","Welding Controller for Body Shop operations","Fanuc","WeldingController-5241","Body Shop - Station 5"
"BOD-006","Texas Assembly","Body Shop","SCADA System","Critical","SCADA System for Body Shop operations","Rockwell","SCADASystem-5088","Body Shop - Station 6"
"BOD-007","Texas Assembly","Body Shop","Paint Robot","Critical","Paint Robot for Body Shop operations","ABB","PaintRobot-3608","Body Shop - Station 7"
"BOD-008","Texas Assembly","Body Shop","Vision System","Critical","Vision System for Body Shop operations","Siemens","VisionSystem-6618","Body Shop - Station 8"
"BOD-009","Texas Assembly","Body Shop","Paint Robot","Critical","Paint Robot for Body Shop operations","KUKA","PaintRobot-5656","Body Shop - Station 9"
"BOD-010","Texas Assembly","Body Shop","Robot Controller","Critical","Robot Controller for Body Shop operations","Fanuc","RobotController-4161","Body Shop - Station 10"
"BOD-011","Texas Assembly","Body Shop","Welding Controller","Critical","Welding Controller for Body Shop operations","KUKA","WeldingController-3342","Body Shop - Station 11"
"BOD-012","Texas Assembly","Body Shop","Safety PLC","Critical","Safety PLC for Body Shop operations","ABB","SafetyPLC-4304","Body Shop - Station 12"
"BOD-013","Texas Assembly","Body Shop","Paint Robot","Critical","Paint Robot for Body Shop operations","Siemens","PaintRobot-4127","Body Shop - Station 13"
"BOD-014","Texas Assembly","Body Shop","Robot Controller","Critical","Robot Controller for Body Shop operations","ABB","RobotController-6428","Body Shop - Station 14"
"BOD-015","Texas Assembly","Body Shop","Paint Controller","Critical","Paint Controller for Body Shop operations","Rockwell","PaintController-3439","Body Shop - Station 15"
"BOD-016","Texas Assembly","Body Shop","Welding Robot","Critical","Welding Robot for Body Shop operations","Fanuc","WeldingRobot-1879","Body Shop - Station 16"
"BOD-017","Texas Assembly","Body Shop","Assembly Robot","Critical","Assembly Robot for Body Shop operations","Siemens","AssemblyRobot-4387","Body Shop - Station 17"
"BOD-018","Texas Assembly","Body Shop","Conveyor Controller","Critical","Conveyor Controller for Body Shop operations","Rockwell","ConveyorController-9687","Body Shop - Station 18"
"BOD-019","Texas Assembly","Body Shop","Assembly Robot","Critical","Assembly Robot for Body Shop operations","Siemens","AssemblyRobot-1650","Body Shop - Station 19"
"BOD-020","Texas Assembly","Body Shop","Assembly Robot","Critical","Assembly Robot for Body Shop operations","Siemens","AssemblyRobot-9269","Body Shop - Station 20"
"BOD-021","Texas Assembly","Body Shop","Assembly Robot","Critical","Assembly Robot for Body Shop operations","Rockwell","AssemblyRobot-9802","Body Shop - Station 21"
"BOD-022","Texas Assembly","Body Shop","Paint Robot","Critical","Paint Robot for Body Shop operations","KUKA","PaintRobot-9702","Body Shop - Station 22"
"BOD-023","Texas Assembly","Body Shop","Quality Scanner","Critical","Quality Scanner for Body Shop operations","ABB","QualityScanner-1869","Body Shop - Station 23"
"BOD-024","Texas Assembly","Body Shop","Quality Scanner","Critical","Quality Scanner for Body Shop operations","ABB","QualityScanner-9735","Body Shop - Station 24"
"BOD-025","Texas Assembly","Body Shop","HMI Station","Critical","HMI Station for Body Shop operations","KUKA","HMIStation-5058","Body Shop - Station 25"
"BOD-026","Texas Assembly","Body Shop","Paint Controller","Critical","Paint Controller for Body Shop operations","ABB","PaintController-8040","Body Shop - Station 26"
"BOD-027","Texas Assembly","Body Shop","Paint Controller","Critical","Paint Controller for Body Shop operations","KUKA","PaintController-2107","Body Shop - Station 27"
"BOD-028","Texas Assembly","Body Shop","Welding Robot","Critical","Welding Robot for Body Shop operations","Siemens","WeldingRobot-7595","Body Shop - Station 28"
"BOD-029","Texas Assembly","Body Shop","Paint Robot","Critical","Paint Robot for Body Shop operations","ABB","PaintRobot-1204","Body Shop - Station 29"
"BOD-030","Texas Assembly","Body Shop","Welding Robot","Critical","Welding Robot for Body Shop operations","KUKA","WeldingRobot-5303","Body Shop - Station 30"
"BOD-031","Texas Assembly","Body Shop","Safety PLC","Critical","Safety PLC for Body Shop operations","Rockwell","SafetyPLC-9267","Body Shop - Station 31"
"BOD-032","Texas Assembly","Body Shop","Paint Robot","Critical","Paint Robot for Body Shop operations","Fanuc","PaintRobot-8073","Body Shop - Station 32"
"BOD-033","Texas Assembly","Body Shop","Assembly Robot","Critical","Assembly Robot for Body Shop operations","Siemens","AssemblyRobot-6010","Body Shop - Station 33"
"BOD-034","Texas Assembly","Body Shop","Robot Controller","Critical","Robot Controller for Body Shop operations","KUKA","RobotController-3778","Body Shop - Station 34"
"BOD-035","Texas Assembly","Body Shop","Welding Controller","Critical","Welding Controller for Body Shop operations","Rockwell","WeldingController-5019","Body Shop - Station 35"
"BOD-036","Texas Assembly","Body Shop","Paint Controller","Critical","Paint Controller for Body Shop operations","Fanuc","PaintController-6551","Body Shop - Station 36"
"BOD-037","Texas Assembly","Body Shop","Vision System","Critical","Vision System for Body Shop operations","ABB","VisionSystem-9349","Body Shop - Station 37"
"BOD-038","Texas Assembly","Body Shop","Paint Robot","Critical","Paint Robot for Body Shop operations","KUKA","PaintRobot-6550","Body Shop - Station 38"
"BOD-039","Texas Assembly","Body Shop","Welding Robot","Critical","Welding Robot for Body Shop operations","KUKA","WeldingRobot-6585","Body Shop - Station 39"
"BOD-040","Texas Assembly","Body Shop","Welding Controller","Critical","Welding Controller for Body Shop operations","Siemens","WeldingController-8980","Body Shop - Station 40"
"BOD-041","Texas Assembly","Body Shop","Welding Controller","Critical","Welding Controller for Body Shop operations","Rockwell","WeldingController-1028","Body Shop - Station 41"
"BOD-042","Texas Assembly","Body Shop","Paint Controller","Critical","Paint Controller for Body Shop operations","ABB","PaintController-7406","Body Shop - Station 42"
"BOD-043","Texas Assembly","Body Shop","Assembly Robot","Critical","Assembly Robot for Body Shop operations","Fanuc","AssemblyRobot-9367","Body Shop - Station 43"
"BOD-044","Texas Assembly","Body Shop","Vision System","Critical","Vision System for Body Shop operations","Fanuc","VisionSystem-5321","Body Shop - Station 44"
"BOD-045","Texas Assembly","Body Shop","Paint Controller","Critical","Paint Controller for Body Shop operations","Fanuc","PaintController-2277","Body Shop - Station 45"
"BOD-046","Texas Assembly","Body Shop","HMI Station","Critical","HMI Station for Body Shop operations","Rockwell","HMIStation-6887","Body Shop - Station 46"
"BOD-047","Texas Assembly","Body Shop","Robot Controller","Critical","Robot Controller for Body Shop operations","Siemens","RobotController-3997","Body Shop - Station 47"
"BOD-048","Texas Assembly","Body Shop","Paint Controller","Critical","Paint Controller for Body Shop operations","Fanuc","PaintController-5499","Body Shop - Station 48"
"BOD-049","Texas Assembly","Body Shop","Conveyor Controller","Critical","Conveyor Controller for Body Shop operations","ABB","ConveyorController-4174","Body Shop - Station 49"
"BOD-050","Texas Assembly","Body Shop","Paint Robot","Critical","Paint Robot for Body Shop operations","ABB","PaintRobot-6568","Body Shop - Station 50"
"BOD-051","Texas Assembly","Body Shop","Safety PLC","Critical","Safety PLC for Body Shop operations","KUKA","SafetyPLC-2295","Body Shop - Station 51"
"BOD-052","Texas Assembly","Body Shop","Welding Robot","Critical","Welding Robot for Body Shop operations","KUKA","WeldingRobot-6934","Body Shop - Station 52"
"BOD-053","Texas Assembly","Body Shop","SCADA System","Critical","SCADA System for Body Shop operations","Siemens","SCADASystem-3184","Body Shop - Station 53"
"BOD-054","Texas Assembly","Body Shop","Quality Scanner","Critical","Quality Scanner for Body Shop operations","Siemens","QualityScanner-3425","Body Shop - Station 54"
"BOD-055","Texas Assembly","Body Shop","Assembly Robot","Critical","Assembly Robot for Body Shop operations","Rockwell","AssemblyRobot-5001","Body Shop - Station 55"
"BOD-056","Texas Assembly","Body Shop","Paint Controller","Critical","Paint Controller for Body Shop operations","Siemens","PaintController-4372","Body Shop - Station 56"
"BOD-057","Texas Assembly","Body Shop","HMI Station","Critical","HMI Station for Body Shop operations","Rockwell","HMIStation-1986","Body Shop - Station 57"
"BOD-058","Texas Assembly","Body Shop","Paint Robot","Critical","Paint Robot for Body Shop operations","Siemens","PaintRobot-1714","Body Shop - Station 58"
"BOD-059","Texas Assembly","Body Shop","Robot Controller","Critical","Robot Controller for Body Shop operations","Siemens","RobotController-2612","Body Shop - Station 59"
"BOD-060","Texas Assembly","Body Shop","Paint Controller","Critical","Paint Controller for Body Shop operations","Fanuc","PaintController-7007","Body Shop - Station 60"
"BOD-061","Texas Assembly","Body Shop","HMI Station","Critical","HMI Station for Body Shop operations","KUKA","HMIStation-2731","Body Shop - Station 61"
"BOD-062","Texas Assembly","Body Shop","Paint Controller","Critical","Paint Controller for Body Shop operations","Siemens","PaintController-3681","Body Shop - Station 62"
"BOD-063","Texas Assembly","Body Shop","SCADA System","Critical","SCADA System for Body Shop operations","ABB","SCADASystem-6051","Body Shop - Station 63"
"BOD-064","Texas Assembly","Body Shop","Quality Scanner","Critical","Quality Scanner for Body Shop operations","KUKA","QualityScanner-2013","Body Shop - Station 64"
"PAI-001","Texas Assembly","Paint Shop","Paint Robot","Critical","Paint Robot for Paint Shop operations","Siemens","PaintRobot-2423","Paint Shop - Station 1"
"PAI-002","Texas Assembly","Paint Shop","Assembly Robot","Critical","Assembly Robot for Paint Shop operations","Fanuc","AssemblyRobot-5027","Paint Shop - Station 2"
"PAI-003","Texas Assembly","Paint Shop","Paint Robot","Critical","Paint Robot for Paint Shop operations","Rockwell","PaintRobot-7990","Paint Shop - Station 3"
"PAI-004","Texas Assembly","Paint Shop","Welding Robot","Critical","Welding Robot for Paint Shop operations","Fanuc","WeldingRobot-6573","Paint Shop - Station 4"
"PAI-005","Texas Assembly","Paint Shop","Quality Scanner","Critical","Quality Scanner for Paint Shop operations","Rockwell","QualityScanner-7871","Paint Shop - Station 5"
"PAI-006","Texas Assembly","Paint Shop","Welding Controller","Critical","Welding Controller for Paint Shop operations","Fanuc","WeldingController-7533","Paint Shop - Station 6"
"PAI-007","Texas Assembly","Paint Shop","Safety PLC","Critical","Safety PLC for Paint Shop operations","KUKA","SafetyPLC-4418","Paint Shop - Station 7"
"PAI-008","Texas Assembly","Paint Shop","Paint Robot","Critical","Paint Robot for Paint Shop operations","Rockwell","PaintRobot-7902","Paint Shop - Station 8"
"PAI-009","Texas Assembly","Paint Shop","Conveyor Controller","Critical","Conveyor Controller for Paint Shop operations","Fanuc","ConveyorController-2100","Paint Shop - Station 9"
"PAI-010","Texas Assembly","Paint Shop","Safety PLC","Critical","Safety PLC for Paint Shop operations","Siemens","SafetyPLC-6245","Paint Shop - Station 10"
"PAI-011","Texas Assembly","Paint Shop","SCADA System","Critical","SCADA System for Paint Shop operations","KUKA","SCADASystem-5774","Paint Shop - Station 11"
"PAI-012","Texas Assembly","Paint Shop","Robot Controller","Critical","Robot Controller for Paint Shop operations","Siemens","RobotController-9682","Paint Shop - Station 12"
"PAI-013","Texas Assembly","Paint Shop","HMI Station","Critical","HMI Station for Paint Shop operations","KUKA","HMIStation-6292","Paint Shop - Station 13"
"PAI-014","Texas Assembly","Paint Shop","HMI Station","Critical","HMI Station for Paint Shop operations","ABB","HMIStation-9125","Paint Shop - Station 14"
"PAI-015","Texas Assembly","Paint Shop","Welding Controller","Critical","Welding Controller for Paint Shop operations","ABB","WeldingController-2922","Paint Shop - Station 15"
"PAI-016","Texas Assembly","Paint Shop","Conveyor Controller","Critical","Conveyor Controller for Paint Shop operations","Siemens","ConveyorController-3562","Paint Shop - Station 16"
"PAI-017","Texas Assembly","Paint Shop","Welding Robot","Critical","Welding Robot for Paint Shop operations","Siemens","WeldingRobot-6257","Paint Shop - Station 17"
"PAI-018","Texas Assembly","Paint Shop","Quality Scanner","Critical","Quality Scanner for Paint Shop operations","ABB","QualityScanner-5370","Paint Shop - Station 18"
"PAI-019","Texas Assembly","Paint Shop","HMI Station","Critical","HMI Station for Paint Shop operations","KUKA","HMIStation-9414","Paint Shop - Station 19"
"PAI-020","Texas Assembly","Paint Shop","SCADA System","Critical","SCADA System for Paint Shop operations","KUKA","SCADASystem-2534","Paint Shop - Station 20"
"PAI-021","Texas Assembly","Paint Shop","Welding Controller","Critical","Welding Controller for Paint Shop operations","Fanuc","WeldingController-2870","Paint Shop - Station 21"
"PAI-022","Texas Assembly","Paint Shop","Paint Controller","Critical","Paint Controller for Paint Shop operations","KUKA","PaintController-6431","Paint Shop - Station 22"
"PAI-023","Texas Assembly","Paint Shop","Welding Controller","Critical","Welding Controller for Paint Shop operations","ABB","WeldingController-2812","Paint Shop - Station 23"
"PAI-024","Texas Assembly","Paint Shop","Assembly Robot","Critical","Assembly Robot for Paint Shop operations","KUKA","AssemblyRobot-2522","Paint Shop - Station 24"
"PAI-025","Texas Assembly","Paint Shop","Vision System","Critical","Vision System for Paint Shop operations","Siemens","VisionSystem-7024","Paint Shop - Station 25"
"PAI-026","Texas Assembly","Paint Shop","Welding Controller","Critical","Welding Controller for Paint Shop operations","Rockwell","WeldingController-7000","Paint Shop - Station 26"
"PAI-027","Texas Assembly","Paint Shop","Conveyor Controller","Critical","Conveyor Controller for Paint Shop operations","KUKA","ConveyorController-5224","Paint Shop - Station 27"
"PAI-028","Texas Assembly","Paint Shop","SCADA System","Critical","SCADA System for Paint Shop operations","Rockwell","SCADASystem-9867","Paint Shop - Station 28"
"PAI-029","Texas Assembly","Paint Shop","Robot Controller","Critical","Robot Controller for Paint Shop operations","Rockwell","RobotController-2187","Paint Shop - Station 29"
"PAI-030","Texas Assembly","Paint Shop","Welding Controller","Critical","Welding Controller for Paint Shop operations","Siemens","WeldingController-1468","Paint Shop - Station 30"
"PAI-031","Texas Assembly","Paint Shop","Paint Robot","Critical","Paint Robot for Paint Shop operations","Rockwell","PaintRobot-9931","Paint Shop - Station 31"
"PAI-032","Texas Assembly","Paint Shop","Welding Robot","Critical","Welding Robot for Paint Shop operations","Rockwell","WeldingRobot-8217","Paint Shop - Station 32"
"PAI-033","Texas Assembly","Paint Shop","Robot Controller","Critical","Robot Controller for Paint Shop operations","Rockwell","RobotController-7053","Paint Shop - Station 33"
"PAI-034","Texas Assembly","Paint Shop","Conveyor Controller","Critical","Conveyor Controller for Paint Shop operations","Fanuc","ConveyorController-1977","Paint Shop - Station 34"
"PAI-035","Texas Assembly","Paint Shop","Paint Robot","Critical","Paint Robot for Paint Shop operations","Siemens","PaintRobot-1062","Paint Shop - Station 35"
"PAI-036","Texas Assembly","Paint Shop","Conveyor Controller","Critical","Conveyor Controller for Paint Shop operations","Siemens","ConveyorController-1832","Paint Shop - Station 36"
"PAI-037","Texas Assembly","Paint Shop","Safety PLC","Critical","Safety PLC for Paint Shop operations","KUKA","SafetyPLC-6904","Paint Shop - Station 37"
"PAI-038","Texas Assembly","Paint Shop","Paint Robot","Critical","Paint Robot for Paint Shop operations","Rockwell","PaintRobot-9863","Paint Shop - Station 38"
"PAI-039","Texas Assembly","Paint Shop","Assembly Robot","Critical","Assembly Robot for Paint Shop operations","Rockwell","AssemblyRobot-8074","Paint Shop - Station 39"
"PAI-040","Texas Assembly","Paint Shop","Paint Robot","Critical","Paint Robot for Paint Shop operations","Rockwell","PaintRobot-7538","Paint Shop - Station 40"
"PAI-041","Texas Assembly","Paint Shop","Conveyor Controller","Critical","Conveyor Controller for Paint Shop operations","KUKA","ConveyorController-6672","Paint Shop - Station 41"
"PAI-042","Texas Assembly","Paint Shop","HMI Station","Critical","HMI Station for Paint Shop operations","KUKA","HMIStation-6913","Paint Shop - Station 42"
"PAI-043","Texas Assembly","Paint Shop","Vision System","Critical","Vision System for Paint Shop operations","Rockwell","VisionSystem-9876","Paint Shop - Station 43"
"PAI-044","Texas Assembly","Paint Shop","Vision System","Critical","Vision System for Paint Shop operations","Fanuc","VisionSystem-7818","Paint Shop - Station 44"
"ASS-001","Texas Assembly","Assembly Line","Robot Controller","Critical","Robot Controller for Assembly Line operations","Siemens","RobotController-5175","Assembly Line - Station 1"
"ASS-002","Texas Assembly","Assembly Line","Assembly Robot","Critical","Assembly Robot for Assembly Line operations","KUKA","AssemblyRobot-1502","Assembly Line - Station 2"
"ASS-003","Texas Assembly","Assembly Line","Quality Scanner","Critical","Quality Scanner for Assembly Line operations","KUKA","QualityScanner-9219","Assembly Line - Station 3"
"ASS-004","Texas Assembly","Assembly Line","Safety PLC","Critical","Safety PLC for Assembly Line operations","Fanuc","SafetyPLC-9301","Assembly Line - Station 4"
"ASS-005","Texas Assembly","Assembly Line","SCADA System","Critical","SCADA System for Assembly Line operations","Siemens","SCADASystem-2066","Assembly Line - Station 5"
"ASS-006","Texas Assembly","Assembly Line","Paint Controller","Critical","Paint Controller for Assembly Line operations","ABB","PaintController-9662","Assembly Line - Station 6"
"ASS-007","Texas Assembly","Assembly Line","Assembly Robot","Critical","Assembly Robot for Assembly Line operations","Rockwell","AssemblyRobot-1746","Assembly Line - Station 7"
"ASS-008","Texas Assembly","Assembly Line","Quality Scanner","Critical","Quality Scanner for Assembly Line operations","KUKA","QualityScanner-9577","Assembly Line - Station 8"
"ASS-009","Texas Assembly","Assembly Line","Welding Robot","Critical","Welding Robot for Assembly Line operations","Siemens","WeldingRobot-5152","Assembly Line - Station 9"
"ASS-010","Texas Assembly","Assembly Line","Paint Robot","Critical","Paint Robot for Assembly Line operations","Fanuc","PaintRobot-4391","Assembly Line - Station 10"
"ASS-011","Texas Assembly","Assembly Line","Quality Scanner","Critical","Quality Scanner for Assembly Line operations","Fanuc","QualityScanner-3456","Assembly Line - Station 11"
"ASS-012","Texas Assembly","Assembly Line","Paint Robot","Critical","Paint Robot for Assembly Line operations","Rockwell","PaintRobot-1629","Assembly Line - Station 12"
"ASS-013","Texas Assembly","Assembly Line","Assembly Robot","Critical","Assembly Robot for Assembly Line operations","Fanuc","AssemblyRobot-9524","Assembly Line - Station 13"
"ASS-014","Texas Assembly","Assembly Line","Robot Controller","Critical","Robot Controller for Assembly Line operations","Fanuc","RobotController-1034","Assembly Line - Station 14"
